pokemon,ability,is_hidden,slot
p_95f110c6,a_e00dbd35,0,1
p_95f110c6,a_93029957,0,2
p_95f110c6,a_c62d688b,1,3
p_79cde0d9,a_e00dbd35,0,1
p_79cde0d9,a_93029957,0,2
p_79cde0d9,a_c62d688b,1,3
p_280e640d,a_e00dbd35,0,1
p_280e640d,a_93029957,0,2
p_280e640d,a_65d9ec6e,1,3
p_a3ac8d64,a_b490189c,0,1
p_a3ac8d64,a_71d496fb,0,2
p_a3ac8d64,a_a7b3047d,1,3
p_c75480a7,a_b490189c,0,1
p_c75480a7,a_71d496fb,0,2
p_c75480a7,a_6a360997,1,3
p_1e45fe12,a_e4d1c84b,0,1
p_1e45fe12,a_8bd68dfb,1,3
p_29cd2c8f,a_e4d1c84b,0,1
p_29cd2c8f,a_8bd68dfb,1,3
p_8881251b,a_b490189c,0,1
p_8881251b,a_53a406ed,0,2
p_8881251b,a_a7b3047d,1,3
p_07312a32,a_b490189c,0,1
p_07312a32,a_53a406ed,0,2
p_07312a32,a_03a5ab58,1,3
p_d209396b,a_07dadac8,0,1
p_d209396b,a_d37ac899,1,3
p_701f6637,a_07dadac8,0,1
p_701f6637,a_d37ac899,1,3
p_8c93b6c5,a_56747035,0,1
p_8c93b6c5,a_7fb884bb,1,3
p_ca5eaeb9,a_56747035,0,1
p_ca5eaeb9,a_e6b409d0,1,3
p_ce8792ef,a_56747035,0,1
p_ce8792ef,a_b67d65c2,1,3
p_c6384c0e,a_b67d65c2,0,1
p_c6384c0e,a_36617626,0,2
p_c6384c0e,a_b06fa828,1,3
p_def41a20,a_b67d65c2,0,1
p_def41a20,a_36617626,0,2
p_def41a20,a_b06fa828,1,3
p_b8f28103,a_b5a89028,0,1
p_b8f28103,a_24b89273,0,2
p_b8f28103,a_7fb884bb,1,3
p_60ef50b4,a_fb761663,0,1
p_60ef50b4,a_24b89273,0,2
p_60ef50b4,a_efab29c1,1,3
p_0a753ba5,a_731adbf7,0,1
p_0a753ba5,a_fa459c39,0,2
p_0a753ba5,a_3c9859b5,1,3
p_2594b9b4,a_731adbf7,0,1
p_2594b9b4,a_fa459c39,0,2
p_2594b9b4,a_3c9859b5,1,3
p_b854cc2e,a_1c609243,0,1
p_b854cc2e,a_af9da1de,0,2
p_b854cc2e,a_4d998458,1,3
p_9641d857,a_3e6ac5f2,0,1
p_9641d857,a_af9da1de,0,2
p_9641d857,a_4d998458,1,3
p_6f795e76,a_b06fa828,0,1
p_6f795e76,a_45e057f0,0,2
p_6f795e76,a_229f5c57,1,3
p_ef35d918,a_b06fa828,0,1
p_ef35d918,a_45e057f0,0,2
p_ef35d918,a_229f5c57,1,3
p_058dd15a,a_b96e46b2,0,1
p_058dd15a,a_a6de238b,0,2
p_058dd15a,a_d53f6dec,1,3
p_3cc13e81,a_b96e46b2,0,1
p_3cc13e81,a_a6de238b,0,2
p_3cc13e81,a_d53f6dec,1,3
p_3c1ced89,a_a56d16b3,0,1
p_3c1ced89,a_e4d1c84b,0,2
p_3c1ced89,a_892a94dd,1,3
p_453d353c,a_a56d16b3,0,1
p_453d353c,a_e4d1c84b,0,2
p_453d353c,a_892a94dd,1,3
p_77e70836,a_1293f6dd,0,1
p_77e70836,a_b06fa828,0,2
p_77e70836,a_229f5c57,1,3
p_a4fd0c3e,a_1293f6dd,0,1
p_a4fd0c3e,a_b06fa828,0,2
p_a4fd0c3e,a_229f5c57,1,3
p_59218116,a_1293f6dd,0,1
p_59218116,a_b06fa828,0,2
p_59218116,a_229f5c57,1,3
p_51eb4fc7,a_0887a343,0,1
p_51eb4fc7,a_07dadac8,0,2
p_51eb4fc7,a_71d496fb,1,3
p_1dfce879,a_0887a343,0,1
p_1dfce879,a_07dadac8,0,2
p_1dfce879,a_71d496fb,1,3
p_bf079185,a_0887a343,0,1
p_bf079185,a_07dadac8,0,2
p_bf079185,a_71d496fb,1,3
p_11f60c38,a_7c125a84,0,1
p_11f60c38,a_f95e52f4,0,2
p_11f60c38,a_cfdfc529,1,3
p_4318586f,a_7c125a84,0,1
p_4318586f,a_f95e52f4,0,2
p_4318586f,a_cfdfc529,1,3
p_a55e2031,a_7c125a84,0,1
p_a55e2031,a_f95e52f4,0,2
p_a55e2031,a_cfdfc529,1,3
p_744e1884,a_56747035,0,1
p_744e1884,a_b2a0c953,1,3
p_f3a4c682,a_56747035,0,1
p_f3a4c682,a_b2a0c953,1,3
p_d2cd5a35,a_56747035,0,1
p_d2cd5a35,a_b2a0c953,1,3
p_7778b143,a_bdb0d5a5,0,1
p_7778b143,a_e4d8d336,0,2
p_7778b143,a_64216c1d,1,3
p_0dbf3bcb,a_bdb0d5a5,0,1
p_0dbf3bcb,a_e4d8d336,0,2
p_0dbf3bcb,a_64216c1d,1,3
p_d536b7c4,a_63decacf,0,1
p_d536b7c4,a_1b71dd1f,0,2
p_d536b7c4,a_731adbf7,1,3
p_04003ebb,a_63decacf,0,1
p_04003ebb,a_1b71dd1f,0,2
p_04003ebb,a_731adbf7,1,3
p_4c204b7b,a_63decacf,0,1
p_4c204b7b,a_1b71dd1f,0,2
p_4c204b7b,a_731adbf7,1,3
p_c6ccdd5a,a_7fb884bb,0,1
p_c6ccdd5a,a_e4d1c84b,0,2
p_c6ccdd5a,a_97c2e19b,1,3
p_df721367,a_7fb884bb,0,1
p_df721367,a_e4d1c84b,0,2
p_df721367,a_97c2e19b,1,3
p_3c3c8163,a_2aeaaf63,0,1
p_3c3c8163,a_6a9da394,0,2
p_3c3c8163,a_652b5f11,1,3
p_de82105f,a_2aeaaf63,0,1
p_de82105f,a_6a9da394,0,2
p_de82105f,a_652b5f11,1,3
p_d5df5acf,a_8685a719,0,1
p_d5df5acf,a_1b71dd1f,0,2
p_d5df5acf,a_bda23071,1,3
p_611b1c4d,a_8685a719,0,1
p_611b1c4d,a_1b71dd1f,0,2
p_611b1c4d,a_bda23071,1,3
p_735181e2,a_bb58525f,0,1
p_735181e2,a_07dadac8,0,2
p_735181e2,a_d53f6dec,1,3
p_e46df071,a_7fb884bb,0,1
p_e46df071,a_cbb1bad0,0,2
p_e46df071,a_5b424c56,1,3
p_90771f73,a_7fb884bb,0,1
p_90771f73,a_cbb1bad0,0,2
p_90771f73,a_5b424c56,1,3
p_bc6a749e,a_9f08fb19,0,1
p_bc6a749e,a_35d36244,0,2
p_bc6a749e,a_2d22d2bf,1,3
p_6478ec98,a_9f08fb19,0,1
p_6478ec98,a_35d36244,0,2
p_6478ec98,a_2d22d2bf,1,3
p_b7bd3e09,a_e6b409d0,0,1
p_b7bd3e09,a_4d29c929,0,2
p_b7bd3e09,a_947904ea,1,3
p_b0ee5bfc,a_e6b409d0,0,1
p_b0ee5bfc,a_4d29c929,0,2
p_b0ee5bfc,a_947904ea,1,3
p_45db8d04,a_74c13cf9,0,1
p_45db8d04,a_b73042c9,0,2
p_45db8d04,a_b99ab67a,1,3
p_8563e62e,a_74c13cf9,0,1
p_8563e62e,a_b73042c9,0,2
p_8563e62e,a_b99ab67a,1,3
p_26be0430,a_2c57410b,0,1
p_761d35b7,a_2c57410b,0,1
p_0e9a4d44,a_9ff71867,0,1
p_0de2d509,a_63decacf,0,1
p_0de2d509,a_1b71dd1f,0,2
p_0de2d509,a_42a15ba8,1,3
p_d7608ab1,a_a09b2481,0,1
p_d7608ab1,a_98b80711,0,2
p_d7608ab1,a_07dadac8,1,3
p_83af0c39,a_a09b2481,0,1
p_83af0c39,a_98b80711,0,2
p_83af0c39,a_07dadac8,1,3
p_61570bd4,a_82338785,0,1
p_61570bd4,a_74c13cf9,0,2
p_61570bd4,a_65d9ec6e,1,3
p_c7d74294,a_82338785,0,1
p_c7d74294,a_74c13cf9,0,2
p_c7d74294,a_65d9ec6e,1,3
p_c9bca29a,a_601c3b4c,0,1
p_c9bca29a,a_d6055983,0,2
p_c9bca29a,a_faaeb3e3,1,3
p_3782969e,a_601c3b4c,0,1
p_3782969e,a_d6055983,0,2
p_3782969e,a_faaeb3e3,1,3
p_26e17e9e,a_56747035,0,1
p_26e17e9e,a_9f64aedf,1,3
p_88544005,a_56747035,0,1
p_88544005,a_9f64aedf,1,3
p_59cad62a,a_63decacf,0,1
p_59cad62a,a_d25ef48e,0,2
p_59cad62a,a_0f834476,1,3
p_f7484f9e,a_63decacf,0,1
p_f7484f9e,a_d25ef48e,0,2
p_f7484f9e,a_0f834476,1,3
p_847ca8ef,a_3e6ac5f2,0,1
p_847ca8ef,a_0bfbda0f,0,2
p_847ca8ef,a_b948aa04,1,3
p_cfc84d7f,a_bb58525f,0,1
p_cfc84d7f,a_997b777b,0,2
p_cfc84d7f,a_07dadac8,1,3
p_3c826991,a_6a9da394,0,1
p_3c826991,a_2aeaaf63,0,2
p_3c826991,a_45e057f0,1,3
p_4e2ca503,a_2c57410b,0,1
p_4e2ca503,a_6597013d,0,2
p_4e2ca503,a_e6b409d0,1,3
p_8339ffa1,a_2c57410b,0,1
p_8339ffa1,a_6597013d,0,2
p_8339ffa1,a_e6b409d0,1,3
p_bf84fe5e,a_d25ef48e,0,1
p_bf84fe5e,a_63decacf,0,2
p_bf84fe5e,a_0bfbda0f,1,3
p_dc2abab7,a_d25ef48e,0,1
p_dc2abab7,a_63decacf,0,2
p_dc2abab7,a_0bfbda0f,1,3
p_53cc6d6e,a_57fd0ee4,0,1
p_53cc6d6e,a_fba851dd,0,2
p_53cc6d6e,a_50cd1977,1,3
p_57e9d3b2,a_56747035,0,1
p_57e9d3b2,a_896286fe,0,2
p_57e9d3b2,a_652b5f11,1,3
p_76515e91,a_cbb1bad0,0,1
p_76515e91,a_3a0c10c5,0,2
p_76515e91,a_07dadac8,1,3
p_43be2b0b,a_229f5c57,0,1
p_43be2b0b,a_07082d17,0,2
p_43be2b0b,a_b06fa828,1,3
p_78542d84,a_e00dbd35,0,1
p_78542d84,a_07082d17,0,2
p_78542d84,a_b06fa828,1,3
p_43144c89,a_229f5c57,0,1
p_43144c89,a_21abe252,0,2
p_43144c89,a_d25ef48e,1,3
p_1611715f,a_229f5c57,0,1
p_1611715f,a_21abe252,0,2
p_1611715f,a_d25ef48e,1,3
p_42ced350,a_8b57d71f,0,1
p_42ced350,a_57fd0ee4,0,2
p_42ced350,a_bda23071,1,3
p_4119727b,a_8b57d71f,0,1
p_4119727b,a_57fd0ee4,0,2
p_4119727b,a_bda23071,1,3
p_40551510,a_601c3b4c,0,1
p_40551510,a_738a7ea7,0,2
p_40551510,a_af9da1de,1,3
p_09b79c9e,a_1ea344d1,0,1
p_09b79c9e,a_af9da1de,0,2
p_09b79c9e,a_cfdfc529,1,3
p_e36f333a,a_2aeaaf63,0,1
p_e36f333a,a_98b80711,0,2
p_e36f333a,a_36617626,1,3
p_805fff30,a_d6055983,0,1
p_805fff30,a_b96e46b2,1,3
p_efc50f8e,a_97c2e19b,0,1
p_efc50f8e,a_b96e46b2,1,3
p_1b5bbabc,a_82338785,0,1
p_1b5bbabc,a_a496f747,0,2
p_1b5bbabc,a_a88153cd,1,3
p_0407d077,a_a56d16b3,0,1
p_0407d077,a_a6de238b,0,2
p_0407d077,a_65d9ec6e,1,3
p_2929c063,a_229f5c57,0,1
p_2929c063,a_ea1abf54,1,3
p_01437f1d,a_a56d16b3,0,1
p_01437f1d,a_a88153cd,1,3
p_ad806332,a_1293f6dd,0,1
p_ad806332,a_74c13cf9,0,2
p_ad806332,a_35d36244,1,3
p_605ef43c,a_3e6ac5f2,0,1
p_605ef43c,a_40f957a0,1,3
p_cfebe95d,a_7fb884bb,0,1
p_cfebe95d,a_567efb54,0,2
p_cfebe95d,a_cca79a5a,1,3
p_88e5df77,a_1293f6dd,0,1
p_88e5df77,a_35d36244,1,3
p_e831f4fe,a_b2e93c65,0,1
p_e831f4fe,a_f0c1322e,1,3
p_aacf7a04,a_e4d1c84b,0,1
p_aacf7a04,a_7c125a84,1,3
p_a4008890,a_5f2264a8,0,1
p_a4008890,a_418d8454,0,2
p_a4008890,a_bda23071,1,3
p_7fb751fe,a_229f5c57,0,1
p_7fb751fe,a_74c13cf9,0,2
p_7fb751fe,a_42a15ba8,1,3
p_4ddc720a,a_229f5c57,0,1
p_4ddc720a,a_74c13cf9,0,2
p_4ddc720a,a_42a15ba8,1,3
p_e980e7a8,a_229f5c57,0,1
p_e980e7a8,a_0f834476,0,2
p_e980e7a8,a_42a15ba8,1,3
p_82478fcc,a_229f5c57,0,1
p_82478fcc,a_0f834476,0,2
p_82478fcc,a_42a15ba8,1,3
p_4521e725,a_63decacf,0,1
p_4521e725,a_725cd6e2,0,2
p_4521e725,a_4d998458,1,3
p_bed6cce5,a_43354e29,0,1
p_bed6cce5,a_9f08fb19,0,2
p_bed6cce5,a_b2a0c953,1,3
p_865a1fff,a_725cd6e2,0,1
p_865a1fff,a_3d04f428,1,3
p_5fe9bb83,a_725cd6e2,0,1
p_5fe9bb83,a_d6055983,1,3
p_12a028ab,a_725cd6e2,0,1
p_12a028ab,a_97c2e19b,1,3
p_5a5c86ad,a_72847a9c,0,1
p_5a5c86ad,a_76522ade,1,3
p_8d219ba4,a_72847a9c,0,1
p_8d219ba4,a_76522ade,1,3
p_a4eb936e,a_07dadac8,0,1
p_a4eb936e,a_9706d8eb,1,3
p_2f4770ed,a_725cd6e2,0,1
p_2f4770ed,a_4d998458,1,3
p_d79908d6,a_0887a343,0,1
p_4d303174,a_4b647701,0,1
p_4d303174,a_896286fe,1,3
p_49c88e97,a_4b647701,0,1
p_49c88e97,a_896286fe,1,3
p_c09b60d7,a_4b647701,0,1
p_c09b60d7,a_896286fe,1,3
p_936faaaa,a_34112778,0,1
p_936faaaa,a_e4d1c84b,1,3
p_4abde213,a_34112778,0,1
p_4abde213,a_e4d1c84b,1,3
p_963beed1,a_34112778,0,1
p_963beed1,a_e4d1c84b,1,3
p_587ae95d,a_b319852b,0,1
p_587ae95d,a_65d9ec6e,1,3
p_cceb575e,a_b319852b,0,1
p_cceb575e,a_65d9ec6e,1,3
p_2399e75e,a_b319852b,0,1
p_2399e75e,a_65d9ec6e,1,3
p_cd4d35df,a_7fb884bb,0,1
p_cd4d35df,a_bb58525f,0,2
p_cd4d35df,a_03a5ab58,1,3
p_83ea2d3c,a_7fb884bb,0,1
p_83ea2d3c,a_bb58525f,0,2
p_83ea2d3c,a_03a5ab58,1,3
p_6dd89464,a_a09b2481,0,1
p_6dd89464,a_bb58525f,0,2
p_6dd89464,a_24b89273,1,3
p_f3f4a833,a_a09b2481,0,1
p_f3f4a833,a_bb58525f,0,2
p_f3f4a833,a_24b89273,1,3
p_4d877bdc,a_1ea344d1,0,1
p_4d877bdc,a_cbb1bad0,0,2
p_4d877bdc,a_ea1abf54,1,3
p_6f7ba8f9,a_1ea344d1,0,1
p_6f7ba8f9,a_cbb1bad0,0,2
p_6f7ba8f9,a_997b777b,1,3
p_e01233fd,a_1ea344d1,0,1
p_e01233fd,a_a09b2481,0,2
p_e01233fd,a_07082d17,1,3
p_906a2e32,a_1ea344d1,0,1
p_906a2e32,a_a09b2481,0,2
p_906a2e32,a_07082d17,1,3
p_91bda3c1,a_07dadac8,0,1
p_91bda3c1,a_d37ac899,1,3
p_a2a9d01a,a_b2e93c65,0,1
p_a2a9d01a,a_8b57d71f,0,2
p_a2a9d01a,a_1293f6dd,1,3
p_3c34c15d,a_b2e93c65,0,1
p_3c34c15d,a_8b57d71f,0,2
p_3c34c15d,a_1293f6dd,1,3
p_64a0e6a6,a_d6055983,0,1
p_64a0e6a6,a_d25ef48e,1,3
p_22ea1b7f,a_b490189c,0,1
p_22ea1b7f,a_71d496fb,0,2
p_22ea1b7f,a_a7b3047d,1,3
p_ecba48dd,a_b490189c,0,1
p_ecba48dd,a_53a406ed,0,2
p_ecba48dd,a_a7b3047d,1,3
p_afc8aeac,a_c62d688b,0,1
p_afc8aeac,a_fba851dd,0,2
p_afc8aeac,a_230a65e6,1,3
p_e4c212fd,a_c62d688b,0,1
p_e4c212fd,a_fba851dd,0,2
p_e4c212fd,a_230a65e6,1,3
p_7cba44c0,a_0887a343,0,1
p_7cba44c0,a_cbb1bad0,0,2
p_7cba44c0,a_3d05547e,1,3
p_77c3b77e,a_0887a343,0,1
p_77c3b77e,a_cbb1bad0,0,2
p_77c3b77e,a_3d05547e,1,3
p_f1ab1fcc,a_d6055983,0,1
p_f1ab1fcc,a_ff9e1d74,1,3
p_0251597a,a_d6055983,0,1
p_0251597a,a_ff9e1d74,1,3
p_7797b0fb,a_d6055983,0,1
p_7797b0fb,a_ff9e1d74,1,3
p_0bbc2d23,a_56747035,0,1
p_0bbc2d23,a_50cd1977,1,3
p_76c7544b,a_9f08fb19,0,1
p_76c7544b,a_491c37d2,0,2
p_76c7544b,a_99018537,1,3
p_6e9efc46,a_9f08fb19,0,1
p_6e9efc46,a_491c37d2,0,2
p_6e9efc46,a_99018537,1,3
p_3c10dd0d,a_1b71dd1f,0,1
p_3c10dd0d,a_63decacf,0,2
p_3c10dd0d,a_ea1abf54,1,3
p_1556a1fc,a_1293f6dd,0,1
p_1556a1fc,a_b06fa828,0,2
p_1556a1fc,a_c24f20b8,1,3
p_1bcb6686,a_56747035,0,1
p_1bcb6686,a_896286fe,0,2
p_1bcb6686,a_d37ac899,1,3
p_edef180e,a_56747035,0,1
p_edef180e,a_896286fe,0,2
p_edef180e,a_d37ac899,1,3
p_93219ad6,a_56747035,0,1
p_93219ad6,a_896286fe,0,2
p_93219ad6,a_d37ac899,1,3
p_db4e574f,a_7fb884bb,0,1
p_db4e574f,a_1c609243,0,2
p_db4e574f,a_b73042c9,1,3
p_082a3ac8,a_56747035,0,1
p_082a3ac8,a_a628d4fe,0,2
p_082a3ac8,a_cbb1bad0,1,3
p_f2cb1fb1,a_56747035,0,1
p_f2cb1fb1,a_a628d4fe,0,2
p_f2cb1fb1,a_cbb1bad0,1,3
p_4066f3c3,a_ad772062,0,1
p_4066f3c3,a_b5a89028,0,2
p_4066f3c3,a_03a5ab58,1,3
p_e3ba3e2d,a_b06fa828,0,1
p_e3ba3e2d,a_1293f6dd,0,2
p_e3ba3e2d,a_6a360997,1,3
p_20888121,a_b06fa828,0,1
p_20888121,a_1293f6dd,0,2
p_20888121,a_6a360997,1,3
p_9a670085,a_0887a343,0,1
p_9a670085,a_3d05547e,1,3
p_eaab2be7,a_0887a343,0,1
p_eaab2be7,a_07dadac8,1,3
p_a2512708,a_a09b2481,0,1
p_a2512708,a_230a65e6,0,2
p_a2512708,a_8d06b98e,1,3
p_4106f58a,a_2aeaaf63,0,1
p_4106f58a,a_6a9da394,0,2
p_4106f58a,a_652b5f11,1,3
p_8c64d6a5,a_2c57410b,0,1
p_05fa7ac3,a_2c57410b,0,1
p_bcd204b5,a_9e0b713e,0,1
p_bcd204b5,a_2cb30029,1,3
p_4865f04b,a_07dadac8,0,1
p_4865f04b,a_cbb1bad0,0,2
p_4865f04b,a_99018537,1,3
p_0f78fb62,a_1b71dd1f,0,1
p_0f78fb62,a_b99ab67a,1,3
p_8457b7b2,a_1b71dd1f,0,1
p_8457b7b2,a_b99ab67a,1,3
p_d6bc6e09,a_fba851dd,0,1
p_d6bc6e09,a_7fb884bb,0,2
p_d6bc6e09,a_ea1abf54,1,3
p_00332aca,a_82338785,0,1
p_00332aca,a_731adbf7,0,2
p_00332aca,a_43354e29,1,3
p_68a95005,a_63decacf,0,1
p_68a95005,a_1b71dd1f,0,2
p_68a95005,a_65d9ec6e,1,3
p_1c8f1690,a_a56d16b3,0,1
p_1c8f1690,a_7fb884bb,0,2
p_1c8f1690,a_ea1abf54,1,3
p_61eea931,a_a56d16b3,0,1
p_61eea931,a_f0c1322e,0,2
p_61eea931,a_ea1abf54,1,3
p_24b03bcb,a_e00dbd35,0,1
p_24b03bcb,a_229f5c57,0,2
p_24b03bcb,a_a56d16b3,1,3
p_c3e1fdc3,a_1ea344d1,0,1
p_c3e1fdc3,a_af9da1de,0,2
p_c3e1fdc3,a_b5724cba,1,3
p_7132156a,a_1b71dd1f,0,1
p_7132156a,a_b2a0c953,0,2
p_7132156a,a_80646835,1,3
p_6b7218c0,a_1ea344d1,0,1
p_6b7218c0,a_7c125a84,0,2
p_6b7218c0,a_a88153cd,1,3
p_fad53717,a_07dadac8,0,1
p_fad53717,a_bb58525f,0,2
p_fad53717,a_065f90d4,1,3
p_33795293,a_1c609243,0,1
p_33795293,a_f0c1322e,0,2
p_33795293,a_3acdb0b8,1,3
p_7cf1dc8a,a_7c125a84,0,1
p_7cf1dc8a,a_f0c1322e,0,2
p_7cf1dc8a,a_4d998458,1,3
p_175b3d59,a_a8c57099,0,1
p_175b3d59,a_97c2e19b,0,2
p_175b3d59,a_42a15ba8,1,3
p_eadda451,a_a8c57099,0,1
p_eadda451,a_97c2e19b,0,2
p_eadda451,a_42a15ba8,1,3
p_b8a38b86,a_2aeaaf63,0,1
p_b8a38b86,a_3d04f428,0,2
p_b8a38b86,a_9f08fb19,1,3
p_f5f5b29a,a_2aeaaf63,0,1
p_f5f5b29a,a_3d04f428,0,2
p_f5f5b29a,a_9f08fb19,1,3
p_52de4e99,a_c62d688b,0,1
p_52de4e99,a_57fd0ee4,0,2
p_52de4e99,a_652b5f11,1,3
p_5ac75991,a_c62d688b,0,1
p_5ac75991,a_07082d17,0,2
p_5ac75991,a_c3550482,1,3
p_9d4497e0,a_cf82dcae,0,1
p_9d4497e0,a_07082d17,0,2
p_9d4497e0,a_c3550482,1,3
p_91d7b50b,a_b96e46b2,0,1
p_91d7b50b,a_c62d688b,0,2
p_91d7b50b,a_a09b2481,1,3
p_8fec0fe1,a_229f5c57,0,1
p_8fec0fe1,a_1293f6dd,0,2
p_8fec0fe1,a_21abe252,1,3
p_8321c77e,a_bb58525f,0,1
p_8321c77e,a_1b71dd1f,0,2
p_8321c77e,a_42a15ba8,1,3
p_c6d2686d,a_cbb1bad0,0,1
p_c6d2686d,a_e4d1c84b,0,2
p_c6d2686d,a_4d998458,1,3
p_ceacafed,a_cbb1bad0,0,1
p_ceacafed,a_e4d1c84b,0,2
p_ceacafed,a_4d998458,1,3
p_c9728944,a_229f5c57,0,1
p_c9728944,a_07082d17,0,2
p_c9728944,a_b06fa828,1,3
p_546b622b,a_1c609243,0,1
p_546b622b,a_731adbf7,1,3
p_20e706e9,a_1b71dd1f,0,1
p_20e706e9,a_731adbf7,1,3
p_7d6c1222,a_5f2264a8,0,1
p_7d6c1222,a_418d8454,0,2
p_7d6c1222,a_bda23071,1,3
p_edf4421f,a_a56d16b3,0,1
p_edf4421f,a_03a5ab58,0,2
p_edf4421f,a_99018537,1,3
p_6a6da6bf,a_6a9da394,0,1
p_6a6da6bf,a_af9da1de,0,2
p_6a6da6bf,a_c3550482,1,3
p_79d62248,a_7c125a84,0,1
p_79d62248,a_cfdfc529,0,2
p_79d62248,a_b96e46b2,1,3
p_73f579f8,a_a56d16b3,0,1
p_73f579f8,a_af9da1de,0,2
p_73f579f8,a_cfdfc529,1,3
p_98bcf486,a_2aeaaf63,0,1
p_98bcf486,a_98b80711,0,2
p_98bcf486,a_35d36244,1,3
p_41c077fa,a_d6055983,0,1
p_41c077fa,a_b96e46b2,1,3
p_c1bbbb42,a_97c2e19b,0,1
p_c1bbbb42,a_b96e46b2,1,3
p_77ccac8c,a_9f08fb19,0,1
p_77ccac8c,a_3a0c10c5,0,2
p_77ccac8c,a_99018537,1,3
p_bdb77fba,a_57fd0ee4,0,1
p_bdb77fba,a_fba851dd,0,2
p_bdb77fba,a_50cd1977,1,3
p_7efa2ba3,a_725cd6e2,0,1
p_7efa2ba3,a_07dadac8,1,3
p_5be788d6,a_725cd6e2,0,1
p_5be788d6,a_07dadac8,1,3
p_0cd225f3,a_725cd6e2,0,1
p_0cd225f3,a_07dadac8,1,3
p_82918f0b,a_7c125a84,0,1
p_82918f0b,a_731adbf7,1,3
p_f9c75a11,a_72847a9c,0,1
p_538debc7,a_8791c681,0,1
p_538debc7,a_4d998458,1,3
p_dc7a6fa4,a_725cd6e2,0,1
p_dc7a6fa4,a_9706d8eb,1,3
p_bb536271,a_725cd6e2,0,1
p_bb536271,a_652b5f11,1,3
p_385eccba,a_57fd0ee4,0,1
p_a0a24cf7,a_4b647701,0,1
p_a0a24cf7,a_b948aa04,1,3
p_306db3bf,a_4b647701,0,1
p_306db3bf,a_b948aa04,1,3
p_a69e40b3,a_4b647701,0,1
p_a69e40b3,a_b948aa04,1,3
p_6e382039,a_34112778,0,1
p_6e382039,a_ad772062,1,3
p_51e46b03,a_34112778,0,1
p_51e46b03,a_ad772062,1,3
p_4718c422,a_34112778,0,1
p_4718c422,a_ad772062,1,3
p_e5737439,a_b319852b,0,1
p_e5737439,a_b06fa828,1,3
p_acd6f2ea,a_b319852b,0,1
p_acd6f2ea,a_b06fa828,1,3
p_85c1c4a0,a_b319852b,0,1
p_85c1c4a0,a_b06fa828,1,3
p_aa6a22f9,a_7fb884bb,0,1
p_aa6a22f9,a_f0c1322e,0,2
