pokemon,version_group,move,pokemon_move_method,level,order
p_30bdca02,20,m_9a314631,1,1,4.0
p_30643a25,20,m_f40e4ea3,1,1,1.0
p_4f81ccee,20,m_1a4e46c6,1,44,1.0
p_3c10dd0d,20,m_027805d9,1,1,3.0
p_b111e07a,20,m_0bdc42b2,1,1,2.0
p_fe3fb65b,20,m_09990713,1,1,2.0
p_53cc6d6e,20,m_51bbe3eb,1,1,7.0
p_6bca8aa0,20,m_4913d1ed,1,1,1.0
p_cab4dc02,20,m_676acc06,1,1,4.0
p_126a2048,20,m_d1ec32f3,1,1,1.0
p_84604db4,20,m_bd563f0b,1,1,3.0
p_abf4ea48,20,m_d878e376,1,1,2.0
p_67c9d1c8,20,m_33a27727,1,1,3.0
p_d08cce0d,20,m_07039041,1,1,1.0
p_b32547b3,20,m_1544c89c,1,36,3.0
p_1c99d832,20,m_275031fc,1,1,2.0
p_eaa52b33,20,m_e2b3fd3f,1,1,5.0
p_98f45114,20,m_0a174de7,1,1,4.0
p_51e46b03,20,m_47d46115,1,1,3.0
p_06c2ca60,20,m_003fc7ac,1,34,2.0
p_4718c422,20,m_d878e376,1,1,6.0
p_2c583ae9,20,m_08084ab1,1,1,1.0
p_7182cf07,20,m_53ad3a60,1,1,4.0
p_a2552e68,20,m_3bea4f24,1,1,15.0
p_4353a3b6,20,m_fb4ed71b,1,1,9.0
p_70dfad21,20,m_c0a308a8,1,1,2.0
p_65365a2f,20,m_1659b9f8,1,1,1.0
p_c7c3abe7,20,m_bf6dd5d6,1,1,3.0
p_eeb3fb90,20,m_7d4bd896,1,1,2.0
p_5487ad06,20,m_f3342140,1,24,2.0
p_2147dbe8,20,m_58f26d85,1,1,2.0
p_16477544,20,m_7302c07c,1,1,1.0
p_67102227,20,m_1659b9f8,1,1,9.0
p_ce8792ef,20,m_97e7b3ec,1,1,13.0
p_9ad812a7,20,m_9a314631,1,1,1.0
p_8881251b,20,m_bf6dd5d6,1,1,3.0
p_458edca8,20,m_e2b3fd3f,1,1,2.0
p_d4c2ce7f,20,m_0e8529e0,1,1,6.0
p_09a31d96,20,m_1659b9f8,1,1,2.0
p_21a871ee,20,m_1a6e5aaa,1,1,1.0
p_5487ad06,20,m_04b46ee9,1,12,1.0
p_f2fc8049,20,m_da81784f,1,1,3.0
p_dafea60d,20,m_7202d6fe,1,1,2.0
p_acc5c82e,20,m_da81784f,1,1,2.0
p_663116d6,20,m_c4ce55a5,1,1,7.0
p_b4d45787,20,m_0bdc42b2,1,1,2.0
p_935a984a,20,m_5ad2bfcf,1,1,2.0
p_c7c3abe7,20,m_461c352d,1,1,4.0
p_aacf7a04,20,m_da81784f,1,1,12.0
p_a042c523,20,m_d9fe8eac,1,1,1.0
p_9031b357,20,m_a8c09667,1,1,1.0
p_4353a3b6,20,m_e16b6cc5,1,1,8.0
p_932674c5,20,m_3c700710,1,1,1.0
p_cbd72e9e,20,m_8c22344f,1,1,3.0
p_d128f8d3,20,m_1741246e,1,1,8.0
p_1110504a,20,m_0a174de7,1,1,2.0
p_a8394db2,20,m_c38534b5,1,12,2.0
p_df40c1d3,20,m_df89b523,1,1,2.0
p_56495143,20,m_c93378d1,1,1,1.0
p_c138ff94,20,m_bd563f0b,1,1,4.0
p_36147e3e,20,m_1659b9f8,1,1,8.0
p_4353a3b6,20,m_476d1019,1,1,1.0
p_f3ff9cea,20,m_d878e376,1,1,2.0
p_56495143,20,m_03c084dd,1,1,5.0
p_1c99d832,20,m_f88ec9b0,1,1,7.0
p_1f87756c,20,m_a162cb22,1,1,3.0
p_b7a53d3c,20,m_a8c09667,1,1,1.0
p_a26516bb,20,m_c03350f3,1,1,2.0
p_78dfb4bb,20,m_ad7f967b,1,1,5.0
p_06ad6607,20,m_1b0931a0,1,1,4.0
p_89b621fa,20,m_656885e9,1,1,2.0
p_6f2d1ad0,20,m_ba700897,1,1,1.0
p_30ea1cb7,20,m_bd563f0b,1,1,2.0
p_d36c951e,20,m_153a41fb,1,1,4.0
p_0408be73,20,m_d878e376,1,1,13.0
p_88e5df77,20,m_b4fcac5b,1,1,2.0
p_932674c5,20,m_e7c362b6,1,1,5.0
p_327b708e,20,m_cf0ce246,1,1,11.0
p_f8346600,20,m_07039041,1,1,6.0
p_65365a2f,20,m_d878e376,1,1,3.0
p_9a670085,20,m_da81784f,1,1,12.0
p_64091f25,20,m_f3c67efa,1,1,1.0
p_b4d45787,20,m_b637e1fb,1,1,5.0
p_8d9f7927,20,m_b9d7af79,1,1,2.0
p_b33fff91,20,m_6dd04c3f,1,1,6.0
p_0edfd1ef,20,m_a260f16c,1,1,1.0
p_3bec042a,20,m_07039041,1,1,2.0
p_5fe9bb83,20,m_7b7c9cff,1,1,2.0
p_686fc877,20,m_fc1b87e1,1,1,11.0
p_2ae3682d,20,m_d9fe8eac,1,1,4.0
p_3db511fb,20,m_676acc06,1,1,4.0
p_c713d6d6,20,m_c0a308a8,1,1,3.0
p_8d7dfd5a,20,m_acdf380e,1,1,4.0
p_c9e34f72,20,m_2a80e1f3,1,1,1.0
p_2e4599f4,20,m_da81784f,1,1,12.0
p_ca5eaeb9,20,m_97e7b3ec,1,1,1.0
p_f955620f,20,m_a8c09667,1,1,1.0
p_89b621fa,20,m_3e109639,1,1,11.0
p_1c99d832,20,m_42eab06d,1,1,2.0
p_9a636913,20,m_74a9c328,1,1,1.0
p_8d2adea1,20,m_55b52751,1,1,1.0
p_e440c697,20,m_97e7b3ec,1,1,1.0
p_5b982f45,20,m_29bd5536,1,1,2.0
p_43e2d88c,20,m_ff9393aa,1,1,5.0
p_75142d8c,20,m_1741246e,1,1,14.0
p_88a653a2,20,m_aa09a94b,1,24,2.0
p_376219a0,20,m_7e333afe,1,1,5.0
p_50d5fbe8,20,m_f4418ee4,1,1,2.0
p_b16139bb,20,m_cccd194c,1,1,1.0
p_792f3d33,20,m_d9fe8eac,1,1,4.0
p_e72a0f9a,20,m_da81784f,1,1,2.0
p_660bbb9e,20,m_d7951f82,1,1,1.0
p_0f091bb2,20,m_d2b9d032,1,1,2.0
p_2721938f,20,m_e16b6cc5,1,1,9.0
p_660bbb9e,20,m_c4ce55a5,1,1,1.0
p_89b621fa,20,m_dd60aac8,1,1,9.0
p_abd8d6dc,20,m_cccd194c,1,1,1.0
p_676d9427,20,m_f40e4ea3,1,1,2.0
p_4b352a88,20,m_1c308d18,1,1,1.0
p_fc984720,20,m_0d73cf59,1,1,2.0
p_7a56476a,20,m_5b3bb10e,1,1,2.0
p_c404d1e4,20,m_d1ec32f3,1,1,3.0
p_4718c422,20,m_273b8553,1,1,5.0
p_0dbd359d,20,m_1659b9f8,1,1,3.0
p_6e9efc46,20,m_ad7f967b,1,1,5.0
p_57e6e494,20,m_676acc06,1,1,4.0
p_bd3372de,20,m_da81784f,1,1,2.0
p_5ca0e957,20,m_3ecb05f2,1,1,5.0
p_80935eee,20,m_c4ce55a5,1,1,1.0
p_5487ad06,20,m_cccd194c,1,1,4.0
p_0bff6143,20,m_39b411f6,1,1,1.0
p_7c7e59d7,20,m_e7c362b6,1,1,6.0
p_17a5935f,20,m_6dd04c3f,1,1,2.0
p_7182cf07,20,m_3bea4f24,1,1,1.0
p_bdd3af08,20,m_aa09a94b,1,38,1.0
p_14c68c06,20,m_3b161f03,1,1,10.0
p_30dbcc09,20,m_e6d6d933,1,1,5.0
p_3e912778,20,m_1659b9f8,1,1,6.0
p_47518ea0,20,m_2650179e,1,1,2.0
p_2147dbe8,20,m_dd79583a,1,1,5.0
p_5e1a4e8b,20,m_7d4bd896,1,1,5.0
p_e831f4fe,20,m_849b235f,1,1,10.0
p_f13b10dc,20,m_fa9da9be,1,1,11.0
p_51dab86e,20,m_86ea2d9a,1,1,5.0
p_0dbd359d,20,m_d9fe8eac,1,1,2.0
p_131c69d9,20,m_cccd194c,1,1,1.0
p_8339ffa1,20,m_d7c09c92,1,1,6.0
p_e831f4fe,20,m_e09c6c35,1,1,3.0
p_09461da7,20,m_29ad7469,1,1,1.0
p_6b28d38a,20,m_2a80e1f3,1,1,3.0
p_978e4acf,20,m_dfd86f6b,1,1,6.0
p_17ee6a62,20,m_d878e376,1,1,1.0
p_85a6264e,20,m_c58e47ba,1,1,3.0
p_c07cf29c,20,m_b50fb0ed,1,1,5.0
p_d4c2ce7f,20,m_a8c09667,1,1,4.0
p_1796713e,20,m_a8c09667,1,1,1.0
p_20888121,20,m_ad7f967b,1,1,2.0
p_8563e62e,20,m_d2bd7475,1,1,8.0
p_dbbac93f,20,m_55b52751,1,1,1.0
p_9439fb29,20,m_dcad69d9,1,1,5.0
p_127d13c3,20,m_3b0a4b6c,1,1,4.0
p_09791791,20,m_55b52751,1,1,2.0
p_e0ae31bf,20,m_41077b65,1,1,2.0
p_25bf0e69,20,m_b7b7cc9a,1,1,4.0
p_cab4dc02,20,m_5fcbbe69,1,1,5.0
p_2ee25fd2,20,m_925910e1,1,1,4.0
p_82c7b207,20,m_f2923d23,1,1,4.0
p_1ff8a267,20,m_1659b9f8,1,1,2.0
p_b83fec82,20,m_b457e59a,1,1,2.0
p_3dc2f292,20,m_5e007fdb,1,1,11.0
p_c713d6d6,20,m_13488df4,1,1,4.0
p_48ed165a,20,m_9679c4a6,1,1,2.0
p_9d4497e0,20,m_656885e9,1,1,3.0
p_1a371be7,20,m_ba700897,1,1,4.0
p_cc9fff4e,20,m_f3c67efa,1,1,3.0
p_8b331de2,20,m_fc1b87e1,1,30,1.0
p_09791791,20,m_2a80e1f3,1,1,2.0
p_fd5f2c7c,20,m_cccd194c,1,1,7.0
p_d356555b,20,m_d7951f82,1,1,7.0
p_5346c365,20,m_13488df4,1,1,4.0
p_3af69738,20,m_e2b3fd3f,1,1,4.0
p_fe3fb65b,20,m_282d3f1c,1,1,1.0
p_23155a65,20,m_b457e59a,1,1,3.0
p_126a2048,20,m_d1ec32f3,1,1,1.0
p_26be0430,20,m_4e0b5653,1,1,1.0
p_a90698e9,20,m_8680da2f,1,1,1.0
p_1c99d832,20,m_4693a6f4,1,1,4.0
p_ccf81d76,20,m_c0a308a8,1,1,7.0
p_88c56d20,20,m_f5cefa72,1,1,1.0
p_67c9d1c8,20,m_1659b9f8,1,1,6.0
p_c47417b1,20,m_413b19ad,1,1,5.0
p_25bf0e69,20,m_e6d6d933,1,1,2.0
p_85c1c4a0,20,m_027805d9,1,1,2.0
p_6ea5d789,20,m_fd0283c6,1,1,4.0
p_64ddc5cf,20,m_ad7f967b,1,1,16.0
p_3db511fb,20,m_9f338d41,1,1,3.0
p_df40c1d3,20,m_b457e59a,1,1,3.0
p_b7f04058,20,m_aa09a94b,1,48,2.0
p_0edfd1ef,20,m_da81784f,1,1,7.0
p_6e52d608,20,m_8f9beedb,1,1,18.0
p_b7aecb4b,20,m_1659b9f8,1,1,5.0
p_6fb052b6,20,m_e2db62f9,1,1,2.0
p_ae142d13,20,m_8fbb1a0b,1,1,2.0
p_78dfb4bb,20,m_a8c09667,1,1,3.0
p_47518ea0,20,m_1a4e46c6,1,21,1.0
p_cb23c445,20,m_849b235f,1,1,3.0
p_cb23c445,20,m_3ecb05f2,1,1,1.0
p_2147dbe8,20,m_ee91272c,1,1,11.0
p_519049e9,20,m_8fbb1a0b,1,1,19.0
p_9a670085,20,m_288cdb27,1,1,6.0
p_20888121,20,m_da81784f,1,1,2.0
p_c404d1e4,20,m_47aa006e,1,1,4.0
p_f829df42,20,m_0a174de7,1,1,2.0
p_3db511fb,20,m_c0a308a8,1,1,2.0
p_e0ae31bf,20,m_3ecb05f2,1,1,1.0
p_a638a22c,20,m_33a27727,1,1,1.0
p_979fa2e9,20,m_c0a308a8,1,1,7.0
p_d59a3ae0,20,m_cccd194c,1,1,1.0
p_4eab2c04,20,m_760cc4f2,1,36,2.0
p_2ae3682d,20,m_d7c09c92,1,1,7.0
p_bb70ca7d,20,m_b165f896,1,1,2.0
p_565f4e4f,20,m_1d1f95c2,1,1,1.0
p_8acd609b,20,m_ca259bdd,1,1,1.0
p_1611715f,20,m_74a9c328,1,1,4.0
p_d8082aaf,20,m_cccd194c,1,1,2.0
p_43e2d88c,20,m_acca53f6,1,1,1.0
