pokemon,version,item,rarity
p_4772c9e3,22,i_aff3a027,5
p_5b41a4ca,25,i_50e94d9a,5
p_f838f141,26,i_eb16fe3f,5
p_4772c9e3,13,i_aff3a027,5
p_1a371be7,29,i_91b0d686,5
p_83ea2d3c,14,i_998d0550,50
p_f0426e6b,18,i_f1fa21da,5
p_3bfc6080,23,i_d46bcc61,5
p_8e66e422,12,i_cac0d853,5
p_7a2cf64f,24,i_998d0550,5
p_6051ecec,12,i_0f4f0193,5
p_40826764,22,i_85e6a040,5
p_8d7dfd5a,8,i_09a343d8,100
p_edb0f73f,12,i_3f64fa9e,100
p_4ced388a,29,i_dfc3a7f2,5
p_83ea2d3c,8,i_998d0550,50
p_14b3f019,17,i_7b5625b0,5
p_f2845911,12,i_7f5e4898,50
p_acd755ca,27,i_2f96e457,5
p_abc5b04a,22,i_014b6d85,5
p_f8169f06,22,i_ed7a4c76,100
p_4f81ccee,13,i_cf07c155,5
p_bba44793,18,i_4e9a5220,5
p_ca0bbeae,12,i_05a2225a,5
p_5d3bbfa3,26,i_91b0d686,5
p_4066f3c3,25,i_4e9a5220,5
p_c108bae8,30,i_95160cca,5
p_aa4101ab,27,i_2f96e457,5
p_c75480a7,14,i_20976a3d,50
p_5455442d,29,i_51599e4b,50
p_59a221f5,24,i_ee882f4d,5
p_2b4e7412,29,i_db2ddf1f,5
p_8d7dfd5a,29,i_09a343d8,5
p_b44e969c,21,i_f3d23950,5
p_8acd609b,29,i_cf07c155,5
p_83ea2d3c,12,i_cde02c09,5
p_83ea2d3c,8,i_ee882f4d,5
p_06ad6607,15,i_24f45230,5
p_6ea5d789,30,i_944d0422,50
p_edb0f73f,21,i_3f64fa9e,100
p_7488e723,21,i_78614607,50
p_f0426e6b,23,i_f1fa21da,5
p_4cc0c12f,21,i_42849d21,5
p_6bb0e03f,30,i_45079e11,5
p_a83bd130,27,i_91b0d686,5
p_e2a6cec8,30,i_78614607,5
p_1611715f,25,i_ed7a4c76,5
p_3fc28e0d,14,i_15a3faba,5
p_aa4101ab,25,i_ed7a4c76,100
p_47518ea0,25,i_b34f8200,5
p_94ef28c9,21,i_aff3a027,5
p_0ef2a5ae,15,i_6c73c223,5
p_b49261ae,24,i_8572bcec,50
p_557a542a,13,i_4bc710de,5
p_958d7898,13,i_50e94d9a,5
p_f838f141,25,i_eb16fe3f,5
p_6548a46c,25,i_85e6a040,5
p_3f5f50f1,28,i_75264736,5
p_be3fc5e5,13,i_cde02c09,5
p_ef33364a,23,i_114796d1,5
p_c108bae8,14,i_0f4f0193,5
p_79524aa5,21,i_78614607,50
p_83ea2d3c,15,i_ee882f4d,5
p_85eb5c4e,16,i_998d0550,50
p_d959a43f,8,i_c0c4b257,5
p_67102227,14,i_20976a3d,50
p_f25bb647,28,i_daa28bd4,5
p_c3d19dea,27,i_caf2b77b,5
p_f2845911,24,i_7f5e4898,5
p_b49261ae,17,i_8572bcec,50
p_fee0d597,21,i_0e959941,5
p_6051ecec,28,i_0f4f0193,5
p_805fff30,29,i_7f5e4898,5
p_9ae1627f,17,i_d3717ecd,5
p_4485de56,12,i_20976a3d,5
p_09461da7,16,i_24f45230,5
p_acd755ca,17,i_ed7a4c76,100
p_a69c3214,21,i_814e06ea,1
p_d58ec5f9,29,i_462495a4,5
p_a83bd130,15,i_91b0d686,5
p_22ea1b7f,21,i_55fab7c5,1
p_32759e0d,28,i_cac0d853,5
p_6791e219,16,i_896a799b,5
p_757aa842,27,i_78614607,5
p_a58f52d9,17,i_cf07c155,5
p_6bb0e03f,14,i_45079e11,5
p_acd755ca,25,i_2f96e457,100
p_d08cce0d,18,i_cf07c155,5
p_90e451d3,12,i_6def45e3,50
p_fc796a8c,29,i_aff3a027,5
p_4f81ccee,27,i_cf07c155,5
p_3fc28e0d,17,i_15a3faba,5
p_75142d8c,22,i_bf330222,1
p_fc796a8c,16,i_78dc996a,50
p_b65d33a8,9,i_d46bcc61,5
p_94ef28c9,28,i_aff3a027,5
p_6548a46c,27,i_85e6a040,5
p_d79908d6,22,i_dfc3a7f2,100
p_bdd3af08,29,i_42849d21,5
p_b7f04058,22,i_91b0d686,5
p_8b95902f,30,i_557922a7,5
p_4486ed4d,16,i_78614607,5
p_f510396e,27,i_cac0d853,5
p_8cb549cc,15,i_a9a08996,5
p_d8129c9f,17,i_2e3fe24c,100
p_eb27f9f8,29,i_462495a4,5
p_f2e7cb20,25,i_34b5197c,5
p_48489334,22,i_05a2225a,5
p_b0b38613,17,i_0f4f0193,5
p_30dbcc09,29,i_15a3faba,5
p_6a484dd8,27,i_aff3a027,5
p_0f6112b0,15,i_fd030fce,5
p_a3f8a973,28,i_cac0d853,5
p_a2552e68,12,i_998d0550,5
p_aa4101ab,28,i_2f96e457,5
p_5b41a4ca,11,i_cc695de0,5
p_aa4101ab,17,i_2f96e457,100
p_f50aac19,18,i_fd030fce,5
p_38f74fe5,15,i_38581fbc,5
p_3f5f50f1,30,i_75264736,5
p_f8169f06,15,i_ed7a4c76,100
p_d356555b,22,i_6def45e3,50
p_f955620f,30,i_51599e4b,5
p_c08f6152,29,i_ed7a4c76,5
p_d57c71c8,18,i_4bc710de,5
p_3a9ca283,22,i_f3d23950,50
p_b87400a4,28,i_dfc3a7f2,5
p_60739100,22,i_78614607,5
p_c404d1e4,21,i_462495a4,5
p_fc796a8c,29,i_aff3a027,5
p_83505ce3,9,i_0e959941,5
p_8d63bdcb,27,i_ee882f4d,5
p_cd98c58e,28,i_caf2b77b,5
p_f8521602,12,i_2b7be1b9,5
p_30dbcc09,25,i_15a3faba,5
p_c7c3abe7,10,i_34b5197c,5
p_cd4d35df,15,i_998d0550,5
p_d356555b,27,i_caf2b77b,5
p_3249f972,22,i_99b2a2eb,5
p_9c7d8f1c,30,i_95160cca,5
p_f8346600,13,i_cf07c155,5
p_b87400a4,11,i_dfc3a7f2,100
p_a5a50bda,27,i_3c7f57bc,5
p_f8346600,18,i_cf07c155,5
p_8c64d6a5,7,i_91b0d686,5
p_7e7c7fc9,24,i_b34f8200,5
p_def41a20,22,i_d3717ecd,5
p_6246e21e,25,i_d644a07c,5
p_94ef28c9,22,i_aff3a027,5
p_17a5935f,27,i_ed7a4c76,5
p_74cd351a,29,i_91b0d686,5
p_40ef56c0,13,i_0b594420,5
p_882215ab,14,i_2b7be1b9,5
p_7e7c7fc9,22,i_4be4a298,1
p_22ea1b7f,18,i_20976a3d,50
p_40826764,17,i_85e6a040,5
p_3cff6d4d,29,i_aff3a027,5
p_def41a20,14,i_d3717ecd,5
p_f510396e,25,i_cac0d853,5
p_14b3f019,14,i_7b5625b0,5
p_f2845911,22,i_7f5e4898,5
p_b67ba255,10,i_998d0550,50
p_4066f3c3,18,i_2f745926,5
p_a26fbc55,22,i_14956a26,1
p_8acd609b,28,i_cf07c155,5
p_27b6d215,28,i_8794d13f,5
p_0bff6143,25,i_462495a4,100
p_327ee00f,8,i_15a3faba,5
p_2b4e7412,28,i_db2ddf1f,5
p_98b706f2,27,i_aff3a027,5
p_b79f41b1,22,i_374d91e0,5
p_8d7dfd5a,16,i_09a343d8,100
p_663116d6,22,i_6def45e3,50
p_3bfc6080,14,i_d46bcc61,5
p_23326eea,30,i_db2ddf1f,5
p_06ad6607,17,i_24f45230,5
p_b87400a4,9,i_dfc3a7f2,100
p_5d3bbfa3,16,i_f952a504,5
p_d959a43f,12,i_c0c4b257,5
p_7d66243c,21,i_38581fbc,5
p_840c2dae,7,i_91b0d686,5
p_f0426e6b,14,i_f1fa21da,5
p_be3fc5e5,15,i_ee882f4d,5
p_cd4d35df,21,i_998d0550,5
p_126a2048,29,i_bf330222,5
p_e765fddf,30,i_15a3faba,5
p_8563e62e,17,i_50e94d9a,5
p_2147dbe8,15,i_998d0550,5
p_2b4e7412,29,i_db2ddf1f,5
p_db512e2e,21,i_998d0550,50
p_7ebeff64,30,i_45079e11,5
p_a27eca99,27,i_114796d1,5
p_9b4d9791,22,i_fce29bba,5
p_2e4486ce,30,i_557922a7,5
p_a83bd130,21,i_91b0d686,5
p_f812aee4,18,i_ab94d4d5,5
p_edb0f73f,24,i_3f64fa9e,100
p_7cc090f2,12,i_78614607,5
p_a27eca99,12,i_114796d1,5
p_c1d9b686,25,i_91b0d686,5
p_30ea1cb7,24,i_91b0d686,5
p_223d7565,24,i_cac0d853,5
p_7d66243c,21,i_998d0550,50
p_68c8ccae,24,i_50e94d9a,5
p_3249f972,12,i_99b2a2eb,5
p_f510396e,22,i_cac0d853,5
p_327ee00f,25,i_15a3faba,5
p_b0b38613,27,i_0f4f0193,5
p_83505ce3,28,i_0e959941,5
p_0edfd1ef,14,i_0b55be20,5
p_f0426e6b,15,i_f1fa21da,5
p_cb847e73,15,i_fce29bba,5
p_bdd3af08,27,i_42849d21,5
p_d959a43f,11,i_c0c4b257,5
p_4f8b0122,29,i_4ed4c8fa,5
p_5b41a4ca,15,i_50e94d9a,5
p_67102227,16,i_d9e2a6ab,5
p_4772c9e3,24,i_aff3a027,5
p_40826764,28,i_85e6a040,5
p_def41a20,13,i_cc73b589,5
p_6c26ef32,28,i_0e959941,5
p_6c26ef32,23,i_d644a07c,50
p_8339ffa1,13,i_db2ddf1f,5
p_bf079185,22,i_34b5197c,5
p_fc26e850,27,i_b34f8200,5
p_bba44793,24,i_4e9a5220,5
p_f0fe5ea9,27,i_78dc996a,5
p_4066f3c3,27,i_2f745926,5
p_978e4acf,23,i_b85dc72b,5
p_43404e6a,28,i_9ebd1e6d,5
p_4066f3c3,21,i_2f745926,5
p_e8ce0640,8,i_78614607,5
p_24f77b9d,22,i_78614607,5
p_d356555b,14,i_caf2b77b,5
p_b87400a4,29,i_dfc3a7f2,5
p_f2462e65,16,i_aff3a027,5
p_513f6866,10,i_0e959941,5
p_f800bef3,28,i_4240eaaa,50
p_68c8ccae,16,i_0feaf28b,50
p_76c8ee3a,14,i_aff3a027,5
p_49ba9f86,10,i_ee882f4d,5
p_0f6112b0,12,i_fd030fce,5
p_f389ec4f,8,i_425b56c1,100
p_d0a989de,26,i_d38360e0,5
p_68c8ccae,8,i_50e94d9a,5
p_85a6264e,9,i_d46bcc61,5
p_b49261ae,28,i_8572bcec,50
p_f2462e65,26,i_78dc996a,5
p_223d7565,15,i_cac0d853,5
p_8e66e422,13,i_cac0d853,5
p_605ef43c,12,i_c5fe5c07,5
p_5b41a4ca,30,i_50e94d9a,5
p_5c5ad1c8,8,i_20976a3d,5
p_38f74fe5,13,i_38581fbc,5
p_b49261ae,22,i_8572bcec,50
p_eb011a63,28,i_91b0d686,5
p_0ae3b98f,8,i_d644a07c,5
p_be3fc5e5,12,i_ee882f4d,5
p_8d7dfd5a,12,i_09a343d8,100
p_41ce7fcc,30,i_aff3a027,5
p_b49261ae,17,i_8572bcec,50
p_c07cf29c,28,i_ac9cfa9e,5
p_6bb0e03f,12,i_eb16fe3f,5
p_59a221f5,28,i_ee882f4d,5
p_85758b11,30,i_2f745926,5
p_3bfc6080,27,i_d46bcc61,5
p_dc87d119,28,i_374d91e0,5
p_122d931d,10,i_91b0d686,5
p_edb0f73f,17,i_3f64fa9e,100
p_14950a7e,14,i_896a799b,5
p_34a4ece6,28,i_45079e11,5
p_49ba9f86,10,i_998d0550,50
p_47518ea0,28,i_b378c0f1,5
p_bf5d16c9,30,i_91b0d686,5
p_85a6264e,27,i_d46bcc61,5
p_67102227,18,i_20976a3d,50
p_a3f8a973,25,i_cac0d853,5
p_d0635c2d,26,i_4bcbc7db,5
p_376219a0,24,i_91b0d686,5
p_c4b14bb7,26,i_05a2225a,5
p_aa4101ab,21,i_2f96e457,100
p_fc796a8c,15,i_aff3a027,5
p_68c8ccae,11,i_50e94d9a,5
p_67102227,12,i_20976a3d,50
p_cdaac739,30,i_998d0550,50
p_6a484dd8,25,i_aff3a027,5
p_fd5f2c7c,26,i_374d91e0,5
p_90e451d3,29,i_caf2b77b,5
p_3db511fb,18,i_275e64df,1
p_7a2cf64f,23,i_998d0550,5
p_223d7565,25,i_cac0d853,5
p_abc5b04a,13,i_014b6d85,5
p_53cc6d6e,17,i_69649e64,50
p_c108bae8,22,i_95160cca,5
p_223d7565,17,i_cac0d853,5
p_c6384c0e,12,i_d3717ecd,5
p_9ae1627f,23,i_d3717ecd,5
p_3db511fb,18,i_0e959941,5
p_a3f8a973,30,i_cac0d853,5
p_76c8ee3a,23,i_78dc996a,50
p_f2e7cb20,17,i_34b5197c,5
p_840c2dae,29,i_91b0d686,5
p_b67ba255,11,i_ee882f4d,5
p_a58f52d9,22,i_cf07c155,5
p_41c077fa,30,i_7f5e4898,5
p_663116d6,23,i_6def45e3,50
p_63646996,28,i_bf330222,5
p_e2a6cec8,29,i_78614607,5
p_2e7897ff,28,i_9004b872,5
p_deb2713a,27,i_ee882f4d,5
p_cdaac739,27,i_998d0550,50
p_e8ce0640,11,i_99b2a2eb,5
p_3333452d,28,i_2f96e457,5
p_83ea2d3c,9,i_ee882f4d,5
p_e90a6754,28,i_ab94d4d5,5
p_60739100,18,i_78614607,5
p_7ebeff64,14,i_eb16fe3f,5
p_d356555b,9,i_6def45e3,50
p_fee0d597,30,i_0e959941,5
p_c4b14bb7,7,i_cf07c155,5
p_fe73762c,16,i_ed7a4c76,100
p_aa4101ab,30,i_2f96e457,5
p_4f8b0122,25,i_4ed4c8fa,5
p_59a221f5,17,i_cde02c09,5
p_2e7897ff,13,i_998d0550,5
p_d58ec5f9,30,i_462495a4,5
p_b49261ae,13,i_7d48cbd2,50
p_34a4ece6,13,i_eb16fe3f,5
p_7488e723,22,i_99b2a2eb,50
p_f838f141,12,i_45079e11,5
p_83505ce3,27,i_0e959941,5
p_7488e723,21,i_99b2a2eb,50
p_5346c365,28,i_1419a4d1,50
p_4066f3c3,16,i_4e9a5220,5
p_b7f04058,17,i_91b0d686,5
p_68c8ccae,21,i_50e94d9a,5
p_f8346600,15,i_cf07c155,5
p_edb0f73f,7,i_3f64fa9e,100
p_6bb0e03f,23,i_eb16fe3f,5
p_54f2578f,24,i_0f4f0193,5
p_b67ba255,13,i_ee882f4d,5
p_b7f04058,18,i_91b0d686,5
p_a58f52d9,21,i_cf07c155,5
p_38f74fe5,16,i_38581fbc,5
p_b0b38613,27,i_95160cca,5
p_bba44793,16,i_2f745926,5
p_f510396e,28,i_cac0d853,5
p_513f6866,16,i_d644a07c,5
p_4772c9e3,15,i_aff3a027,5
p_d57c71c8,17,i_4bc710de,5
p_f2462e65,18,i_aff3a027,5
p_59a221f5,29,i_ee882f4d,5
p_94ef28c9,17,i_aff3a027,5
p_54f2578f,29,i_95160cca,5
p_cc476b7a,29,i_99b2a2eb,5
p_48dd526d,11,i_5092350e,100
p_edb0f73f,18,i_3f64fa9e,100
p_0f6112b0,13,i_fd030fce,5
p_dbd7cf07,25,i_15a3faba,5
p_23326eea,28,i_db2ddf1f,5
p_b87400a4,17,i_dfc3a7f2,100
p_fe73762c,22,i_ed7a4c76,100
p_3249f972,12,i_78614607,5
p_c07cf29c,11,i_ac9cfa9e,5
p_a58f52d9,12,i_cf07c155,5
p_40826764,22,i_2b70e041,1
p_eaa52b33,7,i_daa28bd4,5
p_34a4ece6,29,i_45079e11,5
p_d959a43f,7,i_c0c4b257,5
p_127d13c3,29,i_cf07c155,5
p_6791e219,15,i_896a799b,5
p_b4d45787,27,i_8794d13f,5
p_757aa842,29,i_99b2a2eb,5
p_fe73762c,14,i_ed7a4c76,100
p_def41a20,28,i_d3717ecd,5
p_4772c9e3,12,i_aff3a027,5
p_7cc090f2,9,i_78614607,5
p_3333452d,27,i_ed7a4c76,5
p_c7c3abe7,16,i_34b5197c,5
p_6bb0e03f,21,i_eb16fe3f,5
p_3db511fb,18,i_814e06ea,1
p_40826764,18,i_2b70e041,1
p_be3fc5e5,22,i_998d0550,50
p_b49261ae,25,i_8572bcec,50
p_c44616f1,27,i_d3717ecd,5
p_c3d19dea,29,i_caf2b77b,5
p_2b4e7412,28,i_db2ddf1f,5
p_acd755ca,13,i_ed7a4c76,100
p_f510396e,25,i_cac0d853,5
p_ff786ea7,25,i_ed7a4c76,5
p_f8169f06,24,i_ed7a4c76,100
p_e8ce0640,21,i_99b2a2eb,5
p_f800bef3,23,i_d3717ecd,5
p_c7c3abe7,11,i_34b5197c,5
p_1d4c53d3,13,i_e68e942d,5
p_6246e21e,18,i_d644a07c,5
p_94ef28c9,22,i_78dc996a,50
p_b2950114,28,i_91b0d686,5
p_5b41a4ca,12,i_50e94d9a,5
p_61926aed,30,i_462495a4,5
p_513f6866,11,i_0e959941,5
p_abc5b04a,29,i_4240eaaa,50
p_6bb0e03f,13,i_45079e11,5
p_9b4d9791,12,i_4c095955,5
p_7698f7ed,29,i_896a799b,5
p_0ae3b98f,18,i_d644a07c,5
p_c6384c0e,27,i_cc73b589,5
p_2147dbe8,15,i_998d0550,5
p_3bfc6080,18,i_d46bcc61,5
p_9b4d9791,14,i_fce29bba,5
p_a27eca99,17,i_114796d1,5
p_b3c0d0a3,27,i_3a472bb7,5
p_def41a20,12,i_cc73b589,5
p_b87400a4,21,i_dfc3a7f2,100
p_6c26ef32,25,i_0e959941,5
p_17f40b54,17,i_e18519e8,1
p_e1e72d49,28,i_daa28bd4,50
p_3249f972,17,i_99b2a2eb,5
p_11a8b705,21,i_3a472bb7,50
p_38f74fe5,16,i_38581fbc,5
p_abc5b04a,29,i_cc73b589,5
p_d356555b,13,i_caf2b77b,5
p_7a2cf64f,27,i_cde02c09,5
p_c404d1e4,22,i_462495a4,5
p_8b95902f,29,i_557922a7,5
p_b7f04058,27,i_91b0d686,5
p_0ae3b98f,30,i_d644a07c,5
p_59a221f5,27,i_ee882f4d,5
p_d08cce0d,30,i_cf07c155,5
p_b7f04058,17,i_91b0d686,5
p_4066f3c3,24,i_4e9a5220,5
p_f2845911,26,i_7f5e4898,5
p_79524aa5,21,i_99b2a2eb,50
p_c713d6d6,29,i_1419a4d1,5
p_2e7897ff,7,i_998d0550,5
p_f838f141,30,i_eb16fe3f,5
p_fc47c039,30,i_75264736,5
p_f0426e6b,29,i_f1fa21da,5
p_f50aac19,15,i_fd030fce,5
p_17a5935f,30,i_2f96e457,5
p_978e4acf,27,i_b85dc72b,5
p_8563e62e,30,i_50e94d9a,5
p_67102227,15,i_20976a3d,50
p_def41a20,29,i_cc73b589,5
p_d215f036,17,i_99b2a2eb,50
p_122d931d,29,i_91b0d686,5
p_cdaac739,26,i_998d0550,50
p_6bb0e03f,12,i_eb16fe3f,5
p_6246e21e,17,i_d644a07c,5
p_59a221f5,28,i_998d0550,50
p_b09c5025,22,i_a9a08996,5
p_67102227,13,i_20976a3d,50
p_68c8ccae,30,i_50e94d9a,5
p_c108bae8,24,i_0f4f0193,5
p_b49261ae,10,i_8572bcec,50
p_22ea1b7f,22,i_20976a3d,50
p_9ae1627f,24,i_d3717ecd,5
p_2147dbe8,14,i_998d0550,5
p_cb847e73,22,i_4c095955,5
p_30ea1cb7,28,i_91b0d686,5
p_958d7898,22,i_50e94d9a,5
p_67102227,24,i_d9e2a6ab,5
p_d6935ca3,29,i_d46bcc61,5
p_d356555b,7,i_caf2b77b,5
p_b65d33a8,10,i_95160cca,5
p_f8169f06,25,i_ed7a4c76,100
p_f800bef3,18,i_10131c19,1
p_b79f41b1,26,i_374d91e0,5
p_abc602d1,18,i_b85dc72b,5
p_f2845911,30,i_7f5e4898,5
p_fee0d597,23,i_0e959941,5
p_c6384c0e,16,i_cc73b589,5
p_d79908d6,18,i_dfc3a7f2,100
p_30ea1cb7,24,i_91b0d686,5
p_cd4d35df,10,i_998d0550,5
p_d6935ca3,13,i_d46bcc61,5
p_b32547b3,15,i_20976a3d,5
p_6a484dd8,13,i_aff3a027,5
p_c6ccdd5a,13,i_0b55be20,5
p_c6384c0e,17,i_d3717ecd,5
p_b0b38613,23,i_95160cca,5
p_b44e969c,15,i_f3d23950,5
p_8339ffa1,28,i_db2ddf1f,5
p_76c8ee3a,25,i_aff3a027,5
p_c1d9b686,28,i_91b0d686,5
p_24f77b9d,10,i_78614607,5
p_67102227,30,i_d9e2a6ab,5
p_2e4486ce,27,i_99b2a2eb,50
p_53cc6d6e,23,i_0b594420,50
p_0ef2a5ae,18,i_6c73c223,5
p_513f6866,12,i_d644a07c,5
p_6a484dd8,30,i_aff3a027,5
p_c7c3abe7,14,i_34b5197c,5
p_f0426e6b,24,i_f1fa21da,5
p_5b41a4ca,29,i_50e94d9a,5
p_8d7dfd5a,18,i_09a343d8,100
p_acd755ca,28,i_2f96e457,5
p_53ca299a,25,i_0a24fd99,5
p_b0b38613,22,i_95160cca,5
p_f8169f06,9,i_ed7a4c76,100
p_ff786ea7,28,i_2f96e457,5
p_90e451d3,7,i_caf2b77b,5
p_abc602d1,12,i_b85dc72b,5
p_e9b32add,26,i_cac0d853,5
p_54f2578f,16,i_0f4f0193,5
p_90e451d3,27,i_caf2b77b,5
p_f510396e,17,i_cac0d853,5
p_6b6bb0aa,30,i_50e94d9a,5
p_deb2713a,10,i_50e94d9a,5
p_d356555b,18,i_6def45e3,50
p_aa4101ab,17,i_ed7a4c76,100
p_32d6fe67,29,i_99b2a2eb,5
p_4f81ccee,15,i_cf07c155,5
p_9439fb29,13,i_b5905c09,5
p_59590110,14,i_60ff0367,5
p_978e4acf,18,i_b85dc72b,5
p_9ae1627f,22,i_10131c19,1
p_b49261ae,9,i_7d48cbd2,50
p_5c5ad1c8,22,i_78614607,50
p_2f3dce1b,15,i_15a3faba,5
p_7a2cf64f,21,i_50e94d9a,5
p_328ddf0a,23,i_374d91e0,5
p_f0426e6b,8,i_f1fa21da,5
p_72f099cc,28,i_bf330222,5
p_f7484f9e,23,i_c0c4b257,5
p_9b4d9791,15,i_fce29bba,5
p_cd4d35df,18,i_998d0550,5
p_48dd526d,10,i_5092350e,100
p_14950a7e,21,i_896a799b,5
p_c75480a7,21,i_e18519e8,1
p_84604db4,12,i_60ff0367,5
p_a87adfcf,28,i_b85dc72b,5
p_c108bae8,12,i_95160cca,5
p_e8ce0640,18,i_99b2a2eb,5
p_26e17e9e,27,i_7b305f85,5
p_a2552e68,13,i_998d0550,5
p_223d7565,22,i_cac0d853,5
p_a2552e68,7,i_998d0550,5
p_d8129c9f,12,i_2e3fe24c,100
p_d57c71c8,13,i_4bc710de,5
p_5346c365,30,i_1419a4d1,50
p_fc796a8c,27,i_aff3a027,5
p_d3a501bb,18,i_6c73c223,5
p_958d7898,9,i_0feaf28b,50
p_7cc090f2,10,i_99b2a2eb,5
p_376219a0,17,i_91b0d686,5
p_abc5b04a,18,i_014b6d85,5
p_8563e62e,8,i_50e94d9a,5
p_f838f141,26,i_45079e11,5
p_6246e21e,7,i_d644a07c,5
p_53658daf,22,i_38581fbc,5
p_deb2713a,8,i_50e94d9a,5
p_4729419d,28,i_d3717ecd,5
p_663ae284,30,i_99b2a2eb,5
p_327ee00f,22,i_15a3faba,5
p_6051ecec,12,i_95160cca,5
p_e2a6cec8,27,i_99b2a2eb,5
p_deb2713a,16,i_50e94d9a,5
p_edb0f73f,11,i_24f45230,100
p_90e451d3,8,i_caf2b77b,5
p_122d931d,18,i_91b0d686,5
p_34a4ece6,30,i_eb16fe3f,5
p_b87400a4,30,i_dfc3a7f2,5
p_d356555b,29,i_caf2b77b,5
p_958d7898,28,i_50e94d9a,5
p_1611715f,29,i_ed7a4c76,5
p_fbd17c82,29,i_99b2a2eb,5
p_bf079185,18,i_34b5197c,5
p_dc87d119,14,i_374d91e0,5
p_6b6bb0aa,28,i_0feaf28b,50
p_1aafae5a,26,i_3a465e6f,5
p_d0a989de,8,i_d38360e0,5
p_6a484dd8,25,i_aff3a027,5
p_edb0f73f,25,i_3f64fa9e,100
p_aa4101ab,12,i_2f96e457,100
p_83ea2d3c,16,i_cde02c09,5
p_d215f036,17,i_78614607,50
p_94ef28c9,7,i_aff3a027,5
p_60739100,18,i_99b2a2eb,5
p_1911b151,26,i_34b5197c,5
p_cdaac739,24,i_998d0550,5
p_1c2b0efe,28,i_998d0550,50
p_e765fddf,26,i_15a3faba,5
p_096f264d,29,i_b197a352,5
p_1f98be64,16,i_dfc3a7f2,100
p_122d931d,25,i_91b0d686,5
p_3cff6d4d,30,i_aff3a027,5
p_bf079185,25,i_34b5197c,5
p_a69c3214,22,i_814e06ea,1
p_aa4101ab,18,i_2f96e457,100
p_f2e7cb20,13,i_34b5197c,5
p_805fff30,13,i_7f5e4898,5
p_abc5b04a,27,i_4240eaaa,50
p_67102227,18,i_e18519e8,1
p_3e58e209,17,i_cac0d853,5
p_4066f3c3,28,i_4e9a5220,5
p_6bb0e03f,21,i_45079e11,5
