label,area
l326,b704
l327,b321
l328,b378
l329,b378
l333,b219
l337,b216
l338,b0
l344,b321
l346,b319
l347,b1
l348,b215
l349,b465
l350,b465
l352,b705
l354,b246
l355,b246
l356,b22
l357,b163
l358,b219
l361,b26
l362,b734
l363,b598
l364,b188
l365,b188
l368,b215
l369,b319
l370,b215
l373,b240
l374,b84
l379,b319
l381,b439
l385,b219
l386,b8
l388,b247
l390,b319
l394,b321
l395,b319
l396,b319
l398,b286
l400,b568
l402,b393
l403,b215
l404,b153
l405,b293
l406,b293
l408,b319
l409,b319
l410,b606
l411,b606
l412,b253
l413,b127
l420,b319
l421,b319
l423,b441
l424,b216
l426,b397
l427,b556
l428,b657
l430,b247
l431,b624
l433,b657
l434,b215
l438,b215
l439,b321
l440,b106
l443,b210
l445,b319
l446,b248
l447,b465
l450,b0
l451,b0
l452,b319
l454,b441
l457,b219
l459,b201
l460,b321
l461,b276
l462,b319
l464,b240
l465,b481
l467,b319
l468,b319
l471,b427
l472,b117
l473,b319
l475,b319
l476,b236
l477,b606
l478,b606
l480,b326
l484,b642
l485,b624
l489,b319
l490,b217
l493,b321
l494,b219
l495,b319
l497,b215
l499,b8
l502,b432
l503,b217
l505,b319
l506,b606
l511,b127
l512,b127
l513,b246
l514,b319
l515,b319
l518,b319
l519,b217
l520,b579
l522,b219
l523,b155
l524,b215
l534,b10
l539,b548
l540,b359
l544,b127
l549,b319
l551,b319
l554,b254
l555,b219
l556,b319
l558,b167
l559,b405
l560,b405
l562,b321
l563,b319
l564,b8
l569,b0
l570,b215
l573,b58
l574,b432
l575,b99
l576,b319
l584,b321
l585,b568
l586,b319
l589,b321
l592,b548
l594,b321
l598,b319
l602,b216
l603,b642
l604,b642
l605,b441
l607,b321
l608,b319
l609,b319
l610,b319
l611,b219
l613,b240
l617,b321
l619,b127
l620,b8
l621,b321
l623,b9
l628,b219
l633,b319
l634,b704
l635,b319
l636,b326
l638,b8
l639,b321
l641,b319
l645,b606
l647,b127
l648,b319
l650,b8
l652,b314
l653,b319
l655,b243
l657,b219
l658,b219
l661,b319
l663,b219
l665,b126
l666,b217
l667,b488
l672,b295
l674,b127
l675,b319
l676,b304
l677,b219
l678,b219
l679,b319
l680,b319
l681,b278
l682,b247
l684,b215
l685,b606
l686,b606
l687,b441
l688,b657
l689,b312
l691,b217
l692,b15
l693,b642
l694,b562
l696,b480
l697,b480
l698,b295
l699,b35
l701,b8
l702,b319
l703,b8
l707,b319
l709,b671
l710,b219
l713,b319
l715,b319
l717,b319
l718,b1
l719,b606
l720,b8
l722,b319
l725,b215
l728,b219
l729,b219
l730,b0
l731,b321
l733,b321
l734,b0
l735,b321
l736,b217
l737,b319
l740,b319
l743,b321
l744,b15
l745,b299
l746,b321
l748,b215
l750,b146
l754,b319
l755,b8
l756,b727
l758,b321
l759,b319
l760,b319
l761,b319
l763,b168
l764,b168
l767,b247
l771,b247
l772,b319
l773,b441
l774,b441
l775,b319
l783,b321
l784,b259
l789,b8
l791,b15
l792,b26
l794,b319
l797,b193
l798,b606
l799,b606
l800,b318
l802,b264
l803,b264
l806,b319
l807,b319
l810,b215
l812,b319
l813,b319
l818,b248
l819,b642
l822,b319
l826,b256
l827,b215
l830,b215
l833,b128
l838,b401
l842,b321
l843,b321
l847,b321
l848,b540
l849,b359
l850,b8
l852,b8
l853,b8
l856,b319
l858,b625
l859,b319
l860,b218
l861,b396
l863,b321
l865,b127
l870,b8
l873,b217
l875,b342
l877,b86
l878,b438
l879,b215
l880,b215
l881,b219
l883,b127
l885,b315
l891,b319
l892,b247
l894,b523
l896,b217
l898,b162
l900,b15
l902,b500
l906,b711
l908,b321
l910,b319
l913,b442
l914,b217
l916,b551
l917,b319
l921,b657
l922,b8
l923,b8
l924,b319
l926,b8
l927,b8
l929,b642
l932,b606
l937,b321
l938,b319
l940,b319
l942,b215
l945,b75
l947,b15
l948,b15
l949,b342
l950,b342
l957,b429
l962,b219
l963,b127
l965,b319
l966,b319
l970,b520
l971,b514
l972,b127
l975,b215
l976,b219
l977,b240
l978,b433
l979,b433
l980,b8
l981,b319
l982,b319
l988,b319
l989,b552
l990,b552
l993,b8
l998,b8
l999,b319
l1000,b201
l1002,b548
l1003,b319
l1004,b321
l1005,b548
l1007,b354
l1008,b30
l1010,b606
l1011,b606
l1015,b530
l1020,b14
l1022,b321
l1023,b366
l1025,b240
l1030,b319
l1032,b321
l1034,b698
l1037,b321
l1038,b0
l1042,b321
l1043,b321
l1047,b146
l1048,b229
l1050,b319
l1052,b321
l1053,b319
l1055,b489
l1057,b321
l1059,b319
l1060,b319
l1061,b319
l1063,b219
l1064,b217
l1065,b473
l1066,b215
l1069,b704
l1071,b252
l1073,b93
l1074,b219
l1076,b215
l1077,b319
l1078,b215
l1082,b201
l1083,b215
l1085,b432
l1086,b356
l1088,b573
l1089,b510
l1090,b442
l1091,b319
l1096,b219
l1102,b69
l1103,b319
l1104,b319
l1107,b264
l1108,b219
l1109,b215
l1110,b219
l1111,b217
l1113,b145
l1114,b145
l1117,b359
l1118,b8
l1119,b8
l1122,b319
l1123,b568
l1125,b606
l1127,b646
l1128,b625
l1130,b217
l1133,b319
l1136,b319
l1139,b54
l1140,b551
l1141,b8
l1145,b482
l1147,b215
l1148,b215
l1149,b0
l1150,b664
l1151,b319
l1153,b164
l1159,b15
l1161,b215
l1162,b319
l1166,b219
l1168,b657
l1171,b215
l1172,b564
l1173,b707
l1174,b121
l1175,b247
l1181,b77
l1182,b496
l1184,b182
l1187,b219
l1188,b202
l1193,b568
l1194,b219
l1195,b715
l1198,b8
l1199,b287
l1200,b1
l1201,b15
l1202,b321
l1208,b217
l1214,b319
l1215,b319
l1217,b516
l1218,b620
l1219,b443
l1220,b369
l1223,b625
l1225,b219
l1227,b215
l1228,b319
l1229,b219
l1235,b319
l1236,b75
l1237,b172
l1238,b319
l1239,b216
l1240,b306
l1243,b657
l1245,b319
l1246,b15
l1247,b8
l1253,b319
l1255,b496
l1258,b8
l1264,b247
l1265,b319
l1268,b113
l1273,b319
l1275,b606
l1276,b606
l1279,b658
l1283,b319
l1284,b40
l1285,b40
l1288,b624
l1289,b179
l1290,b629
l1293,b215
l1295,b171
l1296,b319
l1297,b606
l1298,b319
l1300,b342
l1301,b259
l1303,b215
l1304,b606
l1305,b700
l1307,b0
l1308,b16
l1309,b168
l1311,b127
l1313,b400
l1314,b0
l1316,b319
l1317,b321
l1322,b219
l1323,b548
l1325,b319
l1326,b1
l1330,b319
l1333,b602
l1334,b99
l1335,b343
l1336,b0
l1341,b215
l1342,b480
l1343,b480
l1344,b319
l1345,b209
l1346,b219
l1349,b321
l1351,b319
l1353,b0
l1354,b319
l1355,b319
l1357,b319
l1358,b319
l1359,b215
l1360,b30
l1361,b319
l1362,b240
l1365,b728
l1366,b672
l1367,b606
l1368,b629
l1369,b319
l1370,b319
l1373,b370
l1374,b219
l1379,b319
l1380,b15
l1381,b657
l1382,b657
l1383,b319
l1384,b552
l1390,b99
l1391,b319
l1393,b319
l1394,b319
l1396,b100
l1398,b369
l1399,b606
l1400,b219
l1401,b219
l1403,b442
l1405,b658
l1406,b736
l1407,b736
l1408,b319
l1411,b16
l1412,b179
l1413,b321
l1414,b146
l1418,b429
l1419,b606
l1420,b606
l1422,b548
l1424,b215
l1425,b321
l1426,b0
l1431,b319
l1435,b15
l1436,b247
l1437,b606
l1439,b0
l1440,b319
l1441,b247
l1444,b319
l1445,b8
l1447,b642
l1448,b319
l1449,b552
l1450,b319
l1453,b215
l1454,b378
l1455,b215
l1460,b319
l1461,b319
l1462,b606
l1465,b315
l1466,b315
l1469,b342
l1471,b321
l1475,b606
l1476,b606
l1478,b321
l1482,b319
l1483,b291
l1484,b548
l1485,b465
l1486,b321
l1487,b342
l1490,b8
l1492,b69
