pokemon,version_group,move,pokemon_move_method,level,order
996,20,m266,4,0,
1294,20,m288,4,0,
443,20,m1232,1,5,
121,20,m121,4,0,
661,20,m285,1,36,
1299,20,m392,1,25,
1337,20,m861,4,0,
1346,20,m804,1,20,
1512,20,m471,4,0,
1028,20,m1081,1,48,
1354,20,m87,4,0,
1309,20,m907,4,0,
260,20,m445,4,0,
1174,20,m421,4,0,
8,20,m228,1,36,
549,20,m421,4,0,
430,20,m319,4,0,
859,20,m554,4,0,
1630,20,m243,2,0,
1327,20,m1232,1,1,2.0
1101,20,m999,3,0,
1090,20,m665,4,0,
1247,20,m271,4,0,
862,20,m1258,1,48,
1386,20,m985,1,4,
1309,20,m759,4,0,
858,20,m121,4,0,
811,20,m445,4,0,
623,20,m907,4,0,
631,20,m697,4,0,
695,20,m483,1,1,3.0
751,20,m1111,4,0,
495,20,m78,4,0,
827,20,m271,4,0,
461,20,m746,4,0,
1144,20,m271,4,0,
270,20,m1173,4,0,
1224,20,m322,4,0,
248,20,m183,1,24,1.0
272,20,m1127,4,0,
625,20,m99,2,0,
165,20,m1172,2,0,
983,20,m532,4,0,
1318,20,m322,4,0,
587,20,m1147,4,0,
1230,20,m266,1,1,1.0
1442,20,m353,4,0,
46,20,m1111,4,0,
555,20,m419,4,0,
1096,20,m128,4,0,
902,20,m271,4,0,
885,20,m1236,4,0,
271,20,m91,4,0,
377,20,m1147,4,0,
830,20,m124,1,42,
1148,20,m288,4,0,
628,20,m272,1,40,
1299,20,m741,1,45,
501,20,m17,4,0,
654,20,m1111,1,24,
103,20,m1025,1,56,
1309,20,m1031,4,0,
1304,20,m412,4,0,
1383,20,m266,4,0,
808,20,m421,4,0,
1318,20,m551,1,37,
1109,20,m161,4,0,
281,20,m685,4,0,
1154,20,m37,1,1,7.0
1591,20,m115,4,0,
501,20,m835,4,0,
977,20,m833,3,0,
1203,20,m324,4,0,
655,20,m447,4,0,
1215,20,m250,4,0,
1165,20,m288,4,0,
658,20,m201,2,0,
1442,20,m755,4,0,
381,20,m959,4,0,
1091,20,m458,1,1,2.0
1154,20,m293,1,40,
117,20,m815,4,0,
1190,20,m272,4,0,
1481,20,m410,2,0,
1383,20,m544,2,0,
308,20,m595,1,1,2.0
130,20,m1147,4,0,
501,20,m884,4,0,
606,20,m755,4,0,
10,20,m505,3,0,
486,20,m759,4,0,
1233,20,m288,4,0,
830,20,m17,4,0,
494,20,m274,1,16,
1539,20,m1052,1,50,
880,20,m797,4,0,
1376,20,m835,4,0,
1217,20,m755,4,0,
844,20,m755,4,0,
1269,20,m421,4,0,
127,20,m307,1,1,2.0
446,20,m322,4,0,
1141,20,m458,1,1,2.0
815,20,m1147,4,0,
974,20,m324,4,0,
107,20,m909,4,0,
957,20,m84,4,0,
1513,20,m419,4,0,
913,20,m840,4,0,
1555,20,m905,3,0,
407,20,m1174,4,0,
1181,20,m322,4,0,
876,20,m412,4,0,
412,20,m322,4,0,
1191,20,m187,4,0,
858,20,m234,1,1,2.0
1253,20,m271,4,0,
914,20,m1029,1,24,
493,20,m1009,4,0,
951,20,m820,4,0,
495,20,m740,4,0,
592,20,m446,4,0,
1051,20,m84,1,30,
860,20,m513,4,0,
476,20,m785,1,25,
1313,20,m860,1,52,
1439,20,m869,3,0,
964,20,m128,4,0,
1214,20,m78,4,0,
487,20,m274,4,0,
587,20,m279,1,12,
632,20,m1174,4,0,
378,20,m285,1,24,
748,20,m157,4,0,
1513,20,m301,4,0,
260,20,m445,4,0,
1432,20,m1175,2,0,
1534,20,m1226,2,0,
586,20,m532,4,0,
1337,20,m864,4,0,
398,20,m1001,1,16,
1126,20,m115,4,0,
1267,20,m290,2,0,
844,20,m272,4,0,
130,20,m516,4,0,
1009,20,m865,1,48,
490,20,m351,4,0,
627,20,m907,4,0,
23,20,m835,4,0,
8,20,m445,1,57,
1091,20,m521,4,0,
1290,20,m1025,4,0,
42,20,m87,4,0,
630,20,m755,4,0,
706,20,m448,1,48,
664,20,m78,4,0,
254,20,m1131,4,0,
889,20,m161,4,0,
1432,20,m322,4,0,
120,20,m301,4,0,
990,20,m786,1,1,5.0
739,20,m405,4,0,
23,20,m61,1,72,
11,20,m824,4,0,
672,20,m1165,1,1,6.0
1102,20,m792,2,0,
1216,20,m900,4,0,
994,20,m1147,4,0,
409,20,m907,4,0,
1350,20,m271,4,0,
709,20,m273,4,0,
716,20,m1032,4,0,
655,20,m592,2,0,
622,20,m307,2,0,
972,20,m38,4,0,
858,20,m683,4,0,
1163,20,m1181,1,1,2.0
1421,20,m471,4,0,
1385,20,m1195,1,16,
621,20,m657,1,24,
275,20,m793,1,21,
911,20,m829,4,0,
227,20,m1104,2,0,
957,20,m892,4,0,
1558,20,m806,4,0,
695,20,m747,4,0,
478,20,m909,4,0,
271,20,m955,1,24,
498,20,m1048,1,12,
789,20,m657,4,0,
985,20,m953,1,20,
1519,20,m322,4,0,
919,20,m1111,4,0,
386,20,m741,1,32,
751,20,m663,1,15,
1511,20,m542,4,0,
506,20,m499,4,0,
862,20,m445,4,0,
25,20,m88,4,0,
917,20,m22,4,0,
565,20,m78,1,24,
1321,20,m412,4,0,
499,20,m271,1,48,
127,20,m393,1,28,
612,20,m907,4,0,
1201,20,m128,4,0,
1201,20,m909,4,0,
248,20,m536,1,1,1.0
241,20,m377,4,0,
887,20,m78,4,0,
531,20,m121,4,0,
1581,20,m824,4,0,
1635,20,m948,4,0,
586,20,m382,1,40,
1072,20,m985,1,5,
1199,20,m633,1,12,
1420,20,m234,1,1,4.0
1269,20,m1144,4,0,
876,20,m307,1,1,2.0
1172,20,m907,4,0,
378,20,m918,4,0,
1635,20,m1041,1,45,
907,20,m284,4,0,
785,20,m521,4,0,
989,20,m379,4,0,
1056,20,m1237,4,0,
1480,20,m642,4,0,
110,20,m128,4,0,
624,20,m22,1,30,2.0
1101,20,m653,1,45,
289,20,m657,4,0,
979,20,m1163,4,0,
1204,20,m835,4,0,
1135,20,m1258,4,0,
236,20,m1237,1,35,
809,20,m840,4,0,
769,20,m959,4,0,
1294,20,m460,1,40,
1009,20,m861,4,0,
543,20,m1235,1,1,9.0
81,20,m907,4,0,
241,20,m288,4,0,
1479,20,m1144,4,0,
260,20,m858,4,0,
500,20,m611,1,1,1.0
1510,20,m471,1,31,
1171,20,m1081,4,0,
1322,20,m949,4,0,
1544,20,m970,4,0,
110,20,m1065,1,0,
4,20,m909,4,0,
923,20,m285,1,21,
585,20,m1232,1,1,13.0
1031,20,m950,4,0,
1411,20,m741,4,0,
1476,20,m274,1,1,8.0
381,20,m271,4,0,
1135,20,m447,4,0,
1018,20,m820,4,0,
845,20,m274,4,0,
1474,20,m840,4,0,
130,20,m892,4,0,
1325,20,m863,1,36,
214,20,m1212,4,0,
374,20,m471,1,28,
1144,20,m243,1,42,
1310,20,m419,4,0,
109,20,m22,4,0,
1348,20,m484,4,0,
1463,20,m1127,4,0,
240,20,m814,4,0,
608,20,m1237,4,0,
1415,20,m319,4,0,
261,20,m414,4,0,
498,20,m755,4,0,
1002,20,m907,4,0,
974,20,m266,4,0,
809,20,m115,4,0,
211,20,m781,2,0,
1529,20,m598,1,53,
110,20,m900,4,0,
588,20,m158,4,0,
531,20,m1262,4,0,
393,20,m903,2,0,
1526,20,m1147,1,20,
1210,20,m1027,4,0,
330,20,m288,4,0,
1207,20,m1038,2,0,
1152,20,m17,4,0,
1055,20,m790,1,21,
1452,20,m1039,1,12,
1544,20,m1021,4,0,
977,20,m1031,4,0,
882,20,m293,4,0,
721,20,m1144,4,0,
1224,20,m1176,1,9,
1217,20,m412,4,0,
1046,20,m900,1,1,2.0
1054,20,m1170,4,0,
133,20,m361,4,0,
491,20,m250,4,0,
492,20,m88,4,0,
1416,20,m322,4,0,
365,20,m1261,1,24,
1319,20,m947,4,0,
1289,20,m521,4,0,
1115,20,m231,4,0,
130,20,m1265,4,0,
493,20,m405,4,0,
372,20,m652,4,0,
907,20,m393,1,0,
530,20,m909,4,0,
1322,20,m905,3,0,
492,20,m128,4,0,
1183,20,m246,1,1,1.0
1361,20,m274,4,0,
1240,20,m324,4,0,
185,20,m820,1,81,
514,20,m128,4,0,
1376,20,m87,1,1,3.0
1545,20,m685,4,0,
1542,20,m1211,4,0,
688,20,m749,3,0,
518,20,m964,4,0,
1176,20,m446,1,47,
262,20,m319,4,0,
474,20,m322,4,0,
1438,20,m324,4,0,
507,20,m656,2,0,
649,20,m469,4,0,
543,20,m907,4,0,
586,20,m605,1,4,
670,20,m1144,4,0,
1411,20,m17,4,0,
1513,20,m99,1,44,
586,20,m288,4,0,
1430,20,m865,4,0,
1056,20,m129,4,0,
812,20,m865,4,0,
720,20,m447,4,0,
421,20,m469,4,0,
681,20,m814,1,16,
785,20,m889,3,0,
692,20,m322,4,0,
344,20,m806,4,0,
623,20,m310,4,0,
855,20,m652,4,0,
1289,20,m405,4,0,
1599,20,m759,4,0,
1322,20,m839,4,0,
842,20,m755,4,0,
1290,20,m921,1,1,2.0
1006,20,m377,4,0,
116,20,m1152,2,0,
1031,20,m274,1,48,
1512,20,m1039,1,36,1.0
1392,20,m815,4,0,
1555,20,m747,4,0,
1214,20,m1131,4,0,
814,20,m998,1,70,
979,20,m201,1,1,1.0
695,20,m959,4,0,
374,20,m470,4,0,
1350,20,m1010,4,0,
1090,20,m243,1,54,
1252,20,m324,4,0,
493,20,m1032,4,0,
1176,20,m424,4,0,
1416,20,m684,3,0,
241,20,m124,1,44,
1313,20,m518,4,0,
909,20,m782,1,0,
875,20,m313,3,0,
24,20,m684,3,0,
734,20,m961,1,28,
214,20,m279,1,28,
948,20,m749,3,0,
255,20,m1031,4,0,
1439,20,m231,4,0,
133,20,m824,4,0,
130,20,m405,4,0,
876,20,m410,1,84,
874,20,m742,1,1,4.0
1327,20,m78,1,21,
917,20,m128,4,0,
127,20,m892,4,0,
654,20,m881,1,1,3.0
1101,20,m999,3,0,
621,20,m633,1,15,
1348,20,m19,1,4,
872,20,m1147,4,0,
655,20,m810,4,0,
1171,20,m947,4,0,
877,20,m759,4,0,
379,20,m271,1,72,
1421,20,m1237,4,0,
1002,20,m288,4,0,
240,20,m663,1,40,
101,20,m565,4,0,
410,20,m824,4,0,
274,20,m231,4,0,
1526,20,m907,4,0,
43,20,m840,1,48,
272,20,m421,4,0,
529,20,m600,4,0,
1299,20,m532,4,0,
1215,20,m353,4,0,
595,20,m662,4,0,
1314,20,m1237,4,0,
481,20,m527,1,16,
971,20,m907,4,0,
1101,20,m353,4,0,
1119,20,m271,4,0,
632,20,m461,4,0,
1135,20,m900,4,0,
909,20,m1131,4,0,
1329,20,m688,1,55,
492,20,m91,4,0,
256,20,m1081,1,36,2.0
10,20,m861,4,0,
1590,20,m1144,4,0,
117,20,m393,1,11,
994,20,m1225,1,20,
721,20,m1181,1,1,7.0
1201,20,m288,4,0,
133,20,m591,1,52,
1387,20,m463,4,0,
1174,20,m959,4,0,
757,20,m234,1,1,2.0
260,20,m19,1,8,
1318,20,m661,4,0,
4,20,m319,4,0,
10,20,m909,4,0,
971,20,m998,1,60,
424,20,m121,4,0,
379,20,m1029,4,0,
655,20,m459,4,0,
11,20,m22,4,0,
1023,20,m284,4,0,
838,20,m445,4,0,
1550,20,m424,4,0,
993,20,m306,4,0,
1126,20,m481,3,0,
963,20,m1025,1,56,
854,20,m579,4,0,
1205,20,m484,4,0,
1295,20,m401,1,1,4.0
486,20,m1131,4,0,
731,20,m467,4,0,
141,20,m1125,1,36,
1202,20,m900,4,0,
732,20,m1029,4,0,
1192,20,m1076,4,0,
627,20,m69,1,20,
739,20,m69,1,6,
248,20,m410,1,36,
878,20,m469,1,39,
1210,20,m505,3,0,
134,20,m579,1,9,
872,20,m935,4,0,
328,20,m907,4,0,
1204,20,m34,4,0,
443,20,m128,4,0,
331,20,m69,1,20,
122,20,m1001,1,1,6.0
622,20,m1054,4,0,
477,20,m288,4,0,
811,20,m963,1,32,
543,20,m1225,1,1,3.0
1321,20,m128,4,0,
478,20,m274,4,0,
501,20,m1228,3,0,
102,20,m949,4,0,
1620,20,m1077,1,38,
211,20,m1195,1,4,
1217,20,m99,2,0,
919,20,m470,4,0,
862,20,m1167,1,37,
512,20,m288,4,0,
1070,20,m642,4,0,
824,20,m458,1,1,4.0
261,20,m1237,4,0,
1609,20,m818,4,0,
973,20,m1045,4,0,
930,20,m41,4,0,
1354,20,m139,4,0,
1526,20,m1009,4,0,
103,20,m556,1,8,
386,20,m806,4,0,
337,20,m1237,1,35,
983,20,m1131,4,0,
1529,20,m91,4,0,
253,20,m431,1,33,
985,20,m511,1,1,7.0
1320,20,m959,4,0,
591,20,m810,4,0,
1542,20,m652,4,0,
1469,20,m806,4,0,
1324,20,m41,4,0,
1175,20,m661,1,30,
1505,20,m1164,2,0,
911,20,m801,1,1,2.0
730,20,m661,4,0,
1175,20,m579,4,0,
1198,20,m91,4,0,
792,20,m820,4,0,
184,20,m948,4,0,
241,20,m82,4,0,
296,20,m808,1,1,1.0
376,20,m538,1,42,
1290,20,m1026,1,1,7.0
812,20,m271,4,0,
1094,20,m322,4,0,
1234,20,m1131,4,0,
1205,20,m565,4,0,
123,20,m657,4,0,
1142,20,m421,4,0,
505,20,m139,4,0,
769,20,m1137,1,1,5.0
768,20,m111,4,0,
1057,20,m907,4,0,
492,20,m909,4,0,
816,20,m815,4,0,
1269,20,m284,4,0,
1176,20,m300,1,75,
692,20,m657,1,50,
1420,20,m865,4,0,
24,20,m1010,4,0,
1093,20,m322,4,0,
379,20,m907,4,0,
1213,20,m741,4,0,
930,20,m271,4,0,
117,20,m64,4,0,
543,20,m241,1,56,
481,20,m319,4,0,
227,20,m1215,1,45,
1135,20,m446,4,0,
868,20,m778,4,0,
1290,20,m609,1,1,15.0
11,20,m783,1,1,1.0
624,20,m377,4,0,
1384,20,m1045,4,0,
1410,20,m350,4,0,
1085,20,m1153,2,0,
512,20,m820,4,0,
1525,20,m250,4,0,
1530,20,m640,1,36,
4,20,m1228,3,0,
1542,20,m277,3,0,
1290,20,m909,4,0,
1012,20,m1010,4,0,
241,20,m553,1,1,14.0
874,20,m634,1,36,
874,20,m1010,1,42,
1289,20,m128,1,1,3.0
184,20,m820,4,0,
1459,20,m288,4,0,
1239,20,m458,1,1,1.0
595,20,m288,4,0,
1181,20,m814,4,0,
1324,20,m740,4,0,
879,20,m735,4,0,
626,20,m565,4,0,
1442,20,m532,4,0,
203,20,m288,4,0,
1410,20,m467,1,56,
469,20,m1237,4,0,
26,20,m421,4,0,
1002,20,m266,4,0,
768,20,m1022,1,1,1.0
603,20,m955,1,24,
524,20,m839,4,0,
89,20,m322,4,0,
494,20,m322,4,0,
240,20,m353,4,0,
1346,20,m596,1,10,
1375,20,m284,1,0,
747,20,m231,4,0,
130,20,m755,4,0,
718,20,m322,4,0,
23,20,m820,4,0,
1473,20,m569,4,0,
1144,20,m652,4,0,
550,20,m1144,4,0,
1317,20,m322,4,0,
337,20,m296,1,75,
1353,20,m1165,1,1,12.0
1107,20,m288,4,0,
1430,20,m591,4,0,
1319,20,m559,3,0,
1618,20,m907,4,0,
1175,20,m231,4,0,
13,20,m459,4,0,
4,20,m266,4,0,
109,20,m1111,4,0,
275,20,m640,1,40,
884,20,m685,4,0,
290,20,m950,4,0,
1337,20,m840,4,0,
1439,20,m642,4,0,
664,20,m1174,4,0,
1523,20,m1082,4,0,
951,20,m1031,4,0,
599,20,m469,4,0,
1289,20,m741,1,1,8.0
518,20,m907,4,0,
949,20,m964,4,0,
85,20,m824,4,0,
801,20,m467,4,0,
655,20,m676,4,0,
1429,20,m524,2,0,
628,20,m272,4,0,
612,20,m499,1,18,
1330,20,m88,4,0,
480,20,m753,1,24,
1234,20,m665,4,0,
241,20,m600,4,0,
758,20,m471,4,0,
1544,20,m121,4,0,
658,20,m499,4,0,
1528,20,m865,4,0,
428,20,m829,4,0,
486,20,m686,4,0,
1480,20,m781,2,0,
5,20,m909,4,0,
1432,20,m421,4,0,
5,20,m285,2,0,
861,20,m1026,4,0,
787,20,m379,4,0,
1532,20,m551,1,44,
1615,20,m322,4,0,
401,20,m900,4,0,
421,20,m139,4,0,
103,20,m998,4,0,
855,20,m1237,4,0,
1410,20,m1007,1,49,
80,20,m565,4,0,
1512,20,m41,4,0,
1520,20,m661,4,0,
606,20,m532,4,0,
806,20,m1127,4,0,
973,20,m865,4,0,
1614,20,m900,1,43,
1532,20,m1031,4,0,
670,20,m322,4,0,
23,20,m907,4,0,
544,20,m293,4,0,
856,20,m841,1,56,
497,20,m22,4,0,
1452,20,m264,1,32,
854,20,m1003,2,0,
1523,20,m906,4,0,
1452,20,m812,1,44,
1107,20,m319,1,12,
1419,20,m82,4,0,
638,20,m395,1,10,
241,20,m1051,4,0,
102,20,m907,4,0,
1313,20,m860,4,0,
407,20,m288,4,0,
1442,20,m1164,1,1,1.0
270,20,m685,4,0,
1148,20,m324,4,0,
1181,20,m1029,4,0,
427,20,m390,1,33,
921,20,m815,4,0,
25,20,m790,1,10,
531,20,m949,4,0,
1534,20,m237,2,0,
668,20,m532,4,0,
277,20,m1233,2,0,
154,20,m78,4,0,
1255,20,m1152,1,12,
302,20,m446,4,0,
956,20,m288,4,0,
984,20,m1111,4,0,
261,20,m999,3,0,
75,20,m685,4,0,
599,20,m907,4,0,
68,20,m652,4,0,
1220,20,m907,4,0,
739,20,m69,1,6,
1213,20,m1237,4,0,
1352,20,m446,1,44,
1023,20,m483,1,10,
381,20,m88,4,0,
1491,20,m1144,1,36,
10,20,m42,4,0,
155,20,m1236,1,56,
1205,20,m835,4,0,
1203,20,m495,4,0,
273,20,m473,4,0,
989,20,m377,4,0,
963,20,m1265,4,0,
1094,20,m1174,4,0,
1216,20,m1250,4,0,
241,20,m100,2,0,
274,20,m858,4,0,
976,20,m782,1,0,
273,20,m907,4,0,
154,20,m865,4,0,
670,20,m1163,4,0,
1072,20,m445,4,0,
812,20,m633,1,60,
545,20,m1027,4,0,
739,20,m266,4,0,
721,20,m274,4,0,
1201,20,m559,3,0,
257,20,m179,4,0,
1538,20,m109,4,0,
741,20,m840,4,0,
1383,20,m905,3,0,
480,20,m789,4,0,
503,20,m250,4,0,
1618,20,m392,2,0,
809,20,m828,4,0,
1246,20,m1127,1,38,
257,20,m66,1,1,4.0
1256,20,m271,4,0,
877,20,m1029,4,0,
654,20,m266,4,0,
486,20,m950,4,0,
1108,20,m778,4,0,
135,20,m1031,4,0,
1090,20,m565,1,36,
1637,20,m748,3,0,
811,20,m1166,2,0,
902,20,m746,4,0,
982,20,m234,1,1,5.0
1255,20,m1163,4,0,
628,20,m128,4,0,
1512,20,m306,4,0,
364,20,m1250,1,0,
20,20,m1125,1,66,
154,20,m159,4,0,
11,20,m747,1,1,9.0
1175,20,m676,4,0,
598,20,m657,4,0,
808,20,m1027,4,0,
245,20,m250,4,0,
624,20,m82,1,33,
1337,20,m1027,4,0,
1438,20,m741,4,0,
655,20,m563,1,40,
299,20,m661,1,40,
588,20,m17,4,0,
421,20,m906,4,0,
240,20,m419,4,0,
154,20,m1236,1,56,
1205,20,m377,4,0,
1093,20,m686,1,1,1.0
1006,20,m753,1,36,
1312,20,m1257,1,36,
260,20,m907,4,0,
1263,20,m139,4,0,
1410,20,m1111,4,0,
107,20,m810,4,0,
380,20,m459,1,33,
461,20,m884,4,0,
103,20,m652,4,0,
1151,20,m815,4,0,
591,20,m676,1,12,
1580,20,m665,4,0,
1505,20,m470,4,0,
640,20,m322,4,0,
1545,20,m907,4,0,
1317,20,m516,1,40,
376,20,m690,1,36,
654,20,m753,1,36,
1175,20,m1211,4,0,
372,20,m285,1,8,
154,20,m1163,4,0,
374,20,m678,2,0,
1635,20,m129,4,0,
631,20,m1236,4,0,
1415,20,m322,4,0,
592,20,m783,1,16,
141,20,m961,2,0,
882,20,m271,4,0,
809,20,m1127,4,0,
1000,20,m789,4,0,
693,20,m1001,2,0,
1459,20,m1176,1,4,
1465,20,m835,4,0,
982,20,m412,4,0,
26,20,m907,4,0,
620,20,m835,4,0,
480,20,m1130,1,1,4.0
130,20,m272,4,0,
103,20,m250,4,0,
1558,20,m322,4,0,
812,20,m322,4,0,
730,20,m555,1,1,1.0
600,20,m611,1,1,1.0
