pokemon,ability,is_hidden,slot
222,a177,0,2
222,a453,1,3
219,a2,0,1
219,a151,0,2
219,a379,1,3
220,a2,0,1
220,a151,0,2
220,a379,1,3
211,a320,0,1
211,a181,0,2
211,a104,1,3
212,a320,0,1
212,a181,0,2
212,a104,1,3
322,a179,0,1
322,a19,0,2
322,a453,1,3
321,a179,0,1
321,a19,0,2
321,a453,1,3
320,a179,0,1
320,a19,0,2
320,a453,1,3
319,a328,0,1
319,a444,0,2
319,a293,1,3
318,a328,0,1
318,a444,0,2
318,a293,1,3
317,a328,0,1
317,a444,0,2
317,a293,1,3
316,a374,0,1
316,a294,0,2
316,a150,1,3
315,a374,0,1
315,a294,0,2
315,a150,1,3
324,a374,0,1
324,a294,0,2
324,a150,1,3
323,a446,0,1
323,a152,1,3
436,a446,0,1
436,a152,1,3
437,a446,0,1
437,a152,1,3
438,a327,0,1
438,a11,0,2
438,a97,1,3
439,a327,0,1
439,a11,0,2
439,a97,1,3
440,a380,0,1
440,a18,0,2
440,a25,1,3
441,a380,0,1
441,a18,0,2
441,a25,1,3
442,a380,0,1
442,a18,0,2
442,a25,1,3
443,a249,0,1
443,a181,0,2
443,a89,1,3
444,a249,0,1
444,a181,0,2
444,a89,1,3
445,a176,0,1
445,a322,0,2
445,a263,1,3
566,a176,0,1
566,a322,0,2
566,a263,1,3
565,a95,0,1
565,a18,0,2
565,a265,1,3
568,a95,0,1
568,a18,0,2
568,a265,1,3
567,a250,0,1
567,a444,0,2
567,a379,1,3
562,a249,0,1
562,a90,0,2
562,a7,1,3
561,a249,0,1
561,a90,0,2
561,a7,1,3
564,a98,0,1
564,a300,0,2
564,a16,1,3
563,a98,0,1
563,a300,0,2
563,a16,1,3
558,a21,0,1
558,a184,0,2
558,a256,1,3
557,a21,0,1
557,a184,0,2
557,a256,1,3
702,a5,0,1
702,a299,0,2
702,a394,1,3
703,a5,0,1
703,a299,0,2
703,a394,1,3
616,a324,0,1
617,a324,0,1
698,a239,0,1
699,a380,0,1
699,a18,0,2
699,a238,1,3
696,a175,0,1
696,a144,0,2
696,a444,1,3
697,a175,0,1
697,a144,0,2
697,a444,1,3
610,a247,0,1
610,a5,0,2
610,a369,1,3
611,a247,0,1
611,a5,0,2
611,a369,1,3
1382,a94,0,1
1382,a26,0,2
1382,a367,1,3
1381,a94,0,1
1381,a26,0,2
1381,a367,1,3
1380,a446,0,1
1380,a244,1,3
1379,a446,0,1
1379,a244,1,3
1378,a380,0,1
1378,a451,0,2
1378,a17,1,3
1377,a380,0,1
1377,a451,0,2
1377,a17,1,3
1376,a20,0,1
1376,a483,0,2
1376,a146,1,3
1375,a250,0,1
1375,a141,0,2
1375,a444,1,3
1374,a322,0,1
1374,a176,0,2
1374,a177,1,3
1373,a324,0,1
1373,a62,0,2
1373,a21,1,3
1264,a324,0,1
1264,a62,0,2
1264,a21,1,3
1265,a451,0,1
1265,a380,0,2
1265,a483,1,3
1266,a451,0,1
1266,a380,0,2
1266,a483,1,3
1267,a450,0,1
1267,a452,0,2
1267,a240,1,3
1268,a446,0,1
1268,a271,0,2
1268,a263,1,3
1269,a90,0,1
1269,a12,0,2
1269,a444,1,3
1270,a453,0,1
1270,a296,0,2
1270,a19,1,3
1271,a443,0,1
1271,a296,0,2
1271,a19,1,3
1272,a453,0,1
1272,a92,0,2
1272,a451,1,3
1273,a453,0,1
1273,a92,0,2
1273,a451,1,3
1170,a447,0,1
1170,a450,0,2
1170,a265,1,3
1169,a447,0,1
1169,a450,0,2
1169,a265,1,3
136,a94,0,1
136,a331,0,2
136,a383,1,3
135,a381,0,1
135,a383,0,2
135,a150,1,3
1166,a176,0,1
1166,a144,0,2
1166,a147,1,3
1165,a26,0,1
1165,a2,1,3
1168,a89,0,1
1168,a2,1,3
1167,a247,0,1
1167,a255,0,2
1167,a111,1,3
1174,a320,0,1
1174,a151,0,2
1174,a369,1,3
1173,a453,0,1
1173,a105,1,3
1076,a320,0,1
1076,a111,1,3
1077,a179,0,1
1077,a5,0,2
1077,a300,1,3
1074,a20,0,1
1074,a108,1,3
1075,a249,0,1
1075,a302,0,2
1075,a366,1,3
1072,a179,0,1
1072,a300,1,3
1073,a178,0,1
1073,a298,1,3
1070,a181,0,1
1070,a374,1,3
1071,a448,0,1
1071,a142,0,2
1071,a265,1,3
1082,a453,0,1
1082,a5,0,2
1082,a238,1,3
1083,a453,0,1
1083,a5,0,2
1083,a238,1,3
227,a453,0,1
227,a17,0,2
227,a238,1,3
226,a453,0,1
226,a17,0,2
226,a238,1,3
225,a380,0,1
225,a99,0,2
225,a371,1,3
1180,a173,0,1
1180,a98,0,2
1180,a152,1,3
231,a99,0,1
231,a149,1,3
230,a99,0,1
230,a26,1,3
229,a99,0,1
229,a89,1,3
228,a183,0,1
228,a180,1,3
235,a183,0,1
235,a180,1,3
1193,a444,0,1
1193,a233,1,3
485,a99,0,1
485,a371,1,3
486,a328,0,1
488,a171,0,1
488,a271,1,3
98,a171,0,1
98,a271,1,3
479,a171,0,1
479,a271,1,3
482,a170,0,1
482,a181,1,3
93,a170,0,1
93,a181,1,3
484,a170,0,1
484,a181,1,3
99,a169,0,1
99,a369,1,3
100,a169,0,1
100,a369,1,3
1583,a169,0,1
1583,a369,1,3
1582,a249,0,1
1582,a250,0,2
1582,a34,1,3
1306,a249,0,1
1306,a250,0,2
1306,a34,1,3
788,a175,0,1
788,a250,0,2
788,a317,1,3
1587,a175,0,1
1587,a250,0,2
1587,a317,1,3
1586,a381,0,1
1586,a90,0,2
1586,a105,1,3
1589,a381,0,1
1589,a90,0,2
1589,a141,1,3
1588,a381,0,1
1588,a175,0,2
1588,a296,1,3
1575,a381,0,1
1575,a175,0,2
1575,a296,1,3
1297,a444,0,1
1297,a109,1,3
1475,a178,0,1
1475,a447,0,2
1475,a179,1,3
1476,a178,0,1
1476,a447,0,2
1476,a179,1,3
613,a26,0,1
613,a451,1,3
1474,a251,0,1
1474,a293,0,2
1474,a237,1,3
1479,a251,0,1
1479,a193,0,2
1479,a237,1,3
1480,a254,0,1
1480,a452,0,2
1480,a368,1,3
1477,a254,0,1
1477,a452,0,2
1477,a368,1,3
1478,a328,0,1
1478,a90,0,2
1478,a106,1,3
607,a328,0,1
607,a90,0,2
607,a106,1,3
609,a26,0,1
609,a252,1,3
711,a26,0,1
711,a252,1,3
710,a26,0,1
710,a252,1,3
709,a446,0,1
709,a240,1,3
708,a98,0,1
708,a449,0,2
708,a107,1,3
707,a98,0,1
707,a449,0,2
707,a107,1,3
706,a18,0,1
706,a380,0,2
706,a105,1,3
705,a179,0,1
705,a19,0,2
705,a22,1,3
704,a446,0,1
704,a271,0,2
704,a109,1,3
713,a446,0,1
713,a271,0,2
713,a109,1,3
712,a446,0,1
712,a271,0,2
712,a109,1,3
578,a249,0,1
578,a248,0,2
578,a299,1,3
579,a446,0,1
579,a297,0,2
579,a90,1,3
1592,a446,0,1
1592,a297,0,2
1592,a90,1,3
581,a23,0,1
581,a174,0,2
581,a34,1,3
582,a19,0,1
582,a179,0,2
582,a143,1,3
583,a19,0,1
583,a179,0,2
583,a143,1,3
584,a328,0,1
584,a106,1,3
585,a328,0,1
585,a444,1,3
570,a175,0,1
570,a368,0,2
570,a113,1,3
571,a176,0,1
571,a322,0,2
571,a263,1,3
1280,a324,0,1
1281,a324,0,1
1282,a319,0,1
1282,a259,1,3
1283,a444,0,1
1283,a90,0,2
1283,a107,1,3
1276,a18,0,1
1276,a394,1,3
1277,a18,0,1
1277,a394,1,3
1278,a452,0,1
1278,a249,0,2
1278,a105,1,3
1279,a247,0,1
1279,a25,0,2
1279,a173,1,3
1284,a380,0,1
1284,a18,0,2
1284,a369,1,3
1285,a320,0,1
1285,a249,0,2
1285,a105,1,3
1388,a320,0,1
1388,a298,0,2
1388,a105,1,3
1561,a443,0,1
1561,a453,0,2
1561,a320,1,3
1209,a381,0,1
1209,a383,0,2
1209,a236,1,3
1206,a18,0,1
1206,a152,0,2
1206,a372,1,3
1392,a381,0,1
1392,a374,0,2
1392,a111,1,3
1391,a444,0,1
1391,a250,0,2
1391,a370,1,3
1390,a248,0,1
1390,a298,0,2
1390,a28,1,3
1389,a374,0,1
1389,a298,0,2
1389,a371,1,3
1288,a93,0,1
1288,a89,0,2
1288,a238,1,3
1275,a93,0,1
1275,a89,0,2
1275,a238,1,3
1047,a176,0,1
1047,a149,0,2
1047,a98,1,3
1048,a176,0,1
1048,a149,0,2
1048,a98,1,3
1085,a254,0,1
1085,a450,0,2
1085,a263,1,3
1046,a254,0,1
1046,a296,0,2
1046,a258,1,3
1051,a321,0,1
1051,a296,0,2
1051,a258,1,3
1052,a2,0,1
1052,a254,0,2
1052,a175,1,3
1049,a453,0,1
1049,a179,0,2
1049,a92,1,3
1050,a250,0,1
1050,a18,0,2
1050,a238,1,3
1039,a90,0,1
1039,a181,0,2
1039,a371,1,3
1084,a90,0,1
1084,a181,0,2
1084,a371,1,3
1146,a453,0,1
1146,a296,0,2
1146,a19,1,3
1145,a248,0,1
1145,a25,1,3
76,a18,0,1
76,a25,1,3
1147,a448,0,1
1147,a142,0,2
1147,a265,1,3
1150,a320,0,1
1150,a34,0,2
1150,a107,1,3
1149,a322,0,1
1149,a383,0,2
1149,a258,1,3
1152,a374,0,1
1152,a150,0,2
1152,a2,1,3
1151,a320,0,1
1151,a383,0,2
1151,a150,1,3
1138,a176,0,1
1138,a144,0,2
1138,a300,1,3
791,a26,0,1
791,a2,1,3
800,a89,0,1
800,a2,1,3
801,a98,0,1
801,a12,0,2
801,a107,1,3
802,a450,0,1
802,a452,0,2
802,a240,1,3
803,a99,0,1
803,a444,1,3
804,a99,0,1
804,a444,1,3
805,a99,0,1
805,a444,1,3
806,a374,0,1
806,a25,1,3
807,a183,0,1
808,a96,0,1
808,a371,1,3
809,a99,0,1
809,a233,1,3
928,a99,0,1
928,a263,1,3
927,a450,0,1
926,a171,0,1
926,a146,1,3
925,a171,0,1
925,a146,1,3
924,a171,0,1
924,a146,1,3
923,a170,0,1
923,a23,1,3
922,a170,0,1
922,a23,1,3
921,a170,0,1
921,a23,1,3
920,a169,0,1
920,a19,1,3
919,a169,0,1
919,a19,1,3
559,a169,0,1
559,a19,1,3
560,a249,0,1
560,a298,0,2
560,a105,1,3
1527,a320,0,1
1527,a298,0,2
1527,a111,1,3
1530,a248,0,1
1530,a152,0,2
1530,a298,1,3
555,a248,0,1
555,a152,0,2
555,a298,1,3
556,a182,0,1
556,a249,1,3
553,a183,0,1
554,a381,0,1
554,a9,1,3
1536,a183,0,1
1537,a182,0,1
1537,a174,1,3
693,a453,0,1
693,a97,0,2
693,a322,1,3
692,a453,0,1
692,a97,0,2
692,a322,1,3
695,a453,0,1
695,a97,0,2
695,a322,1,3
694,a446,0,1
694,a90,0,2
694,a370,1,3
689,a446,0,1
689,a90,0,2
689,a370,1,3
688,a446,0,1
688,a90,0,2
688,a370,1,3
691,a374,0,1
691,a12,1,3
690,a374,0,1
690,a12,1,3
701,a250,0,1
701,a300,0,2
701,a97,1,3
700,a250,0,1
700,a22,0,2
700,a97,1,3
539,a328,0,1
539,a448,0,2
539,a259,1,3
540,a328,0,1
540,a448,0,2
540,a259,1,3
541,a328,0,1
541,a448,0,2
541,a259,1,3
542,a453,0,1
542,a97,1,3
535,a320,0,1
535,a371,1,3
536,a323,0,1
536,a301,0,2
536,a298,1,3
537,a323,0,1
537,a301,0,2
537,a383,1,3
538,a253,0,1
533,a2,0,1
534,a253,0,1
673,a174,0,1
673,a249,1,3
672,a23,0,1
672,a109,1,3
671,a325,0,1
670,a94,0,1
670,a105,1,3
677,a94,0,1
677,a12,1,3
676,a94,0,1
676,a12,1,3
675,a98,0,1
675,a374,0,2
675,a369,1,3
674,a98,0,1
674,a374,0,2
674,a369,1,3
667,a98,0,1
667,a449,0,2
667,a107,1,3
666,a18,0,1
666,a95,0,2
666,a114,1,3
1162,a251,0,1
1162,a295,0,2
1162,a260,1,3
1161,a251,0,1
1161,a295,0,2
1161,a260,1,3
1164,a250,0,1
1164,a385,0,2
1164,a113,1,3
1163,a247,0,1
1163,a320,0,2
1163,a369,1,3
129,a18,0,1
129,a380,0,2
129,a235,1,3
128,a18,0,1
128,a380,0,2
128,a235,1,3
1160,a18,0,1
1160,a380,0,2
1160,a235,1,3
1159,a4,0,1
1159,a259,1,3
1156,a4,0,1
1156,a259,1,3
1155,a26,0,1
1155,a451,0,2
1155,a245,1,3
1068,a26,0,1
1068,a451,0,2
1068,a245,1,3
1069,a252,0,1
1069,a451,1,3
1066,a245,0,1
1066,a178,1,3
1067,a447,0,1
1067,a381,0,2
1067,a113,1,3
1064,a176,0,1
1064,a317,0,2
1064,a113,1,3
1065,a450,0,1
1065,a443,0,2
1065,a271,1,3
1062,a11,0,1
1062,a184,0,2
1062,a152,1,3
1063,a11,0,1
1063,a184,0,2
1063,a152,1,3
1060,a326,0,1
1060,a23,1,3
1061,a326,0,1
1061,a23,1,3
1369,a92,0,1
1369,a176,0,2
1369,a99,1,3
1368,a92,0,1
1368,a176,0,2
1368,a99,1,3
1367,a176,0,1
1367,a148,0,2
1367,a322,1,3
1366,a93,0,1
1366,a344,0,2
1366,a151,1,3
1365,a3,0,1
1365,a0,0,2
1365,a5,1,3
1364,a98,0,1
1364,a322,0,2
1364,a152,1,3
1363,a98,0,1
1363,a322,0,2
1363,a152,1,3
1362,a322,0,1
1362,a7,0,2
1362,a372,1,3
1371,a247,0,1
1371,a1,0,2
1371,a369,1,3
1370,a324,0,1
1256,a324,0,1
1257,a25,0,1
1257,a179,1,3
1258,a25,0,1
1258,a179,1,3
1259,a450,0,1
1259,a177,1,3
1260,a450,0,1
1260,a177,1,3
1261,a173,0,1
1261,a234,1,3
1262,a183,0,1
1262,a109,1,3
1263,a324,0,1
1254,a324,0,1
1255,a176,0,1
1255,a366,0,2
1255,a300,1,3
423,a176,0,1
423,a366,0,2
423,a300,1,3
1551,a247,0,1
1551,a5,0,2
1551,a302,1,3
1554,a247,0,1
1554,a5,0,2
1554,a302,1,3
1553,a324,0,1
1556,a324,0,1
1555,a321,0,1
1555,a15,1,3
477,a321,0,1
477,a15,1,3
1557,a17,0,1
1557,a453,1,3
1560,a17,0,1
1560,a453,1,3
1559,a453,0,1
1559,a176,0,2
1559,a302,1,3
1446,a180,0,1
1446,a193,0,2
1446,a251,1,3
1447,a246,0,1
1444,a172,0,1
1444,a44,1,3
1445,a175,0,1
1445,a34,0,2
1445,a239,1,3
1450,a175,0,1
1450,a34,0,2
1450,a239,1,3
1451,a324,0,1
1451,a34,1,3
1448,a99,0,1
1448,a34,1,3
1449,a446,0,1
1449,a297,0,2
1449,a244,1,3
1453,a324,0,1
1454,a99,0,1
1454,a368,0,2
1454,a104,1,3
1007,a319,0,1
1007,a259,1,3
1005,a444,0,1
1005,a16,0,2
1005,a258,1,3
1004,a444,0,1
1004,a16,0,2
1004,a258,1,3
160,a98,0,1
160,a16,0,2
160,a176,1,3
167,a98,0,1
167,a16,0,2
167,a176,1,3
254,a98,0,1
254,a16,0,2
254,a176,1,3
1013,a5,0,1
1013,a105,1,3
1011,a453,0,1
1011,a92,1,3
157,a453,0,1
157,a300,1,3
156,a453,0,1
156,a380,0,2
156,a18,1,3
35,a453,0,1
35,a300,1,3
36,a380,0,1
36,a369,1,3
37,a380,0,1
37,a394,1,3
304,a320,0,1
304,a111,1,3
31,a327,0,1
31,a236,1,3
32,a327,0,1
32,a236,1,3
296,a327,0,1
296,a236,1,3
34,a327,0,1
34,a18,1,3
27,a327,0,1
27,a16,1,3
28,a327,0,1
28,a236,1,3
184,a324,0,1
183,a324,0,1
186,a22,0,1
185,a0,0,1
180,a6,0,1
179,a452,0,1
182,a99,0,1
181,a171,0,1
181,a5,1,3
190,a171,0,1
190,a5,1,3
189,a171,0,1
189,a5,1,3
362,a170,0,1
362,a141,1,3
363,a170,0,1
363,a141,1,3
54,a170,0,1
54,a141,1,3
55,a169,0,1
55,a379,1,3
52,a169,0,1
52,a379,1,3
53,a169,0,1
53,a379,1,3
50,a250,0,1
50,a483,1,3
51,a320,0,1
51,a483,1,3
366,a320,0,1
366,a483,1,3
367,a148,0,1
367,a143,0,2
367,a258,1,3
997,a148,0,1
997,a143,0,2
997,a258,1,3
1027,a183,0,1
1027,a249,1,3
1024,a381,0,1
1024,a383,1,3
1025,a9,0,1
1025,a320,0,2
1025,a374,1,3
1030,a9,0,1
1030,a320,0,2
1030,a374,1,3
1031,a9,0,1
1031,a320,0,2
1031,a374,1,3
999,a450,0,1
999,a443,0,2
999,a271,1,3
1029,a450,0,1
1029,a443,0,2
1029,a383,1,3
1032,a255,0,1
1032,a369,1,3
1033,a255,0,1
1033,a369,1,3
7,a18,0,1
7,a94,1,3
6,a18,0,1
6,a94,1,3
1128,a183,0,1
1128,a394,1,3
1127,a366,0,1
1127,a394,1,3
1130,a381,0,1
1130,a317,1,3
1129,a28,0,1
1129,a254,1,3
1132,a99,0,1
1132,a371,1,3
1131,a249,0,1
1131,a248,0,2
1131,a178,1,3
1134,a453,0,1
1134,a92,1,3
1133,a453,0,1
1133,a92,1,3
1229,a446,0,1
1230,a376,0,1
1231,a184,0,1
1231,a15,0,2
1231,a114,1,3
1232,a184,0,1
1232,a15,0,2
1232,a114,1,3
1225,a383,0,1
1225,a248,0,2
1225,a299,1,3
1226,a367,0,1
1226,a146,0,2
1226,a243,1,3
1227,a367,0,1
1227,a146,0,2
1227,a243,1,3
1228,a249,0,1
1228,a377,0,2
1228,a20,1,3
1222,a251,0,1
1222,a377,0,2
1222,a20,1,3
1223,a324,0,1
1341,a175,0,1
1341,a368,0,2
1341,a111,1,3
1340,a20,0,1
1340,a322,0,2
1340,a250,1,3
1339,a98,0,1
1339,a322,0,2
1339,a379,1,3
1338,a324,0,1
1345,a21,0,1
1345,a367,0,2
1345,a250,1,3
1344,a21,0,1
1344,a367,0,2
1344,a250,1,3
1343,a324,0,1
1343,a145,0,2
1343,a235,1,3
1342,a324,0,1
1342,a145,0,2
1342,a235,1,3
1336,a18,0,1
1336,a380,0,2
1336,a105,1,3
1335,a94,0,1
1335,a331,0,2
1335,a383,1,3
551,a450,0,1
551,a452,0,2
551,a237,1,3
552,a250,0,1
552,a7,0,2
552,a262,1,3
549,a99,0,1
549,a109,1,3
550,a25,0,1
550,a326,1,3
547,a25,0,1
547,a326,1,3
548,a25,0,1
548,a326,1,3
545,a248,0,1
545,a98,0,2
545,a152,1,3
546,a150,0,1
546,a444,0,2
546,a113,1,3
543,a150,0,1
543,a444,0,2
543,a104,1,3
544,a96,0,1
544,a114,1,3
685,a96,0,1
685,a114,1,3
684,a17,0,1
684,a296,0,2
684,a250,1,3
687,a17,0,1
687,a296,0,2
687,a250,1,3
686,a366,0,1
686,a147,0,2
686,a256,1,3
681,a366,0,1
681,a147,0,2
681,a256,1,3
680,a324,0,1
683,a453,0,1
683,a15,0,2
683,a92,1,3
682,a453,0,1
682,a15,0,2
682,a92,1,3
679,a453,0,1
679,a179,0,2
679,a92,1,3
678,a24,0,1
678,a94,1,3
792,a24,0,1
792,a94,1,3
793,a99,0,1
793,a370,1,3
794,a95,0,1
794,a18,0,2
794,a265,1,3
795,a322,0,1
795,a176,0,2
795,a177,1,3
796,a451,0,1
796,a344,0,2
796,a483,1,3
797,a446,0,1
797,a271,0,2
797,a263,1,3
798,a8,0,1
798,a2,1,3
799,a89,0,1
799,a2,1,3
789,a254,0,1
789,a452,0,2
789,a368,1,3
790,a23,0,1
790,a317,0,2
790,a34,1,3
912,a271,0,1
912,a446,1,3
911,a149,0,1
911,a16,1,3
910,a247,0,1
910,a25,0,2
910,a301,1,3
909,a176,0,1
909,a149,0,2
909,a98,1,3
908,a302,0,1
908,a142,0,2
908,a265,1,3
907,a150,0,1
907,a104,1,3
906,a18,0,1
906,a95,0,2
906,a114,1,3
905,a99,0,1
905,a34,1,3
916,a149,0,1
916,a239,1,3
915,a324,0,1
18,a324,0,1
19,a324,0,1
16,a324,0,1
17,a99,0,1
17,a259,1,3
22,a99,0,1
22,a259,1,3
23,a181,0,1
23,a89,1,3
20,a10,0,1
21,a99,0,1
21,a259,1,3
14,a324,0,1
15,a300,0,1
147,a300,0,1
146,a375,0,1
149,a450,0,1
148,a373,0,1
151,a421,0,1
150,a171,0,1
150,a372,1,3
153,a171,0,1
153,a372,1,3
152,a171,0,1
152,a372,1,3
145,a170,0,1
145,a98,1,3
144,a170,0,1
144,a98,1,3
897,a170,0,1
897,a483,1,3
896,a169,0,1
896,a5,1,3
895,a169,0,1
895,a5,1,3
894,a169,0,1
894,a5,1,3
901,a249,0,1
901,a250,0,2
901,a265,1,3
900,a447,0,1
900,a250,0,2
900,a265,1,3
899,a2,0,1
899,a248,0,2
899,a249,1,3
898,a320,0,1
898,a261,0,2
898,a12,1,3
893,a320,0,1
893,a261,0,2
893,a12,1,3
892,a20,0,1
892,a146,0,2
892,a113,1,3
780,a20,0,1
780,a146,0,2
780,a113,1,3
781,a152,0,1
781,a171,1,3
782,a152,0,1
782,a171,1,3
783,a152,0,1
783,a170,1,3
776,a152,0,1
776,a170,1,3
777,a152,0,1
777,a169,1,3
778,a152,0,1
778,a169,1,3
779,a144,0,1
779,a328,0,2
779,a259,1,3
774,a144,0,1
774,a328,0,2
774,a259,1,3
775,a262,0,1
775,a368,0,2
775,a9,1,3
644,a262,0,1
644,a368,0,2
644,a9,1,3
643,a262,0,1
643,a368,0,2
643,a9,1,3
646,a451,0,1
646,a8,0,2
646,a107,1,3
645,a451,0,1
645,a8,0,2
645,a107,1,3
648,a18,0,1
648,a238,0,2
648,a114,1,3
647,a18,0,1
647,a238,0,2
647,a114,1,3
650,a18,0,1
650,a96,0,2
650,a114,1,3
649,a143,0,1
649,a377,0,2
649,a148,1,3
652,a143,0,1
652,a377,0,2
652,a148,1,3
651,a261,0,1
651,a114,0,2
651,a255,1,3
521,a261,0,1
521,a114,0,2
521,a255,1,3
522,a240,0,1
522,a263,0,2
522,a377,1,3
519,a374,0,1
519,a369,0,2
519,a141,1,3
520,a374,0,1
520,a369,0,2
520,a141,1,3
525,a374,0,1
525,a369,0,2
525,a141,1,3
526,a453,0,1
526,a300,0,2
526,a179,1,3
523,a453,0,1
523,a300,0,2
523,a179,1,3
524,a453,0,1
524,a256,0,2
524,a179,1,3
527,a374,0,1
527,a444,0,2
527,a255,1,3
528,a18,0,1
528,a444,0,2
528,a255,1,3
416,a381,0,1
416,a446,0,2
416,a394,1,3
415,a271,0,1
415,a446,0,2
415,a394,1,3
414,a381,0,1
414,a446,0,2
414,a394,1,3
413,a443,0,1
413,a381,0,2
413,a23,1,3
753,a443,0,1
753,a381,0,2
753,a23,1,3
411,a443,0,1
411,a381,0,2
411,a23,1,3
410,a113,0,1
410,a109,0,2
410,a446,1,3
409,a113,0,1
409,a109,0,2
409,a446,1,3
418,a446,0,1
418,a322,0,2
418,a271,1,3
417,a446,0,1
417,a322,0,2
417,a271,1,3
291,a483,0,1
291,a302,0,2
291,a255,1,3
292,a320,0,1
292,a111,0,2
292,a151,1,3
293,a320,0,1
293,a111,0,2
293,a151,1,3
294,a320,0,1
294,a111,0,2
294,a151,1,3
295,a254,0,1
295,a444,1,3
1109,a369,0,1
1109,a49,1,3
297,a179,0,1
297,a446,0,2
297,a15,1,3
298,a18,0,1
298,a5,0,2
298,a238,1,3
287,a18,0,1
287,a5,0,2
287,a238,1,3
12,a183,0,1
12,a111,0,2
12,a320,1,3
176,a183,0,1
176,a111,0,2
176,a320,1,3
175,a260,0,1
175,a293,0,2
175,a317,1,3
178,a110,0,1
177,a110,0,1
172,a344,0,1
172,a18,0,2
172,a453,1,3
171,a344,0,1
171,a18,0,2
171,a453,1,3
174,a378,0,1
173,a378,0,1
169,a21,0,1
169,a184,0,2
169,a367,1,3
168,a21,0,1
168,a238,0,2
168,a367,1,3
48,a264,0,1
49,a264,0,1
46,a251,0,1
46,a383,0,2
46,a299,1,3
47,a251,0,1
47,a383,0,2
47,a299,1,3
44,a34,0,1
44,a193,0,2
44,a319,1,3
45,a34,0,1
45,a193,0,2
45,a319,1,3
42,a34,0,1
42,a193,0,2
42,a319,1,3
43,a394,0,1
43,a293,0,2
43,a263,1,3
40,a394,0,1
40,a293,0,2
40,a263,1,3
41,a394,0,1
41,a293,0,2
41,a263,1,3
1424,a250,0,1
1424,a262,0,2
1424,a300,1,3
1564,a250,0,1
1564,a262,0,2
1564,a300,1,3
1563,a16,0,1
1563,a149,0,2
1563,a238,1,3
1562,a16,0,1
1562,a149,0,2
1562,a238,1,3
1569,a16,0,1
1569,a24,0,2
1569,a238,1,3
1568,a446,0,1
1568,a107,0,2
1568,a452,1,3
1567,a446,0,1
1567,a107,0,2
1567,a452,1,3
1566,a26,0,1
1566,a8,1,3
1572,a381,0,1
1572,a183,0,2
1572,a294,1,3
1571,a381,0,1
1571,a5,0,2
1571,a394,1,3
1459,a323,0,1
1459,a263,1,3
1460,a323,0,1
1460,a263,1,3
1461,a179,0,1
1461,a239,0,2
1461,a19,1,3
1462,a179,0,1
1462,a239,0,2
1462,a19,1,3
1455,a240,0,1
1455,a300,0,2
1455,a263,1,3
1456,a174,0,1
1456,a371,0,2
1456,a381,1,3
