COL name VAL Palace Music COL place_type VAL Studio COL ended VAL f COL id VAL p610	COL name VAL St Cecilia COL place_type VAL building Religious COL ended VAL f COL id VAL p717	0
COL name VAL Red Barn COL ended VAL f COL id VAL p60	COL name VAL Red Brick COL place_type VAL Studio COL address VAL 서초구 방배2동 45323 Seoul Korea COL ended VAL f COL id VAL p660	0
COL name VAL Millersville University of Pennsylvania COL place_type VAL Educational institution COL address VAL  COL coordinates VAL 407635.60 COL ended VAL f COL id VAL p65	COL name VAL Apple Sotre Rosenstraße COL place_type VAL Other COL address VAL Rosenstraße 1 80331 München COL coordinates VAL 48136831157456.0 COL ended VAL f COL id VAL p104	0
COL name VAL Sandkvie Studio COL place_type VAL Studio COL ended VAL f COL id VAL p441	COL name VAL The Firehouse COL place_type VAL Venue COL address VAL 1015 N 1st St Phoenix AnZ 85004 COL coordinates VAL 3.3458065112072556e+16 COL ended VAL t COL id VAL p417	0
COL name VAL Gyllenbergen COL coordinates VAL 601791249222.0 COL ended VAL f COL id VAL p139	COL name VAL Gylkenbergsalen COL coordinates VAL 601791249222.0 COL ended VAL f COL id VAL p470	1
COL name VAL Rathsgymnasium Wolfsburg COL ended VAL f COL id VAL p482	COL name VAL Capella COL place_type VAL Venue COL address VAL Лиговский пр дом 50 корпус 16 COL coordinates VAL 599355333036554.0 COL ended VAL f COL id VAL p380	0
COL name VAL Analog Swwden COL place_type VAL Studio COL ended VAL f COL id VAL p7	COL name VAL Analog Sweden COL place_type VAL Studio COL ended VAL f COL id VAL p532	1
COL name VAL Santuario cli San Bernardino COL place_type VAL Religious building COL coordinates VAL 45492796407.0 COL ended VAL f COL id VAL p479	COL name VAL The Jungle COL place_type VAL Studio COL ended VAL  COL id VAL p116	0
COL name VAL Sandkvie Studio COL place_type VAL Studio COL ended VAL f COL id VAL p441	COL name VAL Red Brick COL place_type VAL Studio COL address VAL 서초구 방배2동 45323 Seoul Korea COL ended VAL f COL id VAL p660	0
COL name VAL Kunsthalle Wien COL place_type VAL Other COL address VAL Museumsplatz 1 1070 Wien Austria COL coordinates VAL 4820294816357993.0 COL ended VAL f COL id VAL p62	COL name VAL Rogers Centre COL place_type VAL Stadium COL address VAL One Blue Jays Way Toronto Ontario Canada M5V 1J3 COL coordinates VAL 4364138979389167.0 COL ended VAL f COL id VAL p189	0
COL name VAL The Firehouse COL place_type VAL Venue COL address VAL 1015 N 1st St Phoenix AnZ 85004 COL coordinates VAL 3.3458065112072556e+16 COL ended VAL t COL id VAL p417	COL name VAL Analog Sweden COL place_type VAL Studio COL ended VAL f COL id VAL p532	0
COL name VAL St Jean Baptiste COL place_type VAL Religious buidling COL ended VAL  COL id VAL p422	COL name VAL Iriouïe COL ended VAL f COL id VAL p622	0
COL name VAL Uneven Stud'lo COL place_type VAL Studio COL ended VAL f COL id VAL p520	COL name VAL Budahegyvidéki Evangélikus Egyházközség COL place_type VAL Religious building COL coordinates VAL  COL ended VAL f COL id VAL p645	0
COL name VAL The Wamdue Room COL place_type VAL Studio COL ended VAL f COL id VAL p223	COL name VAL April Base COL place_type VAL Studio COL ended VAL f COL id VAL p209	0
COL name VAL Tropen iristitute COL place_type VAL Educational institution COL address VAL Mauritskade 63 Amsterdam The Netherlands COL coordinates VAL 523626924922517.0 COL ended VAL f COL id VAL p238	COL name VAL Tropen institute COL place_type VAL Educational institution COL address VAL Mauritskade 63 Amsterdam The Netherlands COL coordinates VAL 523626924922517.0 COL ended VAL f COL id VAL p338	1
COL name VAL PolydorStudio München COL place_type VAL Studio COL ended VAL f COL id VAL p128	COL name VAL Nezlobin Theatre COL place_type VAL Venue COL ended VAL f COL id VAL p654	0
COL name VAL Malkin Bowl COL place_type VAL Venue COL address VAL 610 Pipeline Rd Vancouver BC V6G 3E2 COL coordinates VAL 4.929877312313343e+16 COL ended VAL f COL id VAL p728	COL name VAL Secret Studios COL place_type VAL Studio COL ended VAL f COL id VAL p492	0
COL name VAL Festival Messiaen au Paeys de la Meije COL place_type VAL ue COL address VAL Grave COL ended VAL f COL id VAL p500	COL name VAL High HoldStudio COL place_type VAL Studio COL ended VAL f COL id VAL p327	0
COL name VAL Glass Hand St8dios COL place_type VAL Studio COL ended VAL f COL id VAL p136	COL name VAL Union Street Studios COL place_type VAL Sutdio COL ended VAL f COL id VAL p122	0
COL name VAL Uneven Studio COL place_type VAL Studio COL ended VAL f COL id VAL p156	COL name VAL Mountain Winery COL place_type VAL Other COL address VAL 14831 Pierce Rd Saratoga CA 95070 COL coordinates VAL 3.7260372122064936e+16 COL ended VAL f COL id VAL p245	0
COL name VAL Online Mixing Studio COL place_type VAL Studio COL ended VAL f COL id VAL p301	COL name VAL West Sound Studio COL place_type VAL Studio COL ended VAL f COL id VAL p652	0
COL name VAL Kunsthalle Wien COL place_type VAL Other COL address VAL Museumsplatz 1 1070 Wien Austria COL coordinates VAL 4820294816357993.0 COL ended VAL f COL id VAL p62	COL name VAL Kunsthalle Wjen COL place_type VAL Other COL address VAL Museumsplatz 1 1070 Wien Austria COL coordinates VAL 4820294816357993.0 COL ended VAL f COL id VAL p603	1
COL name VAL The Firehouse COL place_type VAL Venue COL address VAL 1015 N 1st St Phoenix AZ 85004 COL coordinates VAL 3.3458065112072556e+16 COL ended VAL t COL id VAL p13	COL name VAL First National Bank COL place_type VAL arena COL address VAL 217 Olympic Dr Joriesboro AR 72401 COL coordinates VAL 3584542290670319.0 COL ended VAL f COL id VAL p740	0
COL name VAL Coliseu dos Recreios COL place_type VAL  COL address VAL Rua Portas de Santo Antão 96 1150269 COL coordinates VAL 387167339140175.0 COL ended VAL f COL id VAL p356	COL name VAL 80 Hertz Studios COL place_type VAL Studio COL address VAL 80 HERTZ Post Production  Recording Studios The Sharp Project Thorp Rd Manchester M40 5BJ Manchester UK COL coordinates VAL  COL ended VAL f COL id VAL p723	0
COL name VAL Commercial Recordin Studio COL place_type VAL Studio COL address VAL 1120 Chenvert COL ended VAL f COL id VAL p255	COL name VAL Glass Hand St8dios COL place_type VAL Studio COL ended VAL f COL id VAL p136	0
COL name VAL 주예당 Stuido COL place_type VAL Studio COL ended VAL f COL id VAL p547	COL name VAL Grand Théâtre de Qvébec COL place_type VAL Venue COL address VAL 269 boulevard René‐Lévesque Est COL ended VAL f COL id VAL p485	0
COL name VAL Red Brick COL place_type VAL Studio COL address VAL 서초구 방배2동 45323 Seoul Korea COL ended VAL f COL id VAL p660	COL name VAL The Firehouse COL place_type VAL Venue COL address VAL 1015 N 1st St Phoenix AnZ 85004 COL coordinates VAL 3.3458065112072556e+16 COL ended VAL t COL id VAL p417	0
COL name VAL Parc LéonidasDufresne COL place_type VAL Other COL address VAL Parc Léonidas Dufresne ValDavid QC J0T 2N0 COL coordinates VAL 4603107474207758.0 COL ended VAL f COL id VAL p651	COL name VAL dafa COL place_type VAL Venue COL address VAL Московский проспект 1093 СанктПетербург COL coordinates VAL 598901130317271.0 COL ended VAL f COL id VAL p135	0
COL name VAL Studios COL place_type VAL Studio COL ended VAL f COL id VAL p66	COL name VAL Joonior Studiosz COL place_type VAL Studio COL ended VAL f COL id VAL p430	1
COL name VAL Kunsthalle Wjen COL place_type VAL Other COL address VAL Museumsplatz 1 1070 Wien Austria COL coordinates VAL 4820294816357993.0 COL ended VAL f COL id VAL p603	COL name VAL High Hold Studio COL place_type VAL Studio COL ended VAL f COL id VAL p90	0
COL name VAL Nezlobin Theatre COL place_type VAL Venue COL ended VAL f COL id VAL p654	COL name VAL Rainbow Studios COL place_type VAL Studio COL ended VAL f COL id VAL p72	0
COL name VAL Palace Music COL place_type VAL Studio COL ended VAL f COL id VAL p610	COL name VAL Red Brn COL ended VAL f COL id VAL p38	0
COL name VAL PolydorStudio München COL place_type VAL Studio COL ended VAL f COL id VAL p128	COL name VAL Pieve di Palazzo Pignano COL place_type VAL Religious building COL ended VAL f COL id VAL p548	0
COL name VAL Studio MySound COL place_type VAL Studio COL address VAL 11 allée de Longueterre 31850 Montrabé COL ended VAL f COL id VAL p678	COL name VAL Joonior Studiosz COL place_type VAL Studio COL ended VAL f COL id VAL p430	0
COL name VAL Horta Hall COL place_type VAL Venue COL ended VAL f COL id VAL p27	COL name VAL Cavalier Sound Recording Studio COL place_type VAL tSudio COL ended VAL f COL id VAL p729	0
COL name VAL Prolific Studios COL place_type VAL Studio COL address VAL Umits E9E11 KG Business Centre Northampton NN5 7QS United Kingdom COL coordinates VAL 52252609179.0 COL ended VAL f COL id VAL p53	COL name VAL The Firehouse COL place_type VAL Venue COL address VAL 1015 N 1st St Phoenix AnZ 85004 COL coordinates VAL 3.3458065112072556e+16 COL ended VAL t COL id VAL p417	0
COL name VAL April Base COL place_type VAL Studio COL ended VAL f COL id VAL p209	COL name VAL Red Brick COL place_type VAL Studio COL address VAL 서초구 방배2동 45323 Seoul Korea COL ended VAL f COL id VAL p660	0
COL name VAL Tropen iristitute COL place_type VAL Educational institution COL address VAL Mauritskade 63 Amsterdam The Netherlands COL coordinates VAL 523626924922517.0 COL ended VAL f COL id VAL p238	COL name VAL West Spund Studio COL place_type VAL Studio COL ended VAL f COL id VAL p541	0
COL name VAL Moonee Ponds tudio COL place_type VAL Studio COL ended VAL f COL id VAL p244	COL name VAL Moonee Ponds Studio COL place_type VAL Studio COL ended VAL f COL id VAL p629	1
COL name VAL The Funkmosphere Lah COL place_type VAL Studio COL ended VAL f COL id VAL p703	COL name VAL Bliss Stueois COL place_type VAL Studio COL ended VAL f COL id VAL p707	0
COL name VAL Grand Théâtre de Québec COL place_type VAL Venue COL address VAL 269 boulevare René‐Lévesque Est COL ended VAL f COL id VAL p484	COL name VAL Grand Théâtre de Qvébec COL place_type VAL Venue COL address VAL 269 boulevard René‐Lévesque Est COL ended VAL f COL id VAL p485	1
COL name VAL SHINJUKU LIQUIDROOM COL place_type VAL Venue COL address VAL 〒1600021 東京都新宿区歌舞伎町1201 COL coordinates VAL  COL ended VAL t COL id VAL p347	COL name VAL Inouïe COL ended VAL f COL id VAL p388	0
COL name VAL Surrealis Sounds COL place_type VAL Studio COL ended VAL f COL id VAL p555	COL name VAL April Base COL place_type VAL Studio COL ended VAL f COL id VAL p209	0
COL name VAL Tropen iristitute COL place_type VAL Educational institution COL address VAL Mauritskade 63 Amsterdam The Netherlands COL coordinates VAL 523626924922517.0 COL ended VAL f COL id VAL p238	COL name VAL Tropen inxtitute COL place_type VAL Educational institution COL address VAL Mauritskade 63 Amsterdam The Netherlands COL coordinates VAL 523626924922517.0 COL ended VAL f COL id VAL p372	1
COL name VAL The Jurigle COL place_type VAL Studio COL ended VAL f COL id VAL p702	COL name VAL Lyceum Theatre COL place_type VAL Venue COL address VAL 21 Wellington Street London WC2E 7RQ COL coordinates VAL 51511556011975.0 COL ended VAL f COL id VAL p3	0
COL name VAL Other Music COL place_type VAL Venue COL address VAL 15 E 4th Street New York NY 10003 COL coordinates VAL 40727917399314.0 COL ended VAL t COL id VAL p181	COL name VAL Kunsthalle Wien COL place_type VAL Other COL address VAL Museumsplatz 1 1070 Wien Austriak COL coordinates VAL 4820294816357993.0 COL ended VAL f COL id VAL p604	0
COL name VAL Commercial Recording Stuio COL place_type VAL Studio COL address VAL 112 Chenevert COL ended VAL f COL id VAL p256	COL name VAL Commercial Recording Studio COL place_type VAL Studio COL address VAL 1120 Chenevert COL ended VAL f COL id VAL p549	1
COL name VAL High Hold Studio COL place_type VAL Studio COL ended VAL f COL id VAL p90	COL name VAL The Firehouse COL place_type VAL Venue COL address VAL 1015 N 1st St Phoenix AnZ 85004 COL coordinates VAL 3.3458065112072556e+16 COL ended VAL t COL id VAL p417	0
COL name VAL Sandkvie Studio COL place_type VAL Studio COL ended VAL f COL id VAL p441	COL name VAL The Wamdue Room COL place_type VAL Studio COL ended VAL f COL id VAL p223	0
COL name VAL MRA Arena COL place_type VAL Indoor arena COL ended VAL f COL id VAL p123	COL name VAL Klanglabor Weimar COL place_type VAL Studio COL ended VAL f COL id VAL p533	0
COL name VAL Dance Planet LX COL place_type VAL Studio COL ended VAL f COL id VAL p561	COL name VAL High HoldStudio COL place_type VAL Studio COL ended VAL f COL id VAL p327	0
COL name VAL Red Brn COL ended VAL f COL id VAL p38	COL name VAL Irwin Art Studio COL place_type VAL Studio COL ended VAL f COL id VAL p578	0
COL name VAL Gylkenbergsalen COL coordinates VAL 601791249222.0 COL ended VAL f COL id VAL p470	COL name VAL Surrealis Souds COL place_type VAL Studio COL ended VAL f COL id VAL p113	0
COL name VAL West Sound Studio COL place_type VAL Studio COL ended VAL f COL id VAL p652	COL name VAL Rushents Mansion COL place_type VAL Studio COL ended VAL f COL id VAL p583	0
COL name VAL Kunsthalle Wjen COL place_type VAL Other COL address VAL Museumsplatz 1 1070 Wien Austria COL coordinates VAL 4820294816357993.0 COL ended VAL f COL id VAL p603	COL name VAL Surrealis Sounds COL place_type VAL Studio COL ended VAL f COL id VAL p555	0
COL name VAL Festival Messiaen au Paeys de la Meije COL place_type VAL ue COL address VAL Grave COL ended VAL f COL id VAL p500	COL name VAL Festival Messiaen au Pays de la Meije COL place_type VAL Venue COL address VAL La Garve COL ended VAL f COL id VAL p595	1
COL name VAL Glass Hand St8dios COL place_type VAL Studio COL ended VAL f COL id VAL p136	COL name VAL DNA Syudios COL place_type VAL Studio COL ended VAL f COL id VAL p28	0
COL name VAL Parkhill Studios COL place_type VAL Studio COL ended VAL f COL id VAL p115	COL name VAL Pieve di Palazzo Pignano COL place_type VAL Religious building COL ended VAL f COL id VAL p548	0
COL name VAL House of Culture Vltavská COL place_type VAL Venue COL ended VAL f COL id VAL p295	COL name VAL House of Culture Vltjavská COL place_type VAL Venue COL ended VAL f COL id VAL p712	1
COL name VAL The Pit COL place_type VAL Studio COL ended VAL f COL id VAL p249	COL name VAL The Plt COL place_type VAL Studio COL ended VAL f COL id VAL p572	1
COL name VAL Rogers Centre COL place_type VAL Stadium COL address VAL One Blue Jays Way Toronto Ontario Canada M5V 1J3 COL coordinates VAL 4364138979389167.0 COL ended VAL f COL id VAL p189	COL name VAL Bliss Stvdios COL place_type VAL Studio COL ended VAL f COL id VAL p387	0
COL name VAL Grand Théâtre de Québec COL place_type VAL Venue COL address VAL 269 boulevard René‐Lévesque Est COL ended VAL f COL id VAL p644	COL name VAL Mottow Sounz Studio COL place_type VAL Studio COL ended VAL f COL id VAL p315	0
COL name VAL CorbNation Studips COL place_type VAL Studio COL ended VAL f COL id VAL p737	COL name VAL CorbNati9n Studios COL place_type VAL Studio COL ended VAL f COL id VAL p748	1
COL name VAL Nezlobin Theatre COL place_type VAL Venue COL ended VAL f COL id VAL p654	COL name VAL Gylkenbergsalen COL coordinates VAL 601791249222.0 COL ended VAL f COL id VAL p470	0
COL name VAL DLR Studio COL place_type VAL Studio COL ended VAL f COL id VAL p393	COL name VAL DLR Stud:o COL place_type VAL Studio COL ended VAL f COL id VAL p650	1
COL name VAL BankPlus Amphitheatre at Snowden Grove COL place_type VAL Venue COL address VAL 6285 Snowden Ln Southaven MS 38672 COL coordinates VAL 3495111189933889.0 COL ended VAL f COL id VAL p84	COL name VAL Blq COL place_type VAL Venue COL address VAL Bornheimerstraßen 2022 53111 Bonn COL coordinates VAL 507364057093592.0 COL ended VAL f COL id VAL p202	0
COL name VAL Bls COL place_type VAL Veneu COL address VAL Bornheimerstraße 022 53111 Bonn COL coordinates VAL 507364057093592.0 COL ended VAL f COL id VAL p201	COL name VAL Herbert Place Sudios COL place_type VAL Studio COL ended VAL f COL id VAL p6	0
COL name VAL Irwin Art Studio COL place_type VAL Studio COL ended VAL f COL id VAL p578	COL name VAL CorbNati9n Studios COL place_type VAL Studio COL ended VAL f COL id VAL p748	0
COL name VAL Radi oRecords Sgudio COL place_type VAL Studio COL ended VAL f COL id VAL p248	COL name VAL Southminster United Church COL place_type VAL Religious building COL address VAL 15 Aylmer Avenue COL coordinates VAL 453954475685268.0 COL ended VAL f COL id VAL p80	0
COL name VAL The Jungle COL place_type VAL Studio COL ended VAL  COL id VAL p116	COL name VAL The Jurigle COL place_type VAL Studio COL ended VAL f COL id VAL p702	1
COL name VAL St Cecilia COL place_type VAL building Religious COL ended VAL f COL id VAL p717	COL name VAL Piazza Napoleone COL place_type VAL Other COL address VAL Piazza Napoleone 27 55100 Lucca LU Italy COL coordinates VAL 4384139710502667.0 COL ended VAL f COL id VAL p714	0
COL name VAL ExEx Audio COL place_type VAL Studio COL ended VAL f COL id VAL p739	COL name VAL Boogie Park Studio COL place_type VAL Studio COL address VAL Boogie Park Studios Eulenstraße 70 A 22763 Hamburg COL coordinates VAL 535515779923772.0 COL ended VAL f COL id VAL p732	0
COL name VAL Capella COL place_type VAL Venue COL address VAL Лиговский пр дом 50 корпус 16 COL coordinates VAL 599355333036554.0 COL ended VAL f COL id VAL p380	COL name VAL Sandkvie Studio COL place_type VAL Studio COL ended VAL f COL id VAL p441	0
COL name VAL Prague COL place_type VAL Venue COL address VAL 422 Congress Ave Ste B Austin TX 78701 COL coordinates VAL 3026704197743522.0 COL ended VAL t COL id VAL p466	COL name VAL Union Street Studios COL place_type VAL Sutdio COL ended VAL f COL id VAL p122	0
COL name VAL Kunsthalle Wien COL place_type VAL Other COL address VAL Museumsplatz 1 1070 Wien Austriak COL coordinates VAL 4820294816357993.0 COL ended VAL f COL id VAL p604	COL name VAL Christopher Lydons Home COL ended VAL f COL id VAL p718	0
COL name VAL The Juhgle COL place_type VAL Studio COL ended VAL f COL id VAL p265	COL name VAL The Jurigle COL place_type VAL Studio COL ended VAL f COL id VAL p702	1
COL name VAL Mottow Sounclz Studio COL place_type VAL Studio COL ended VAL f COL id VAL p316	COL name VAL Mottow Soundz Studio COL place_type VAL Stduio COL ended VAL f COL id VAL p346	1
COL name VAL Horta Hakl COL place_type VAL Venue COL ended VAL f COL id VAL p402	COL name VAL Basilique SaintBonaventure de Lyon COL place_type VAL Religious building COL address VAL 7 place des Cordeliers 69002 Lyon COL coordinates VAL 457631444836905.0 COL ended VAL f COL id VAL p40	0
COL name VAL PolydorStudio München COL place_type VAL Studio COL ended VAL f COL id VAL p128	COL name VAL Pacific Spirit United Church COL place_type VAL Religious building COL address VAL 2195 W 45th Avenue Vancouver BC V6M 2J2 COL ended VAL f COL id VAL p446	0
COL name VAL Stjdios COL place_type VAL Studio COL ended VAL f COL id VAL p247	COL name VAL DNA Studios COL place_type VAL Studio COL ended VAL f COL id VAL p349	1
COL name VAL The Funkmosphere Lab COL place_type VAL Studio COL ended VAL f COL id VAL p119	COL name VAL BernHaus Studios COL place_type VAL Studio COL ended VAL f COL id VAL p699	0
COL name VAL Zwinglikirche COL place_type VAL Religious building COL address VAL Rudolfstraße 14 Berlin 10245 COL coordinates VAL 52503421345457.0 COL ended VAL f COL id VAL p673	COL name VAL Location B COL ended VAL f COL id VAL p721	0
COL name VAL Long Beach City College COL place_type VAL Educational institution COL coordinates VAL 3.3834167118135556e+16 COL ended VAL f COL id VAL p268	COL name VAL Gylkenbergsalen COL coordinates VAL 601791249222.0 COL ended VAL f COL id VAL p470	0
COL name VAL Kleiner Konzertsaal COL place_type VAL Venue COL address VAL Rosenheimer Straße 5 81667 München COL coordinates VAL 481313211590463.0 COL ended VAL f COL id VAL p448	COL name VAL  COL place_type VAL Venue COL address VAL Rosenheimer StraÃe 5 81667 MÃ¼nchen COL coordinates VAL 481313211590463.0 COL ended VAL f COL id VAL p542	1
COL name VAL Dance Planet LX COL place_type VAL Studio COL ended VAL f COL id VAL p561	COL name VAL  COL place_type VAL tSudio COL ended VAL f COL id VAL p368	0
COL name VAL Polideportivo la de Junta de Castiloa y LeÃ³n COL place_type VAL Other COL ended VAL f COL id VAL p570	COL name VAL Polideportivo de la Junta de Castllla y León COL place_type VAL Other COL ended VAL f COL id VAL p571	1
COL name VAL Polideportivo de la Junta de Castilla y León COL place_type VAL Other COL ended VAL f COL id VAL p32	COL name VAL Polideportivo la de Junta de Castiloa y LeÃ³n COL place_type VAL Other COL ended VAL f COL id VAL p570	1
COL name VAL The Firehouse COL place_type VAL Venue COL address VAL 1015 N 1st St Phoenix AnZ 85004 COL coordinates VAL 3.3458065112072556e+16 COL ended VAL t COL id VAL p417	COL name VAL Lyceum Theatre COL place_type VAL Venue COL address VAL 21 Wellington Street London WC2E 7RQ COL coordinates VAL 51511556011975.0 COL ended VAL f COL id VAL p3	0
COL name VAL Mølla Studio COL place_type VAL Studio COL ended VAL f COL id VAL p507	COL name VAL Parc LéonidasDufresne COL place_type VAL Other COL address VAL Parc Léonidas Dufresne ValDavid QC J0T 2N0 COL coordinates VAL 4603107474207758.0 COL ended VAL f COL id VAL p651	0
COL name VAL Canberra Theate Centre COL place_type VAL Venue COL ended VAL f COL id VAL p450	COL name VAL Canberfa Theatre Centre COL place_type VAL Venue COL ended VAL f COL id VAL p451	1
