COL primaryName VAL William KyleZ COL primaryProfession VAL actor COL id VAL nm21965999	COL primaryName VAL Annabel ChongQ COL primaryProfession VAL actress COL id VAL nm21964178	0
COL primaryName VAL Santiago Barreiro COL primaryProfession VAL cinematographer-producer COL id VAL nm1374486	COL primaryName VAL Dyanna Lauren COL primaryProfession VAL actress-director-writer COL id VAL nm21959911	0
COL primaryName VAL Michael Wetherburn COL primaryProfession VAL composer COL id VAL nm21968498	COL primaryName VAL Michael Wetherburn COL primaryProfession VAL composre COL id VAL nm4325325	1
COL primaryName VAL Yan Hsiao COL primaryProfession VAL actor COL id VAL nm7039361	COL primaryName VAL Yan Hsiao COL primaryProfession VAL actor COL id VAL nm21964658	1
COL primaryName VAL Hope Perello COL primaryProfession VAL miscellaneous-producer-director COL id VAL nm0673268	COL primaryName VAL Yuri Pugach COL primaryProfession VAL production_designer-set_decorator COL id VAL nm0700008	0
COL primaryName VAL Veronica Ferres COL primaryProfession VAL actress-produ-miscellaneous COL id VAL nm0274704	COL primaryName VAL Dashwood Nathan COL primaryProfession VAL actor-stunts COL id VAL nm2749039	0
COL primaryName VAL Emily Brooks COL primaryProfession VAL actress-writer COL id VAL nm21963672	COL primaryName VAL Fatma GirikQ COL primaryProfession VAL actress-producer-writer COL id VAL nm21969475	0
COL primaryName VAL Zohre Hamidi COL primaryProfession VAL actress COL id VAL nm2246020	COL primaryName VAL Bhushan Kumar COL primaryProfession VAL producer-writer-miscellaneous COL id VAL nm21964304	0
COL primaryName VAL Vernon Dent COL primaryProfession VAL actor-writer-soundtrack COL id VAL nm21967400	COL primaryName VAL Master Bhagwan COL primaryProfession VAL actor-director-writer COL id VAL nm21956816	0
COL primaryName VAL Bill McLaughlin COL primaryProfession VAL  COL id VAL nm21968321	COL primaryName VAL Bill McLaughlin COL primaryProfession VAL actor COL id VAL nm0572279	1
COL primaryName VAL MohanaA COL primaryProfession VAL production_manager COL id VAL nm21962546	COL primaryName VAL Charles Berntsein COL primaryProfession VAL composer-music_department-soundtrack COL id VAL nm0017450	0
COL primaryName VAL Rober tCummings COL primaryProfession VAL actor-director-soundtrack COL id VAL nm21958304	COL primaryName VAL Melanie LeeP COL primaryProfession VAL producer-assistant_directeditor COL id VAL nm21963087	0
COL primaryName VAL Felix Adler COL primaryProfession VAL writer-miscellaneous-actor COL id VAL nm0012148	COL primaryName VAL Felix Adler COL primaryProfession VAL writer-miscellaneous-actor COL id VAL nm21967403	1
COL primaryName VAL Delphine Chanéac COL primaryProfession VAL actress COL id VAL nm0152035	COL primaryName VAL  COL primaryProfession VAL actress COL id VAL nm21968932	1
COL primaryName VAL Sean Cruser COL primaryProfession VAL cinematographer-editor-producer COL id VAL nm21959606	COL primaryName VAL Ilse COL primaryProfession VAL producer COL id VAL nm0473381	0
COL primaryName VAL Max Klevent COL primaryProfession VAL stunts-actor-assistant_director COL id VAL nm21957751	COL primaryName VAL aMx Kleven COL primaryProfession VAL stunts-actor-assistant_director COL id VAL nm0459369	1
COL primaryName VAL Anne Cadwallader COL id VAL nm21965513	COL primaryName VAL Stephen M Lyons COL primaryProfession VAL cinematographer-camera_department COL id VAL nm21955184	0
COL primaryName VAL Jerry Watson COL primaryProfession VAL camera_department-cinematographer-miscellaneous COL id VAL nm21961191	COL primaryName VAL Jerry Watson COL primaryProfession VAL camera_department-cinematographer-miscellaneous COL id VAL nm0914697	1
COL primaryName VAL Marilu Henner COL primaryProfession VAL actress-miscellaneous-producer COL id VAL nm0000447	COL primaryName VAL Marilu Henner COL primaryProfession VAL actress-miscellaneous-producer COL id VAL nm21964717	1
COL primaryName VAL Eric Gurney COL primaryProfession VAL writer-animation_department COL id VAL nm21956249	COL primaryName VAL Anna Acton COL primaryProfession VAL actress-miscellaneous COL id VAL nm1111917	0
COL primaryName VAL Kera OBryon COL primaryProfession VAL actress-music_department-miscellaneous COL id VAL nm1142276	COL primaryName VAL Rubin II COL primaryProfession VAL  COL id VAL nm1834250	0
COL primaryName VAL Greg Perkins COL primaryProfession VAL producer-writer COL id VAL nm21967207	COL primaryName VAL Lidia Korsakówna COL primaryProfession VAL actress COL id VAL nm0466671	0
COL primaryName VAL Courtney Cummz COL primaryProfession VAL actress-director-camera_department COL id VAL nm21963330	COL primaryName VAL Reilly Askew COL primaryProfession VAL writer COL id VAL nm21968319	0
COL primaryName VAL Corey Landis COL primaryProfession VAL actor-soundtrack-writer COL id VAL nm1813063	COL primaryName VAL Corey LandisE COL primaryProfession VAL sound_department-soundtrack-writer COL id VAL nm21969644	1
COL primaryName VAL Sydni Lynnf COL primaryProfession VAL actress-writer COL id VAL nm21959288	COL primaryName VAL José Ruiz de Azagra COL primaryProfession VAL script_department-music_department-soundtrack COL id VAL nm21956747	0
COL primaryName VAL Janez Bricelj COL primaryProfession VAL editor-sound_department-actor COL id VAL nm0108530	COL primaryName VAL Sergio Amidei COL primaryProfession VAL writer-producer-assistant_director COL id VAL nm0024847	0
COL primaryName VAL Chuck Dukowski COL primaryProfession VAL soundtrack-actor-producer COL id VAL nm21965851	COL primaryName VAL  COL primaryProfession VAL soundck-actor-producer COL id VAL nm1584863	1
COL primaryName VAL Sky Taylor COL primaryProfession VAL actress COL id VAL nm1043483	COL primaryName VAL Isaac Sehayek COL primaryProfession VAL editor-producer-editorial_department COL id VAL nm0002925	0
COL primaryName VAL MohanaA COL primaryProfession VAL production_manager COL id VAL nm21962546	COL primaryName VAL Justine Triet COL primaryProfession VAL director-writer-eor COL id VAL nm2630323	0
COL primaryName VAL Andrew GernhardS COL primaryProfession VAL legal-sound_department-production_manager COL id VAL nm21957398	COL primaryName VAL Miki Ando COL primaryProfession VAL actress COL id VAL nm1759861	0
COL primaryName VAL Bestor Cram COL primaryProfession VAL cinematographer-producer-director COL id VAL nm0186109	COL primaryName VAL Allison FeltsJ COL primaryProfession VAL actress-writer-producer COL id VAL nm21959603	0
COL primaryName VAL Anup KumarH COL primaryProfession VAL set_decorator COL id VAL nm21966947	COL primaryName VAL Michel La Veaux COL primaryProfession VAL cinematographer-caa_department-director COL id VAL nm0479133	0
COL primaryName VAL Leo Tolstoyu COL primaryProfession VAL writer-soundtrack COL id VAL nm21961524	COL primaryName VAL Meghan Bradley COL primaryProfession VAL actress COL id VAL nm21958908	0
COL primaryName VAL Ali Mansuri COL primaryProfession VAL producer-miscellaneous-camera_department COL id VAL nm21966152	COL primaryName VAL  COL primaryProfession VAL producer-miscellaneous-camera_department COL id VAL nm3292686	1
COL primaryName VAL Peter Marshallw COL primaryProfession VAL animation_department COL id VAL nm21969680	COL primaryName VAL Ugur Kardas COL primaryProfession VAL manager COL id VAL nm21961110	0
COL primaryName VAL Greg Pruss COL primaryProfession VAL writer-actor-art_department COL id VAL nm21958076	COL primaryName VAL Greg Pruss COL primaryProfession VAL writer-actor-art_department COL id VAL nm0699294	1
COL primaryName VAL Charles A Nichols COL primaryProfession VAL animation_department-director-producer COL id VAL nm21956041	COL primaryName VAL Orion Kaminky COL primaryProfession VAL director-writer-cinematographer COL id VAL nm6840102	0
COL primaryName VAL Harry H Corbett COL primaryProfession VAL actor-writer-soundtrack COL id VAL nm21959683	COL primaryName VAL Marija Karan COL primaryProfession VAL actress COL id VAL nm21956111	0
COL primaryName VAL Catherine Stepien COL primaryProfession VAL production_designer-costume_department-actress COL id VAL nm21955058	COL primaryName VAL Catherine Stepien COL primaryProfession VAL production_designer-costume_department-actress COL id VAL nm6772561	1
COL primaryName VAL Joseph Sistrom COL primaryProfession VAL producer-writer-miscellaneous COL id VAL nm0803161	COL primaryName VAL John de Lancieu COL primaryProfession VAL actor-soundtrack-producer COL id VAL nm21960803	0
COL primaryName VAL  COL primaryProfession VAL cinematographer-camera_department-actor COL id VAL nm4052377	COL primaryName VAL Joe Siracusa COL primaryProfession VAL music_department-sound_department-editorial_department COL id VAL nm0802733	0
COL primaryName VAL  COL primaryProfession VAL director-writer-producer COL id VAL nm0820232	COL primaryName VAL Moe Howard COL primaryProfession VAL actor-soundtrack-writer COL id VAL nm0002935	0
COL primaryName VAL Anna Rizzo COL primaryProfession VAL  COL id VAL nm5042825	COL primaryName VAL Anna Rizzo COL primaryProfession VAL actress-composer COL id VAL nm21962305	1
COL primaryName VAL Guy Glovere COL primaryProfession VAL producer-actor-writer COL id VAL nm21963924	COL primaryName VAL Cristina Bella COL primaryProfession VAL actress-make_up_department-costume_department COL id VAL nm1157236	0
COL primaryName VAL Xiaobao Song COL primaryProfession VAL actor COL id VAL nm9587599	COL primaryName VAL Alban Aumard COL primaryProfession VAL actor COL id VAL nm1117382	0
COL primaryName VAL Paul Cattermole COL primaryProfession VAL actor-soundtrack COL id VAL nm0146366	COL primaryName VAL  COL primaryProfession VAL casting_department-soundtrack COL id VAL nm21963487	1
COL primaryName VAL Edward Faulkner COL primaryProfession VAL actor-director-art_director COL id VAL nm0269067	COL primaryName VAL Edward Faulkner COL primaryProfession VAL actor-director-art_director COL id VAL nm21960806	1
COL primaryName VAL Sky Taylor COL primaryProfession VAL actress COL id VAL nm1043483	COL primaryName VAL Enrique Jarlego COL primaryProfession VAL editor-director-actor COL id VAL nm1346476	0
COL primaryName VAL Haleigh Oliverp COL primaryProfession VAL actress COL id VAL nm21968516	COL primaryName VAL Ali Miri COL primaryProfession VAL actor-director-writer COL id VAL nm2272335	0
COL primaryName VAL Mat Powell COL primaryProfession VAL producer-actor COL id VAL nm6449795	COL primaryName VAL Mat Powell COL primaryProfession VAL producer-actor COL id VAL nm21964947	1
COL primaryName VAL Forrest Stanley COL primaryProfession VAL actor-writer COL id VAL nm0822477	COL primaryName VAL Francis LaiJ COL primaryProfession VAL writer-soundtrack-music_department COL id VAL nm21967486	0
COL primaryName VAL Sarah Youngg COL primaryProfession VAL transportation_department-producer-director COL id VAL nm21955434	COL primaryName VAL Lee COL primaryProfession VAL producer-writer-actor COL id VAL nm0498278	0
COL primaryName VAL Carvalho COL primaryProfession VAL actress COL id VAL nm5324446	COL primaryName VAL Duhmal COL primaryProfession VAL actor COL id VAL nm21956814	0
COL primaryName VAL Helena TrestÃ­kovÃ¡ COL primaryProfession VAL director-writer-actress COL id VAL nm0872281	COL primaryName VAL Penpak Sirikul COL primaryProfession VAL atcress COL id VAL nm21959847	0
COL primaryName VAL Paluine Curley COL primaryProfession VAL actress COL id VAL nm0192763	COL primaryName VAL Irene Di Lelio COL primaryProfession VAL director-writer COL id VAL nm6069381	0
COL primaryName VAL  COL primaryProfession VAL actress COL id VAL nm21958226	COL primaryName VAL George Formby Sr COL primaryProfession VAL actor COL id VAL nm1554639	0
COL primaryName VAL Brigitte Horney COL primaryProfession VAL actress-soundtrack COL id VAL nm0395148	COL primaryName VAL Thomas Cowan COL id VAL nm21957970	0
COL primaryName VAL Terry Prewitt_ COL primaryProfession VAL sound_department COL id VAL nm21959111	COL primaryName VAL Terry Prewitt COL id VAL nm6577319	1
COL primaryName VAL Chris Cook COL primaryProfession VAL actor COL id VAL nm21955375	COL primaryName VAL Oleg oBrisovq COL primaryProfession VAL  COL id VAL nm21960540	0
COL primaryName VAL Haleigh Oliver COL primaryProfession VAL actress COL id VAL nm21968513	COL primaryName VAL  COL primaryProfession VAL edi COL id VAL nm0377473	0
COL primaryName VAL Jeremiah Bitsui COL primaryProfession VAL actor-producer-casting_department COL id VAL nm0084497	COL primaryName VAL Jeremiah BitsuiV COL primaryProfession VAL actor-producer-casting_department COL id VAL nm21956799	1
COL primaryName VAL Mino Carta IID COL primaryProfession VAL animation_department COL id VAL nm21968108	COL primaryName VAL  COL primaryProfession VAL director-writer COL id VAL nm21967489	0
COL primaryName VAL Emily Cutting COL primaryProfession VAL actress COL id VAL nm3704983	COL primaryName VAL  COL primaryProfession VAL actress-music_department COL id VAL nm0014423	0
COL primaryName VAL Margot Volnay COL primaryProfession VAL writer COL id VAL nm1364764	COL primaryName VAL Thomas Osgood COL primaryProfession VAL  COL id VAL nm21965824	0
COL primaryName VAL Yuriko Yamamoto COL primaryProfession VAL actress-soundtrack COL id VAL nm21962449	COL primaryName VAL Özlem Öçalmaz COL primaryProfession VAL actress COL id VAL nm21958208	0
COL primaryName VAL Lauren Lapkus COL primaryProfession VAL actress-music_department-writer COL id VAL nm1944055	COL primaryName VAL Arturo Perez Jr COL primaryProfession VAL director-writer-cinematographer COL id VAL nm21963696	0
COL primaryName VAL Mario Temes COL primaryProfession VAL actor-cinematographer-director COL id VAL nm21959528	COL primaryName VAL Chris Squirey COL primaryProfession VAL sound_department-producer-composer COL id VAL nm21959173	0
COL primaryName VAL Valley Keene COL primaryProfession VAL actress COL id VAL nm0444742	COL primaryName VAL Valley KeeneR COL primaryProfession VAL animation_department COL id VAL nm21960201	1
COL primaryName VAL Trevor Ilesley COL id VAL nm21963571	COL primaryName VAL Moneera Girshab COL primaryProfession VAL actress COL id VAL nm21959546	0
COL primaryName VAL Aishwarya COL primaryProfession VAL actress COL id VAL nm1027293	COL primaryName VAL Antonio Urdapilleta COL primaryProfession VAL producer-production_manager-assistant_director COL id VAL nm1692647	0
COL primaryName VAL David Amito COL primaryProfession VAL actor-writer-producer COL id VAL nm3568215	COL primaryName VAL  COL primaryProfession VAL actress-writer-producer COL id VAL nm5645656	0
COL primaryName VAL Megumi Hayashibara COL primaryProfession VAL actress-soundtrack-music_department COL id VAL nm0370677	COL primaryName VAL Samantha StephensV COL primaryProfession VAL actress COL id VAL nm21963697	0
COL primaryName VAL John Dennis COL primaryProfession VAL actor COL id VAL nm21961304	COL primaryName VAL John Dennis COL primaryProfession VAL actor COL id VAL nm0112392	1
COL primaryName VAL Paul Sloane COL primaryProfession VAL writer-director-producer COL id VAL nm0806061	COL primaryName VAL Vishnuprasad Palinje COL primaryProfession VAL cinematographer COL id VAL nm9536366	0
COL primaryName VAL Tom MixU COL primaryProfession VAL transportation_department-director-writer COL id VAL nm21956060	COL primaryName VAL James COL primaryProfession VAL director-cinematographer-editor COL id VAL nm21959877	0
COL primaryName VAL  COL primaryProfession VAL actor COL id VAL nm21964330	COL primaryName VAL Frank Qutuq Irelanv COL primaryProfession VAL animation_department COL id VAL nm21958695	0
COL primaryName VAL Christopher C Dewey COL primaryProfession VAL producer-miscellaneous COL id VAL nm21961767	COL primaryName VAL Dániel KeresztafalviD COL primaryProfession VAL assistant_director COL id VAL nm21963863	0
COL primaryName VAL Ross Andersona COL primaryProfession VAL miscellaneous COL id VAL nm21963601	COL primaryName VAL Li Fu COL primaryProfession VAL composer-writer-director COL id VAL nm0297133	0
COL primaryName VAL Ivo Uukkivi COL primaryProfession VAL actor-producer COL id VAL nm21962872	COL primaryName VAL Ivo Uukkivi COL primaryProfession VAL actor-producer COL id VAL nm0882616	1
COL primaryName VAL Kitarô Muro COL primaryProfession VAL producer-writer-director COL id VAL nm3496977	COL primaryName VAL Kitarô Muro COL primaryProfession VAL  COL id VAL nm21959575	1
COL primaryName VAL Arland Wrigley COL primaryProfession VAL composer-soundtrack COL id VAL nm21955136	COL primaryName VAL Ankush ChaudhariY COL primaryProfession VAL actor-director-writer COL id VAL nm21964212	0
COL primaryName VAL David Jaffes COL primaryProfession VAL sound_department-miscellaneous-director COL id VAL nm21954957	COL primaryName VAL Bastian Schiøtt COL primaryProfession VAL camera_department-cinematgorapher-writer COL id VAL nm21966350	0
COL primaryName VAL Chip Foose_ COL primaryProfession VAL miscellaneous-producer-actor COL id VAL nm21967804	COL primaryName VAL Lee COL primaryProfession VAL producer-writer-actor COL id VAL nm0498278	0
COL primaryName VAL Filemon Wesselink COL primaryProfession VAL actor COL id VAL nm21964156	COL primaryName VAL Zygmunt Zintel COL primaryProfession VAL actor COL id VAL nm0957088	0
COL primaryName VAL Sebastián Schjaerr COL primaryProfession VAL editor-director-writer COL id VAL nm21963857	COL primaryName VAL Sebastián Schjaer COL primaryProfession VAL editor-director-writer COL id VAL nm4398028	1
COL primaryName VAL Gordy Haab COL primaryProfession VAL composer-music_department-soundtrack COL id VAL nm21969632	COL primaryName VAL Gordy Haab COL primaryProfession VAL composer-music_department-soundtrack COL id VAL nm1571576	1
COL primaryName VAL Guy Maddin COL primaryProfession VAL director-writer-cinematographer COL id VAL nm21958107	COL primaryName VAL Guy Maddinn COL primaryProfession VAL director-writer-cinematographer COL id VAL nm21955271	1
COL primaryName VAL Elliot Bakkejord COL primaryProfession VAL actor COL id VAL nm9042114	COL primaryName VAL Marc Barbé COL primaryProfession VAL actor-director-writer COL id VAL nm21956504	0
COL primaryName VAL Giulia Gualano_ COL primaryProfession VAL stunts COL id VAL nm21964084	COL primaryName VAL Giulia Gualano COL primaryProfession VAL actress COL id VAL nm5816469	1
COL primaryName VAL Kurt Patino_ COL primaryProfession VAL managerw-riter-producer COL id VAL nm21969631	COL primaryName VAL Ron Selmour COL primaryProfession VAL actor-stunts-miscellaneous COL id VAL nm0783498	0
COL primaryName VAL Michael Dougherty COL primaryProfession VAL writerrector-actor COL id VAL nm1002424	COL primaryName VAL Nathan Marquardtx COL primaryProfession VAL actor COL id VAL nm21956602	0
COL primaryName VAL Frank M RobinsonR COL primaryProfession VAL writer-actor COL id VAL nm21969199	COL primaryName VAL Sophie Rundle COL primaryProfession VAL actress COL id VAL nm2570706	0
COL primaryName VAL P Bhaskaran COL primaryProfession VAL music_department-director-actor COL id VAL nm21961092	COL primaryName VAL Dan Robinson COL primaryProfession VAL editor-producer COL id VAL nm21969140	0
COL primaryName VAL Simon BeaufilsS COL primaryProfession VAL editorial_department-camera_department COL id VAL nm21963981	COL primaryName VAL Simon Beaufils COL primaryProfession VAL cinematographer-camera_department COL id VAL nm21963983	1
COL primaryName VAL Ilse Kubaschewskii COL primaryProfession VAL producer COL id VAL nm21968146	COL primaryName VAL Chiranjeevi COL primaryProfession VAL actor-producer-music_department COL id VAL nm0158112	0
COL primaryName VAL David Jaffe COL primaryProfession VAL writer-miscellaneous-director COL id VAL nm1558495	COL primaryName VAL Thomas Cowan COL id VAL nm10580671	0
COL primaryName VAL Carol Castro COL primaryProfession VAL actress COL id VAL nm21959640	COL primaryName VAL Carol Castro COL primaryProfession VAL aess COL id VAL nm1365217	1
COL primaryName VAL Jimmy Pawlak COL primaryProfession VAL actor COL id VAL nm0668007	COL primaryName VAL Andrew Gernhard COL primaryProfession VAL producer-sound_department-production_manager COL id VAL nm1292366	0
COL primaryName VAL Peter Boseq COL primaryProfession VAL executive COL id VAL nm21966014	COL primaryName VAL Marilu Henner COL primaryProfession VAL actress-miscellaneous-producer COL id VAL nm0000447	0
COL primaryName VAL Ege Aydan COL primaryProfession VAL actor COL id VAL nm21961182	COL primaryName VAL Ege Aydan COL primaryProfession VAL actor COL id VAL nm0043709	1
COL primaryName VAL Giorgio Amato COL primaryProfession VAL writer-director-producer COL id VAL nm5294953	COL primaryName VAL  COL primaryProfession VAL composer-music_department-soundtrack COL id VAL nm0631308	0
COL primaryName VAL Lucy Clements COL primaryProfession VAL make_up_department-actress COL id VAL nm4782751	COL primaryName VAL Taylor Cookk COL primaryProfession VAL script_department COL id VAL nm21962568	0
COL primaryName VAL Ryan COL id VAL nm21965064	COL primaryName VAL Meche Barba COL primaryProfession VAL actress-soundtrack COL id VAL nm21962881	0
COL primaryName VAL Vandemataram Srinivas COL primaryProfession VAL composer-music_department-actor COL id VAL nm0820258	COL primaryName VAL Glenn Montgomery COL primaryProfession VAL writer-costume_department COL id VAL nm21960473	0
COL primaryName VAL George Formby Sr COL primaryProfession VAL actor COL id VAL nm21965321	COL primaryName VAL Tiffany J Johnson COL primaryProfession VAL producer-miscellaneous-director COL id VAL nm2522605	0
COL primaryName VAL Bibhutibhushan Bandyopadhyay COL primaryProfession VAL writer COL id VAL nm21966950	COL primaryName VAL Ryôtarô Okiayu COL primaryProfession VAL actor-soundtrack COL id VAL nm0645636	0
COL primaryName VAL Robert Englund COL primaryProfession VAL actor-miscellaneous-director COL id VAL nm0000387	COL primaryName VAL Jon MarshallU COL primaryProfession VAL music_department-writer-camear_department COL id VAL nm21963671	0
