track,artist_credit
id-2926104,id-3078
rec-4525377-dup-1,id-39892
id-28232400,id-1674801
id-27605894,id-1956044
id-10232939,id-269353
id-28224671,id-1988644
id-10184577,id-144525
rec-11593194-dup-0,id-69442
rec-18689506-dup-1,id-400653
rec-18689506-dup-0,id-400653
id-8447454,id-64925
id-8651123,id-34990
rec-767599-dup-1,rec-190-dup-0
id-7106250,id-123
rec-767599-dup-2,rec-190-dup-0
id-8765534,id-659338
id-30700009,id-2535045
id-1010301,id-35718
rec-8678959-dup-0,id-806820
rec-8678959-dup-2,id-806820
rec-14038920-dup-2,rec-861351-dup-0
id-10793,id-2986
id-10900064,id-187887
rec-7159054-dup-2,rec-558971-dup-0
rec-13378411-dup-0,id-193186
rec-15228933-dup-0,rec-257825-dup-0
id-9392398,id-806808
rec-2230935-dup-0,rec-39319-dup-0
rec-15310823-dup-2,id-1213693
id-11613929,id-98609
rec-30655623-dup-0,id-12181
id-10646824,id-877768
rec-4906243-dup-1,id-114790
rec-6659011-dup-2,rec-518333-dup-1
id-38702863,id-3306794
rec-12795962-dup-0,id-9579
id-12216093,id-1655
rec-9475106-dup-0,id-816227
id-2939564,id-840183
id-12686924,id-189646
rec-7682389-dup-0,id-100968
rec-7682389-dup-1,id-100968
id-620647,id-36957
id-6906364,id-542277
rec-8309085-dup-0,id-353796
rec-3000456-dup-0,id-916
id-13952975,id-245106
id-13310347,id-82973
rec-10344385-dup-0,rec-774371-dup-1
id-1569509,id-82218
id-2922555,id-175568
rec-7709855-dup-1,id-61915
rec-12738060-dup-0,id-4746
id-6868939,id-535220
id-1697648,id-142969
id-841343,id-34632
id-3728343,id-299405
id-2605291,id-74202
id-3238419,id-245697
rec-5800600-dup-0,rec-9681-dup-0
id-9524102,id-653364
rec-4289379-dup-2,id-326052
rec-14971740-dup-1,rec-1178503-dup-1
rec-14971740-dup-0,rec-1178503-dup-1
rec-14971740-dup-2,rec-1178503-dup-0
rec-8011500-dup-2,rec-299749-dup-1
id-27560629,id-2375384
id-13041535,id-35007
id-4423935,id-306639
id-11852348,id-944129
id-12389375,id-243181
id-5709659,id-8667
id-11006206,id-63091
id-9400542,id-35999
rec-1292648-dup-0,id-119323
id-8704892,id-871679
id-39746281,id-1532644
id-6721897,id-1763
id-13440253,id-347
rec-5801253-dup-0,rec-273266-dup-0
rec-4826847-dup-0,id-366906
id-12956168,id-6849
id-11756375,id-355316
id-3231629,id-149983
id-9477716,id-661214
id-12602223,id-755083
id-2714792,id-12078
id-12561373,id-998494
rec-3484435-dup-0,rec-11203-dup-0
rec-5411624-dup-0,id-2644
id-217746,id-55858
id-24542250,id-49606
id-2648981,id-88515
rec-5411624-dup-1,id-2644
id-17728513,id-525598
id-5708923,id-437624
id-4114230,id-164994
id-30674278,id-148462
rec-5411624-dup-2,id-2644
id-12773390,id-1013218
id-12704202,id-54602
id-1226117,id-32989
rec-1670535-dup-0,rec-74319-dup-0
id-12313770,id-55592
id-28180853,id-2421846
id-9278908,id-701452
id-5188942,id-1699
rec-9123084-dup-2,id-238570
rec-9123084-dup-0,id-238570
rec-12798107-dup-0,id-281402
rec-7715367-dup-1,id-208110
id-9810693,id-9696
id-15408931,id-663546
id-6972717,id-5160
id-3858138,id-208656
rec-7979378-dup-0,id-938
rec-9352922-dup-1,rec-705359-dup-0
rec-7979378-dup-2,id-938
id-1328193,id-11411
id-3529157,id-35749
id-12977624,id-1030463
id-3137765,id-180143
id-9827819,id-2784
id-4208018,id-37180
id-7363890,id-427385
id-5102645,id-338696
rec-4406235-dup-0,rec-49369-dup-0
rec-7225120-dup-0,id-563984
id-5195318,id-400561
id-3524871,id-268632
id-1670535,id-74319
id-13162419,id-1044143
id-7579522,id-69537
id-8201547,id-595981
rec-3266324-dup-1,id-5679
id-32660205,id-955512
id-2953729,id-817769
id-37696336,id-853346
rec-25363348-dup-0,id-2210429
id-11181631,id-33371
rec-2843080-dup-0,rec-236-dup-0
rec-9123084-dup-1,id-238570
rec-6814326-dup-0,id-2207574
id-3742460,id-202528
id-23022678,id-2001420
id-12813314,id-433619
id-11223487,id-863419
id-3934391,id-12651
id-13816407,id-728837
id-4919713,id-375147
rec-32671973-dup-1,id-9098
id-12085317,id-961202
rec-28179939-dup-1,id-1713140
id-9775234,id-732457
id-7929976,id-273294
id-9484108,id-820421
rec-1852160-dup-1,rec-23121-dup-1
id-3041429,id-229488
rec-12390966-dup-0,id-842423
rec-2973421-dup-0,rec-20638-dup-0
id-9352922,id-705359
id-5520696,id-106599
id-9352846,id-226974
rec-2357211-dup-2,id-34681
id-13786240,id-41636
rec-4093210-dup-1,id-95377
id-600299,id-67853
id-30655623,id-12181
id-16820816,id-629087
rec-12350653-dup-1,rec-980385-dup-0
id-5411624,id-2644
rec-473544-dup-0,id-45713
id-13613834,id-1081113
id-11377317,id-35536
id-13033838,id-367119
id-9635115,id-721700
rec-3418991-dup-1,id-3271
id-18831299,id-6238
id-5356853,id-325744
id-4666198,id-839547
id-11625783,id-10558
id-10123375,id-48009
id-11236617,id-395884
id-30719358,id-2653183
rec-32659847-dup-1,rec-57397-dup-1
id-9883190,id-740464
rec-28209871-dup-2,rec-2424495-dup-0
rec-8383130-dup-1,rec-645508-dup-0
rec-8383130-dup-0,rec-645508-dup-1
rec-24390037-dup-2,rec-595139-dup-0
id-4855034,id-5613
rec-24390037-dup-0,rec-595139-dup-0
id-10122233,id-599427
rec-23072234-dup-2,rec-852453-dup-0
id-13716178,id-1089060
id-15904464,id-1259921
id-12501628,id-57184
rec-2456497-dup-1,id-91552
id-24386042,id-2127032
id-5162253,id-9617
rec-24460299-dup-0,id-817
id-10698928,id-797091
id-4499981,id-140514
id-8828131,id-670719
rec-3729056-dup-0,id-284133
id-9845142,id-126774
id-12830547,id-316998
id-877901,id-77045
id-14455171,id-24465
id-7159054,id-558971
id-24417436,id-1245090
rec-2493053-dup-0,id-81933
rec-8932539-dup-0,id-678164
rec-6215457-dup-0,rec-79083-dup-1
id-8227651,id-634733
rec-107388-dup-0,id-7834
id-3662846,id-279069
id-2539241,id-21238
id-6798067,id-1194804
rec-9843881-dup-0,rec-737792-dup-1
rec-34250935-dup-0,id-176300
id-4542607,id-147652
rec-34246522-dup-1,id-2936280
rec-16562386-dup-0,id-5040
id-3011079,id-227517
id-14644503,id-1158038
id-11356395,id-873177
id-5010526,id-58636
rec-15923282-dup-0,id-372448
id-18782825,id-49247
id-10437655,id-778341
rec-15923282-dup-1,id-372448
id-394135,id-39293
id-10793900,id-37545
id-28965141,id-2097598
rec-791424-dup-1,rec-66400-dup-0
rec-791424-dup-0,rec-66400-dup-0
id-24540245,id-948799
id-12540999,id-2417
id-3333139,id-92566
id-13862429,id-1001914
id-7715367,id-208110
rec-11966395-dup-0,rec-794376-dup-0
rec-10476982-dup-0,id-465718
id-8904250,id-676239
id-4533021,id-78627
id-1429077,id-34586
rec-2756063-dup-1,id-4906
id-39759839,id-3395376
id-13449423,id-1068875
id-1851686,id-57306
id-12795962,id-9579
rec-1879135-dup-1,rec-47079-dup-0
id-11478033,id-895593
id-7225120,id-563984
rec-10610145-dup-0,id-652821
rec-1879135-dup-0,rec-47079-dup-0
rec-5832036-dup-1,rec-349638-dup-0
id-5302156,id-407269
id-13313578,id-607518
id-12857764,id-856840
id-1060324,id-97868
id-6384896,id-31074
rec-12362283-dup-0,rec-2421153-dup-0
rec-1179431-dup-0,id-15090
rec-1654033-dup-0,id-22492
id-3482443,id-200478
rec-11657208-dup-0,id-922354
id-6765805,id-357268
id-4055932,id-33266
id-37692432,id-3221725
id-18694803,id-1479605
id-18748447,id-1485398
id-7003526,id-546609
id-8595440,id-352920
rec-2806988-dup-0,id-214449
rec-1645529-dup-0,rec-30847-dup-0
rec-2098052-dup-0,id-136311
rec-34302167-dup-0,rec-244-dup-1
id-7213442,id-37548
rec-34302167-dup-2,rec-244-dup-1
id-34285941,id-2576885
id-5518148,id-7725
id-27583999,id-1573388
id-10010646,id-168945
id-5410718,id-416887
id-14461224,id-92327
rec-12401399-dup-1,rec-149549-dup-0
rec-12401399-dup-0,rec-149549-dup-0
rec-12401399-dup-2,rec-149549-dup-0
rec-5680190-dup-2,id-336433
rec-4963045-dup-1,id-173457
id-24417617,id-153898
rec-6528828-dup-1,rec-1211592-dup-0
id-7345152,id-282247
id-2187291,id-61854
rec-7912360-dup-0,id-147599
id-3519934,id-290579
id-1668913,id-14423
id-5894809,id-299034
id-9176540,id-695643
rec-11272816-dup-0,id-111548
id-4950935,id-153687
rec-32695041-dup-1,id-805009
rec-5669688-dup-0,id-245283
id-10335430,id-2779
rec-6600153-dup-0,rec-79841-dup-0
id-5309543,id-40280
id-14406239,id-1139834
id-11185203,id-829731
id-10241559,id-469590
rec-11863154-dup-0,rec-765043-dup-0
id-13931452,id-258831
id-658526,id-379
id-6668691,id-132663
id-9683538,id-3684
id-37681385,id-193117
id-7092458,id-553678
id-30722411,id-2490460
id-6121447,id-105616
rec-8667914-dup-1,rec-661361-dup-1
rec-14413926-dup-0,id-197001
rec-4931644-dup-0,id-376292
id-1166811,id-32354
id-11922246,id-286382
rec-39759839-dup-0,id-3395376
rec-12663901-dup-0,id-72104
id-17836677,id-32116
id-12283979,id-975275
id-22765918,id-111875
rec-3849484-dup-0,id-6083
id-6322446,id-820141
rec-9230047-dup-0,id-700116
id-27593354,id-142192
rec-4963045-dup-2,id-173457
rec-4963045-dup-0,id-173457
rec-40330-dup-0,id-4628
rec-11293926-dup-2,id-872534
id-2500504,id-67071
id-18762051,id-35115
id-9753477,id-730562
id-5318139,id-685
rec-4047355-dup-1,id-33403
rec-12706423-dup-0,id-3416
rec-10059274-dup-0,rec-4356-dup-0
rec-9472996-dup-0,id-711515
rec-2125216-dup-0,id-135849
id-13877567,id-1269532
rec-2125216-dup-2,id-135849
id-4019353,id-306650
id-11592811,id-22597
id-13756403,id-652187
id-12798099,id-281401
rec-23104092-dup-2,rec-2009464-dup-0
rec-12599549-dup-0,id-8345
id-2922962,id-61158
id-985705,id-1637
rec-4289379-dup-1,id-326052
id-30649900,id-321897
id-13752143,id-871535
id-8420181,id-142903
id-9538244,id-659517
id-8243402,id-1616
rec-6528975-dup-2,id-92623
id-8449595,id-649189
id-38695719,id-3306294
id-13725856,id-1089906
id-7083599,id-552995
id-7295050,id-569503
id-514031,id-25
rec-14461224-dup-0,rec-92327-dup-0
rec-12599549-dup-1,id-8345
rec-18258193-dup-0,id-1387999
id-11772720,id-289946
rec-15485478-dup-0,id-194645
id-8008377,id-187316
id-6040597,id-339055
id-32660894,id-383784
rec-8610197-dup-1,id-709749
id-8805130,id-668778
id-4398822,id-334221
id-37712329,id-3223421
id-9942569,id-50680
id-34232924,id-135547
rec-4105208-dup-0,rec-343-dup-0
rec-35849685-dup-1,rec-3072653-dup-0
rec-4170472-dup-1,id-66398
rec-4170472-dup-2,id-66398
rec-13641838-dup-1,id-552458
rec-16562386-dup-2,id-5040
id-3101130,id-54108
id-3645742,id-277835
id-665625,id-4538
id-4906243,id-114790
id-856031,id-4876
id-14422667,id-1136302
rec-23088120-dup-0,id-1420849
id-708737,id-6999
id-220131,id-23032
id-12271540,id-165013
rec-14357137-dup-1,rec-1137639-dup-0
id-13929008,id-1106930
id-30708722,id-2246404
id-7641549,id-595688
id-1941812,id-820516
id-8119840,id-1528
id-5095456,id-348650
rec-24462279-dup-0,id-132237
id-8160702,id-629949
id-24530833,id-2327
id-23357033,id-11551
rec-15047876-dup-0,id-190172
id-2203012,id-4841
rec-11272816-dup-1,id-111548
rec-10526133-dup-0,id-56408
id-5885491,id-452663
id-38667310,id-3303554
rec-28216368-dup-0,rec-365377-dup-1
rec-39762011-dup-0,id-1407092
rec-8066414-dup-1,rec-623416-dup-0
id-11208523,id-861774
id-23013815,id-1048590
rec-10095747-dup-0,id-750068
id-14468613,id-97192
id-8698567,id-1617244
rec-12258763-dup-0,id-974338
rec-7101534-dup-0,id-31535
id-23066865,id-921180
id-3841533,id-85414
rec-8776682-dup-0,rec-666809-dup-0
id-23065392,id-1524576
id-12127125,id-297138
id-11056586,id-24288
id-14510192,id-187268
id-1992424,id-4825
id-14706028,id-952267
id-179758,id-9578
id-8595138,id-808163
rec-13736959-dup-1,rec-823078-dup-0
id-6229686,id-481492
id-7958313,id-617011
id-23072510,id-434964
id-39737834,id-1993203
id-2349417,id-36817
id-1692493,id-123387
id-4292093,id-21116
rec-1909120-dup-0,id-155692
rec-29998822-dup-1,id-2601
rec-29998822-dup-0,id-2601
id-40330,id-4628
id-7335124,id-465343
id-7209291,id-562864
id-11435715,id-703010
id-17833191,id-1403526
rec-28219731-dup-0,rec-85568-dup-0
id-11970075,id-923565
id-14437614,id-205252
id-8678959,id-806820
id-9906285,id-258989
id-2156902,id-171700
id-4800932,id-4742
id-4041289,id-235368
id-34276753,id-2935568
rec-7979378-dup-1,id-938
id-7906639,id-156524
rec-12216093-dup-1,rec-1655-dup-0
rec-9838457-dup-1,rec-737349-dup-0
rec-9838457-dup-0,rec-737349-dup-0
id-8467335,id-162937
id-8322918,id-641792
id-47433,id-44941
id-562318,id-50617
id-10373287,id-12438
rec-6124853-dup-0,id-175306
rec-14392488-dup-0,rec-823507-dup-0
rec-10010646-dup-0,id-168945
id-35833097,id-3071094
id-8167552,id-630404
id-1468792,id-24482
id-6757000,id-14801
id-39751864,id-621609
id-483989,id-30179
id-28204544,id-2424139
id-37707139,id-40269
id-6255968,id-405796
rec-14455171-dup-0,id-24465
id-7864075,id-164913
id-813681,id-1890
id-6913356,id-34311
rec-14788165-dup-1,id-880191
rec-9381834-dup-1,id-816817
rec-9381834-dup-0,id-816817
rec-9381834-dup-2,id-816817
id-10915553,id-713238
rec-12475103-dup-2,id-992751
rec-18760899-dup-2,id-218697
id-10447660,id-23395
id-6224110,id-191524
id-6712125,id-5633
id-14025230,id-318712
id-7622649,id-16196
id-4023898,id-125917
rec-5064064-dup-1,id-97546
id-3352357,id-250744
rec-6874357-dup-0,id-535738
id-6721287,id-523602
id-13051334,id-1034855
id-599772,id-52502
id-6381321,id-496193
id-7593311,id-268096
rec-5200904-dup-1,id-399955
id-866268,id-1483791
id-12336162,id-1874
id-3394963,id-54138
id-34294805,id-12441
id-14123738,id-1122397
id-9157971,id-694310
id-6460641,id-12
rec-6813660-dup-1,rec-530510-dup-0
id-37734180,id-1050419
id-13641838,id-552458
rec-8122695-dup-0,id-3753
rec-8122695-dup-1,id-3753
rec-8122695-dup-2,id-3753
rec-6813660-dup-0,rec-530510-dup-0
id-14189695,id-892042
rec-5222806-dup-0,id-402831
id-11272816,id-111548
rec-13032264-dup-1,rec-1040649-dup-0
id-11049774,id-847749
id-1963823,id-2920
rec-3344000-dup-1,id-1500372
id-7275819,id-394308
id-7085163,id-36886
rec-10333038-dup-0,id-97699
id-27588736,id-1343220
id-37688409,id-869643
id-10059274,id-4356
id-30719232,id-1288319
rec-5361492-dup-0,id-385786
rec-6425651-dup-0,id-458181
rec-4763628-dup-0,id-362264
id-13713888,id-50390
id-2675130,id-1448623
id-12703761,id-252304
id-2528187,id-2147162
rec-2209613-dup-2,id-174591
rec-5354741-dup-0,id-411947
rec-2209613-dup-0,id-174591
rec-38698369-dup-1,id-754661
id-10375548,id-776260
id-39762011,id-1407092
id-18258193,id-1387999
id-4567770,id-121642
rec-5354741-dup-2,id-411947
rec-997696-dup-0,id-2310269
id-35106572,id-904732
id-3278458,id-197
rec-18694803-dup-1,rec-1479605-dup-0
id-10794587,id-91919
id-5446437,id-258159
rec-5696175-dup-2,id-268693
rec-12052536-dup-0,id-958795
id-5680293,id-323846
rec-10598999-dup-0,id-790727
id-3926436,id-137835
id-10111717,id-464799
id-7560844,id-250079
id-23752452,id-3140050
id-864759,id-30719
rec-7930072-dup-0,rec-615231-dup-1
id-15084474,id-1189105
rec-9120937-dup-0,rec-144617-dup-0
rec-5098192-dup-0,id-9239
id-11593194,id-69442
id-4431853,id-336875
id-27556153,id-67588
id-4275117,id-65497
id-9198568,id-3755
id-24462279,id-132237
rec-12648054-dup-1,id-121770
rec-15905093-dup-0,id-2862
id-3842291,id-1012
id-5349148,id-365813
id-12445747,id-1730
id-960946,id-86139
rec-14038920-dup-1,rec-861351-dup-0
id-15928098,id-1261415
id-28918160,id-2484968
rec-10240561-dup-0,id-724789
id-30689418,id-486950
id-10418668,id-77277
id-4013660,id-3942
rec-2301363-dup-1,id-180957
id-12288939,id-32020
rec-8163304-dup-1,id-227020
id-7111029,id-550430
id-24396960,id-2128064
id-15498283,id-93651
id-6814326,id-2207574
id-4808575,id-141153
id-14118833,id-2571
id-8599576,id-2327
rec-6639741-dup-0,id-294468
id-12335781,id-1874
id-3240223,id-245870
rec-4570398-dup-1,rec-11684-dup-0
rec-4570398-dup-0,rec-11684-dup-0
rec-5558057-dup-0,id-325071
id-24421715,id-10302
rec-5558057-dup-2,id-325071
id-30688784,id-2650586
id-3878756,id-277791
id-14745419,id-1482453
rec-14447611-dup-2,id-61551
id-14177018,id-1125173
id-18801493,id-196032
id-12364207,id-981430
id-6832410,id-531926
rec-8163304-dup-2,id-227020
id-85830,id-2560
rec-2635170-dup-2,id-96958
id-12016863,id-32737
id-6664186,id-30026
id-7359994,id-569781
rec-2635170-dup-1,id-96958
id-6044919,id-466114
id-7585050,id-160980
id-1147468,id-131711
rec-8201547-dup-0,id-595981
id-3028060,id-136401
id-9281307,id-15667
rec-39754005-dup-0,id-3394991
id-6007248,id-462877
rec-13477671-dup-0,id-150547
rec-11785546-dup-2,id-172464
id-28973861,id-116496
id-1645529,id-30847
id-4176276,id-42950
id-8279753,id-381176
id-32695041,id-805009
id-10899080,id-833317
id-5491140,id-422905
id-8830684,id-531788
id-9098848,id-97880
id-5800600,id-9681
id-11796802,id-939828
id-30691027,id-2650747
id-35081427,id-2034539
id-11785546,id-172464
id-18804285,id-162979
id-346466,id-222194
id-24417013,id-1178437
id-102721,id-7546
id-9394935,id-666844
id-37689127,id-3214048
id-9398278,id-706993
id-1249035,id-55901
rec-8945-dup-0,id-92744
id-9153261,id-218240
id-2778585,id-20217
id-9400810,id-666844
id-9727513,id-685848
id-18704033,id-11442
rec-4525377-dup-0,id-39892
id-10859726,id-75948
id-2387778,id-40780
id-34248625,id-2931223
rec-12956168-dup-1,rec-6849-dup-0
rec-23085047-dup-0,id-385113
id-19195365,id-1526978
rec-30655623-dup-1,id-12181
rec-30655623-dup-2,id-12181
id-3786850,id-288886
id-8083381,id-33682
rec-8230230-dup-0,rec-634900-dup-0
rec-2006829-dup-0,rec-6595-dup-0
id-7911896,id-175299
rec-10241559-dup-1,id-469590
rec-10241559-dup-0,id-469590
id-12706423,id-3416
rec-3744184-dup-0,rec-253411-dup-0
rec-3744184-dup-1,rec-253411-dup-0
id-34262598,id-2937240
id-5923578,id-455739
rec-8776682-dup-2,rec-666809-dup-0
id-7526721,id-586325
id-7366874,id-141159
id-15179257,id-124472
rec-2301363-dup-0,id-180957
id-15485478,id-194645
id-28921766,id-388
rec-2843080-dup-1,rec-236-dup-0
rec-2843080-dup-2,rec-236-dup-0
id-14650379,id-1158536
rec-4919713-dup-1,id-375147
rec-4919713-dup-0,id-375147
id-25368904,id-937552
rec-4919713-dup-2,id-375147
id-13807091,id-113460
id-7334824,id-572130
rec-2456497-dup-0,id-91552
id-8905979,id-32723
rec-7363890-dup-0,id-427385
id-37714940,id-2327
id-7226018,id-578662
id-11498360,id-514082
id-13710197,id-1088214
id-10818298,id-384102
rec-1364259-dup-0,id-11564
rec-4972906-dup-0,id-380489
id-5064015,id-93
id-6003617,id-462489
id-14563687,id-78907
id-2563079,id-1156
id-27568852,id-2207471
id-2209613,id-174591
id-2378933,id-185828
id-11577472,id-907110
rec-6600153-dup-2,rec-79841-dup-0
id-4029532,id-307251
id-9581809,id-655141
rec-6600153-dup-1,rec-79841-dup-0
rec-18699876-dup-0,rec-1480192-dup-0
rec-513948-dup-0,id-25
id-5573466,id-82317
id-142626,id-60
id-11309353,id-152048
rec-19115021-dup-0,id-1200073
id-7604506,id-592528
rec-4289379-dup-0,id-326052
id-12976518,id-3395390
rec-3978988-dup-0,rec-209615-dup-0
id-15077314,id-1187088
rec-28196180-dup-0,id-2423352
id-7436507,id-23459
id-14329745,id-103870
id-16623286,id-11285
id-8053851,id-45037
id-5907308,id-181824
id-5204288,id-401220
rec-2547888-dup-1,id-179257
rec-2547888-dup-0,id-179257
id-989067,id-1040692
id-8247779,id-427696
id-4974975,id-131633
id-5403932,id-190578
id-4877474,id-115585
id-7589818,id-33972
id-12784135,id-1014136
id-7750594,id-598139
id-22454822,id-3005184
id-14307029,id-1134179
id-2151922,id-14423
id-5177497,id-301865
id-4678770,id-183687
id-1786610,id-1129732
id-16575491,id-48418
rec-3970478-dup-0,id-133560
rec-12828029-dup-1,id-1017212
id-3569535,id-272152
rec-12738950-dup-0,id-1114
rec-7499755-dup-1,id-15667
rec-8534659-dup-0,id-58532
id-9960094,id-432499
rec-14447611-dup-0,id-61551
rec-14447611-dup-1,id-61551
id-6422877,id-1815
rec-9635115-dup-0,id-721700
id-457513,id-44520
id-9801626,id-4863
id-28932535,id-1916773
id-6887315,id-48039
rec-8678959-dup-1,id-806820
id-32633345,id-2815182
id-12828029,id-1017212
id-7945258,id-124471
id-11457206,id-892911
id-15228933,id-257825
rec-3048252-dup-0,id-229912
rec-13033838-dup-0,rec-367119-dup-0
id-7515972,id-34560
id-7182339,id-266777
id-24459111,id-2133700
id-7898438,id-94745
id-24004494,id-385963
rec-8449595-dup-0,id-649189
rec-7047142-dup-1,rec-339983-dup-0
id-14825197,id-457907
rec-10650742-dup-0,rec-118912-dup-0
id-4973356,id-2346
id-548098,id-49799
id-34266762,id-1422610
rec-10650742-dup-1,rec-118912-dup-0
id-4963045,id-173457
id-2988658,id-117289
rec-9683538-dup-0,rec-3684-dup-0
id-3447484,id-113554
id-6400523,id-497820
id-35097302,id-3006570
id-9123084,id-238570
id-2152109,id-171495
id-3558635,id-271084
id-9411637,id-36890
rec-8059329-dup-1,id-490857
id-5806209,id-174368
rec-8059329-dup-0,id-490857
id-37724278,id-50027
id-21991072,id-1821448
rec-2357211-dup-1,id-34681
id-12738950,id-1114
id-3970478,id-133560
rec-12956168-dup-0,rec-6849-dup-0
rec-8059329-dup-2,id-490857
id-15095744,id-21791
rec-14934437-dup-0,id-2233
id-1593061,id-136445
id-13199251,id-688548
rec-856031-dup-0,id-4876
id-2170949,id-172571
id-6485806,id-430470
id-1476825,id-129722
id-6659011,id-518333
id-10463483,id-5880
rec-32697059-dup-0,rec-2820346-dup-0
id-7930072,id-615231
rec-32697059-dup-2,rec-2820346-dup-0
id-4936387,id-175626
rec-8114670-dup-0,rec-185490-dup-1
rec-8651123-dup-0,rec-34990-dup-0
id-2353959,id-23156
id-5286392,id-105739
id-5558057,id-325071
rec-27620240-dup-0,id-2380113
id-1549419,id-133851
id-32716185,id-2822231
rec-2234179-dup-1,rec-176025-dup-0
id-4226939,id-322000
id-2256185,id-177459
id-3978988,id-209615
id-4237623,id-14557
id-4962370,id-42990
id-5603554,id-430512
id-58669,id-5507
rec-10335430-dup-0,id-2779
id-6190135,id-412320
rec-12795962-dup-1,id-9579
rec-2819101-dup-0,rec-48413-dup-0
id-15064641,id-189446
id-2693340,id-206196
rec-6313775-dup-0,id-280716
id-502896,id-23924
id-14018861,id-353887
id-5680190,id-336433
id-400746,id-32566
rec-14275292-dup-1,rec-38110-dup-0
rec-14275292-dup-2,rec-38110-dup-0
rec-12795962-dup-2,id-9579
id-8470901,id-37921
id-23105705,id-210535
id-32625518,id-1665840
id-14084082,id-526299
rec-14936570-dup-0,id-654284
id-10878047,id-595907
rec-3418991-dup-0,id-3271
id-12522756,id-996908
id-9090995,id-689394
id-11663792,id-469503
rec-15908914-dup-1,id-109878
id-32669322,id-2117648
rec-2357211-dup-0,id-34681
id-6595803,id-313715
rec-11293926-dup-1,id-872534
id-2857879,id-217953
id-39748447,id-3394662
rec-80947-dup-1,rec-3071674-dup-0
rec-80947-dup-0,rec-3071674-dup-1
rec-24387885-dup-1,id-3331
rec-24387885-dup-0,id-3331
id-3474304,id-264498
id-6445068,id-31471
id-32658813,id-65069
id-34231116,id-2934791
id-73759,id-119674
id-5345589,id-38345
rec-32701472-dup-2,rec-2820974-dup-0
id-4625410,id-348910
id-24398815,id-1710
id-2176468,id-53976
rec-6121447-dup-2,rec-105616-dup-0
rec-8279753-dup-1,rec-381176-dup-0
id-24546039,id-2025204
