artist,area
rec-165691-dup-0,id-13
id-503491,
id-326501,id-105
id-81239,id-30
id-544852,
rec-129334-dup-0,id-81
id-1539,id-222
id-334801,id-103
id-404057,id-81
id-39848,id-222
id-271226,id-222
id-1268432,id-107
id-173184,id-170
id-350212,id-222
id-235831,id-81
id-724234,id-150
id-803209,
rec-852293-dup-2,id-8162
id-61099,id-221
rec-426000-dup-0,id-222
rec-426000-dup-1,id-222
id-689965,
id-290640,id-81
id-8816,id-222
id-41636,id-107
id-1285731,id-150
id-369948,id-670
id-98933,
rec-1038572-dup-0,
id-117130,id-73
id-50401,id-38
id-130380,id-202
id-94607,id-81
id-332181,id-72
rec-229809-dup-0,id-38
id-37250,id-30
id-645508,id-175
rec-825763-dup-2,
id-9460,id-221
rec-878582-dup-1,id-203
rec-32513-dup-1,id-81
rec-81539-dup-1,id-222
id-592428,id-38
id-1655,id-222
id-307190,id-222
id-414267,id-326
id-118286,id-150
id-397141,id-160
id-21949,id-56
id-21238,id-73
id-271084,id-222
rec-1119587-dup-0,
rec-1863653-dup-1,rec-271-dup-0
rec-2207785-dup-0,
id-61383,id-38
id-318061,id-107
id-277063,id-221
rec-108194-dup-1,id-202
id-20638,id-106
rec-108194-dup-2,id-202
id-402919,id-73
id-663106,
rec-36890-dup-1,id-222
rec-820610-dup-1,id-222
rec-738588-dup-1,
rec-545963-dup-1,
id-4542,id-222
id-979616,id-101
id-9316,id-222
rec-820610-dup-0,id-222
id-33972,id-222
id-2025530,
id-1241776,id-202
id-20544,id-222
rec-33800-dup-2,id-222
rec-33800-dup-1,id-222
rec-125931-dup-0,id-222
rec-1132372-dup-0,id-107
id-1239769,
rec-1132372-dup-2,id-107
rec-659454-dup-0,
id-11584,id-222
id-298339,id-107
id-4742,id-222
id-508834,
rec-258213-dup-0,id-72
rec-47204-dup-0,id-214
id-817,id-221
rec-153909-dup-0,rec-63-dup-0
rec-337068-dup-1,id-176
id-569117,
id-813,id-222
id-746216,
rec-566481-dup-2,
id-9262,id-222
rec-4746-dup-0,rec-221-dup-0
id-4304,id-221
id-335701,
id-648170,id-221
id-33371,id-222
id-30179,id-222
rec-566481-dup-0,
rec-97880-dup-0,rec-221-dup-0
id-190212,id-97
id-387,id-222
id-200866,
id-766031,id-150
rec-3331-dup-1,id-222
id-55901,
id-1101739,id-23720
rec-436813-dup-2,rec-221-dup-0
id-547537,id-30
id-47079,id-222
id-61965,id-38
id-315496,
rec-991-dup-1,rec-221-dup-0
rec-4841-dup-0,id-222
id-509742,id-67
rec-33800-dup-0,id-222
id-325256,id-221
id-1238564,
id-138160,
rec-336924-dup-2,rec-10-dup-0
id-549809,
id-153598,id-214
id-623691,
id-546755,
id-31154,id-105
id-226854,id-81
rec-234128-dup-0,id-202
id-772712,id-81
id-711388,
id-158830,id-221
id-496193,
rec-685872-dup-2,id-81
id-9084,id-222
id-125786,
id-15917,id-222
id-30719,id-221
id-791589,id-221
id-10558,id-73
id-122400,id-57
id-218240,id-160
rec-53908-dup-1,id-38
id-139945,id-322
id-899541,
rec-34227-dup-0,id-10195
rec-81786-dup-1,id-222
id-672704,
id-2392649,
id-659454,
id-253411,id-117
id-308670,id-38
id-51,id-222
rec-214449-dup-0,id-222
id-54,id-222
rec-971143-dup-0,
id-221402,id-81
id-492027,id-73
rec-599427-dup-2,id-222
rec-175905-dup-0,id-214
rec-234128-dup-1,id-202
id-111875,id-150
id-711494,
id-31534,id-222
id-31535,id-222
rec-208534-dup-0,rec-221-dup-0
id-282238,id-222
id-267212,id-202
id-69363,id-222
id-1347,id-221
rec-563984-dup-1,
id-258831,id-56
rec-53275-dup-2,id-57
id-193186,id-221
id-122538,id-81
id-3271,id-222
id-57184,id-67
id-57186,id-222
id-414265,id-326
id-460755,id-81
id-122247,id-13
id-460753,id-81
id-11551,id-222
rec-558971-dup-1,
id-661188,
rec-118270-dup-0,id-107
id-325744,id-222
rec-1515516-dup-0,id-73
rec-148344-dup-0,
rec-717300-dup-0,rec-221-dup-0
id-665751,id-73
id-32941,id-222
id-339055,id-81
id-23146,id-13
id-710630,
id-32435,id-150
id-309563,
id-316472,id-221
rec-191524-dup-0,id-222
rec-1286973-dup-1,id-222
id-9578,id-222
rec-148344-dup-1,
id-214449,id-222
rec-514731-dup-1,id-243
rec-514731-dup-0,id-243
rec-514731-dup-2,id-243
rec-1024956-dup-0,
rec-1024956-dup-1,
id-238335,id-81
id-15745,id-44676
id-71931,id-81
id-15747,id-81
rec-8818-dup-0,id-222
id-52756,
rec-1863653-dup-0,rec-271-dup-0
id-825763,
id-701974,
id-762646,id-240
id-882600,id-21
id-89441,id-222
rec-53908-dup-0,id-38
id-49799,id-222
id-270619,
id-223799,id-56
id-394308,id-81
id-86139,id-30
rec-355316-dup-1,rec-221-dup-0
rec-349638-dup-0,id-1812
id-183272,
id-653404,id-194
id-193055,id-73
id-70573,
rec-840550-dup-2,
id-885463,
rec-57306-dup-0,id-21
rec-57306-dup-1,id-21
id-584584,
id-172801,id-107
id-136897,
rec-45713-dup-1,
rec-45713-dup-0,
id-22301,id-222
rec-2122-dup-1,rec-221-dup-0
rec-278946-dup-0,
rec-278946-dup-1,
id-23845,
rec-971140-dup-0,rec-2759-dup-0
id-88515,id-73
id-92289,id-160
id-57478,id-176
rec-140449-dup-0,rec-221-dup-0
id-181847,id-73
id-192903,id-221
rec-440891-dup-1,id-81
id-644844,
id-51446,id-222
id-1024957,
id-1024956,
id-1024955,
rec-128831-dup-0,id-203
id-287538,id-38
rec-53908-dup-2,id-38
id-497820,id-81
id-613603,id-7709
rec-11826-dup-0,rec-221-dup-0
id-430512,id-221
rec-67588-dup-0,
rec-139482-dup-1,id-222
rec-92121-dup-1,
id-97073,id-5075
id-170778,id-107
id-140460,
id-189421,
id-697039,id-56
rec-4453-dup-2,id-222
id-312917,id-222
rec-176277-dup-1,id-38
id-755083,id-105
id-1161726,id-81
id-459670,id-194
id-154555,id-7020
id-1643597,
id-4841,id-222
rec-523184-dup-1,id-81
rec-523184-dup-0,id-81
rec-355316-dup-2,rec-221-dup-0
id-752515,id-222
id-6999,id-106
id-32763,id-81
rec-469807-dup-0,
id-23320,id-10
rec-61158-dup-0,id-222
id-78627,id-222
id-807298,id-222
rec-265209-dup-0,id-222
id-3461,id-221
id-298218,id-81
id-118270,id-107
id-597146,id-222
id-42990,id-73
id-184897,id-222
id-1223239,id-269
rec-1237831-dup-0,id-2450
id-119674,
rec-272229-dup-2,rec-53-dup-0
rec-272229-dup-0,rec-53-dup-0
id-94745,id-222
rec-465131-dup-0,rec-221-dup-0
rec-465131-dup-1,rec-221-dup-0
rec-465131-dup-2,rec-221-dup-0
id-81137,id-73
id-357268,id-221
id-176300,id-105
id-436292,
id-206208,id-202
id-12151,id-221
id-12153,id-221
id-491611,id-107
rec-1596594-dup-0,
rec-262301-dup-0,
id-79388,id-222
id-188792,
id-613918,id-72
id-48262,id-222
id-1242442,
id-385113,
id-260648,id-81
id-250814,id-73
id-686224,
id-563674,
id-45638,id-222
rec-310038-dup-0,id-222
rec-227829-dup-0,id-81
id-412320,id-176
id-39293,
id-682301,
id-917657,id-221
id-295268,id-222
id-22420,id-81
id-114036,id-222
id-778657,
id-900643,id-38
id-1007627,id-194
id-106599,id-202
rec-597175-dup-0,
id-38100,id-105
rec-148632-dup-1,id-21
id-469909,id-72
id-49846,id-87
id-611285,id-73
id-334810,
id-586504,id-105
rec-402986-dup-0,rec-221-dup-0
rec-637843-dup-0,rec-221-dup-0
id-6226,id-106
id-167549,
id-512913,id-221
id-828334,id-189
id-16076,id-221
rec-532524-dup-1,
rec-406868-dup-1,
rec-15667-dup-0,id-222
id-73502,id-221
rec-235523-dup-0,id-38
rec-485529-dup-0,id-5062
rec-879928-dup-0,rec-205-dup-0
id-149826,id-221
id-724224,
rec-775640-dup-0,
rec-216007-dup-0,
rec-216007-dup-1,
id-878411,id-170
id-402671,id-222
id-39182,id-160
id-459623,id-81
rec-245578-dup-0,id-202
rec-43974-dup-1,id-222
id-141658,id-171
id-562820,
id-508224,id-222
id-284787,id-222
id-83758,id-97
id-30544,id-72
id-469343,id-72
id-233747,id-81
id-368187,
id-50470,id-214
rec-75948-dup-1,id-107
rec-75948-dup-2,id-107
id-1600945,id-99496
rec-41158-dup-0,id-81
id-841157,
id-675814,
id-9414,id-222
id-188882,
id-114790,id-13
id-149628,
id-51130,id-72
id-435054,id-222
id-1661229,id-81
id-40042,id-118
id-800519,
id-94013,id-81
id-153687,
rec-559390-dup-0,
id-100291,id-57
id-837884,
id-5880,id-106
id-100968,id-222
id-5882,id-106
rec-156245-dup-0,
id-624088,id-222
rec-2207785-dup-2,
id-455739,
id-524411,id-176
rec-299034-dup-0,id-150
rec-56786-dup-1,id-60
id-2010744,id-73
id-111548,id-14
rec-56786-dup-0,id-60
id-453522,
id-256643,id-30
id-228322,
id-99709,id-221
rec-743338-dup-2,id-222
id-2290885,
rec-738588-dup-0,
id-366012,
id-91552,id-222
rec-174088-dup-0,id-222
id-822,id-221
id-825,id-221
id-70356,id-72
rec-462489-dup-0,
id-870693,
id-33363,id-221
id-2338708,
id-20157,id-72
id-283549,id-221
rec-1160197-dup-0,id-7704
id-119242,
id-1238391,
id-3648,id-222
id-230696,
id-926533,id-176
id-413455,id-81
id-8692,id-222
rec-889609-dup-1,id-107
rec-652821-dup-0,
id-679831,
id-678834,
rec-910535-dup-1,id-222
id-119241,id-172
id-672775,id-72
id-1515516,id-73
id-658627,
id-2050692,
id-250495,id-81
rec-452663-dup-1,id-13
id-775437,id-193
id-43172,id-222
rec-3690-dup-0,id-222
id-718288,id-222
id-737792,id-56
id-146382,
id-124894,id-202
id-189913,id-222
rec-153687-dup-0,
id-53976,id-5179
rec-987159-dup-0,
id-85568,id-221
rec-1527709-dup-1,id-23698
rec-1527709-dup-2,id-23698
rec-153687-dup-1,
id-36472,id-160
rec-279702-dup-0,id-222
rec-660023-dup-0,id-194
id-328126,id-222
id-2739,id-107
rec-403749-dup-0,id-14
id-445207,id-222
rec-202-dup-0,id-222
id-62,id-5147
id-242193,id-205
id-60,id-222
id-1014222,
id-849559,id-73
id-922709,id-170
id-8345,id-221
id-120909,id-30
rec-881316-dup-0,
rec-239239-dup-0,id-222
rec-101230-dup-1,id-222
id-14616,id-107
rec-269604-dup-0,rec-221-dup-0
id-696994,id-222
rec-35601-dup-1,id-21
id-61551,id-73
rec-460836-dup-0,rec-205-dup-0
id-112603,id-222
id-863339,id-5210
id-118912,id-221
id-349638,id-1812
rec-230596-dup-0,
id-187683,id-81
id-543482,
rec-740855-dup-0,rec-99-dup-0
id-118918,
rec-685872-dup-0,id-81
id-560021,id-73
rec-36683-dup-1,id-202
id-63480,id-202
id-478479,id-221
rec-536701-dup-1,id-81
rec-53275-dup-1,id-57
rec-53275-dup-0,id-57
id-124575,id-14
id-904754,id-2429
id-51908,id-326
id-605118,id-53
id-207857,
id-1357,id-221
rec-75514-dup-1,id-222
id-435011,id-222
id-884250,
id-37545,id-105
id-982080,id-30
id-289074,id-222
id-56916,id-153
rec-1323260-dup-1,id-150
id-653522,
id-177681,id-221
rec-41741-dup-1,id-222
id-187428,id-81
id-809945,id-47
rec-4453-dup-1,id-222
id-14732,id-222
id-63131,id-72
rec-31535-dup-1,id-222
id-103234,id-222
rec-460836-dup-2,rec-205-dup-0
id-2997,id-105
id-467585,
id-718631,
id-531788,
id-43810,id-222
id-23156,id-222
rec-24635-dup-1,id-222
rec-24635-dup-0,id-222
id-435499,id-221
id-407989,id-73
id-7262,id-221
id-256891,id-103
id-71452,id-73
id-71451,id-221
id-71102,id-221
rec-4915-dup-1,id-222
rec-653997-dup-1,rec-221-dup-0
id-845878,id-105
id-31453,id-106
id-34644,id-202
rec-1103984-dup-0,
id-1860430,id-222
id-415859,id-5098
rec-435052-dup-2,
id-562442,
id-65890,id-107
id-1919357,id-221
rec-69442-dup-0,id-105
rec-391633-dup-0,id-176
id-179780,id-73
rec-175905-dup-1,id-214
id-786776,id-105
id-218697,id-222
rec-334886-dup-0,id-73
id-6768,id-203
id-477565,id-214
id-98609,id-138
rec-306650-dup-1,id-81
id-14423,id-222
rec-229564-dup-0,
id-229809,id-38
rec-1103984-dup-1,
id-584020,id-222
id-642657,
rec-89955-dup-1,id-222
rec-206208-dup-0,id-202
id-326982,
id-108194,id-202
id-395550,id-221
id-52166,id-221
rec-37250-dup-1,id-30
id-708755,
id-88503,id-84
id-1201971,id-222
id-886047,id-153
id-843966,
id-156968,id-30
id-596594,id-435
id-858897,id-222
rec-293699-dup-0,
rec-640303-dup-0,id-222
id-133560,id-73
id-861584,id-221
id-2125329,id-81
rec-293699-dup-1,
id-49612,id-81
rec-136178-dup-0,id-38
id-559390,
id-109878,id-221
id-542419,id-202
rec-40073-dup-2,id-222
rec-384127-dup-0,
id-485529,id-5062
id-467758,id-222
id-466114,id-202
id-463432,id-72
rec-24331-dup-2,rec-221-dup-0
id-253119,id-221
id-67853,id-222
rec-40073-dup-0,id-222
id-184088,id-222
id-396218,
rec-844-dup-1,id-81
rec-844-dup-0,id-81
id-300592,id-10
rec-844377-dup-0,id-13
id-281816,id-176
id-569781,id-72
id-395884,id-203
rec-373742-dup-1,
id-59820,id-81
id-1656670,id-221
id-717374,
rec-3680-dup-0,id-107
rec-165013-dup-0,id-73
id-179418,
rec-34677-dup-0,id-222
rec-313146-dup-0,
rec-1742697-dup-2,id-176
id-281257,
rec-88515-dup-0,id-73
rec-356516-dup-0,id-150
id-6983,id-221
id-582152,id-105
id-340959,id-214
id-173457,id-222
rec-645508-dup-1,id-175
rec-645508-dup-2,id-175
id-462877,id-214
id-562064,id-221
rec-336875-dup-0,
id-451770,
id-42984,id-81
id-436282,
id-22597,id-107
id-1501588,id-590
id-208534,id-221
id-278444,
id-562667,id-73
id-22590,id-222
id-35601,id-21
rec-257825-dup-0,id-107
id-2017546,
rec-58636-dup-1,rec-10-dup-0
rec-58636-dup-0,rec-10-dup-0
rec-32837-dup-0,rec-221-dup-0
rec-70010-dup-0,id-150
id-145720,
id-12129,id-221
id-136445,id-13
rec-4356-dup-0,id-73
id-518844,
id-458181,
rec-34840-dup-0,id-150
rec-2338452-dup-2,
rec-563984-dup-0,
id-105616,id-222
id-21140,id-222
id-567402,id-5060
id-337068,id-176
id-161962,id-222
id-1148143,id-9655
rec-3823-dup-1,rec-99-dup-0
id-914843,
id-59001,id-222
id-4356,id-73
id-567769,id-194
id-1235289,id-326
id-148129,
id-348206,
id-52904,id-222
id-58532,id-214
rec-124934-dup-0,id-6926
id-242242,id-13
id-38110,
id-341795,
id-167537,id-202
id-36415,id-222
id-622491,
id-6238,id-221
id-16061,
id-1517,id-221
rec-14557-dup-1,rec-221-dup-0
id-315988,
id-82920,
id-1201418,id-222
id-525598,id-100
id-67838,id-222
id-659338,
rec-59092-dup-0,id-81
id-216143,id-221
rec-373742-dup-2,
rec-678834-dup-0,
rec-853786-dup-0,id-105
rec-2331-dup-0,rec-221-dup-0
rec-2254-dup-0,rec-221-dup-0
id-127685,id-5196
id-67835,id-150
id-21365,id-222
id-837651,id-189
id-285484,
id-663290,id-7493
id-110322,id-222
id-24206,id-60
rec-122283-dup-1,
id-2986,id-222
id-73249,id-150
id-629207,
id-191673,
rec-297001-dup-2,
id-945903,id-72
id-1637,id-222
rec-355316-dup-0,rec-221-dup-0
rec-678834-dup-1,
id-131230,id-222
id-59312,id-222
rec-933058-dup-0,
id-604193,id-222
id-33778,id-5075
rec-129722-dup-0,id-57
id-745555,id-14
id-1231776,id-5179
rec-67321-dup-0,id-107
id-2503,id-222
rec-10184-dup-0,rec-221-dup-0
rec-193257-dup-0,
id-61362,id-160
rec-2338452-dup-1,
id-34283,id-105
rec-56695-dup-0,id-168
id-170439,
id-36890,id-222
id-10356,id-222
rec-1659787-dup-0,
id-148494,id-73
rec-569503-dup-0,id-222
rec-3259-dup-2,id-105
rec-3259-dup-1,id-105
id-685649,id-81
id-245578,id-202
id-754661,
id-694310,id-222
rec-518650-dup-0,id-222
id-42560,id-202
id-293699,
id-42565,id-222
id-979678,id-222
rec-297001-dup-0,
rec-14917-dup-0,rec-10-dup-0
rec-452663-dup-0,id-13
id-711254,
id-795464,id-189
id-68173,id-222
id-24516,id-176
id-339821,
id-1241154,id-7703
id-84778,id-81
id-546609,
id-1181,id-222
rec-281663-dup-0,id-81
id-1302191,id-4434
rec-260042-dup-0,id-81
rec-124235-dup-1,rec-221-dup-0
rec-124235-dup-0,rec-221-dup-0
id-719231,
id-1745,id-222
id-3144,id-221
id-1743,id-222
id-1741,id-222
rec-436813-dup-0,rec-221-dup-0
id-61506,id-222
id-820610,id-222
id-20148,id-222
rec-7999-dup-0,id-222
id-4323,id-13
rec-7999-dup-2,id-222
id-39799,id-138
id-125697,id-221
id-328220,id-3957
id-4453,id-222
id-187161,
rec-152494-dup-0,
id-2109,id-222
rec-39801-dup-0,id-160
id-766834,id-67
id-447165,id-221
id-231026,id-10
id-9758,id-222
rec-47100-dup-1,
rec-10984-dup-0,id-202
id-209615,id-221
id-4690,id-221
rec-1527709-dup-0,id-23698
id-666735,
id-603339,
id-666736,
id-5453,id-222
rec-508834-dup-2,
id-99603,id-221
id-99605,id-221
id-5455,id-222
id-125164,id-13
id-814305,id-5147
id-56453,id-14
id-831310,id-81
rec-373915-dup-0,id-73
rec-293699-dup-2,
id-311917,id-7297
rec-283713-dup-0,id-224
id-655141,
id-525727,id-202
id-229623,id-221
id-199734,
id-557547,
id-199733,
rec-525598-dup-1,id-100
id-432637,id-107
id-1820453,
id-268096,
rec-162647-dup-0,id-222
id-8751,id-106
id-121770,
id-342774,
id-64025,id-170
rec-402986-dup-1,rec-221-dup-0
id-63782,id-107
id-107434,id-30
id-2122361,id-222
id-11442,id-81
id-1242232,id-171
id-3078,id-222
id-217465,
rec-71931-dup-0,id-81
id-648247,id-107
id-97970,id-46231
id-595907,id-107
id-30934,id-150
rec-39182-dup-0,id-160
rec-404126-dup-0,id-222
id-40,id-38
rec-536374-dup-0,id-105
id-654470,id-73
id-20217,id-138
id-120914,id-30
id-133717,id-150
rec-242255-dup-1,
rec-657941-dup-0,
id-261289,id-13
id-52227,id-222
id-287087,id-138
rec-528777-dup-2,
id-162647,id-222
id-714192,
id-969318,id-14
id-457299,
id-826061,
rec-281663-dup-1,id-81
rec-97192-dup-1,id-73
id-47,id-222
id-30026,id-79463
id-70199,id-202
id-46,id-221
id-190235,id-222
id-700116,id-107
rec-627408-dup-1,id-107
id-629949,id-84
rec-627408-dup-2,id-107
id-781649,
id-829849,
id-162979,id-243
id-464980,id-222
id-709749,id-221
id-845612,id-222
id-3452,id-222
rec-190212-dup-1,rec-97-dup-0
rec-190212-dup-0,rec-97-dup-0
id-1391805,id-7703
rec-193117-dup-1,id-105
id-1275676,id-81
id-413717,
