COL primaryName VAL Bates COL primaryProfession VAL wri COL id VAL nm21966749	COL primaryName VAL Tnia Bates COL primaryProfession VAL  COL id VAL nm8311413	1
COL primaryName VAL Manel Barcelój COL primaryProfession VAL actor-writer COL id VAL nm21957729	COL primaryName VAL Wladyslaw Terlecki COL primaryProfession VAL  COL id VAL nm21955402	0
COL primaryName VAL Mat Powell COL primaryProfession VAL producer-cator COL id VAL nm6449795	COL primaryName VAL Mat Powell COL primaryProfession VAL producer-actor COL id VAL nm21964947	1
COL primaryName VAL Austin Arnold COL primaryProfession VAL actor-producer-writer COL id VAL nm6994351	COL primaryName VAL Patricia Couvillers COL primaryProfession VAL actress COL id VAL nm21966982	0
COL primaryName VAL María José Pemán COL primaryProfession VAL  COL id VAL nm0671522	COL primaryName VAL Chen Miogo COL primaryProfession VAL  COL id VAL nm21958311	0
COL primaryName VAL  COL primaryProfession VAL actor-miscellaneous-producer COL id VAL nm0744690	COL primaryName VAL Elsa Kikoïne COL primaryProfession VAL actress COL id VAL nm0452831	0
COL primaryName VAL Chuck Dukowski COL primaryProfession VAL soundtrack-actor-producer COL id VAL nm21965851	COL primaryName VAL  COL primaryProfession VAL soundck-actor-prcer COL id VAL nm1584863	1
COL primaryName VAL Mazakarini COL primaryProfession VAL sound_department-editor-editorial_department COL id VAL nm1425484	COL primaryName VAL Robert Culpi COL primaryProfession VAL actorw-riter-director COL id VAL nm21958075	0
COL primaryName VAL Charles Jordan COL primaryProfession VAL actor-soundtrack COL id VAL nm0429868	COL primaryName VAL Gilles Perez COL primaryProfession VAL producer-director-writer COL id VAL nm21956884	0
COL primaryName VAL Alice Taglioni COL primaryProfession VAL actress-soundtrack-director COL id VAL nm0998117	COL primaryName VAL Jelena Büsesr COL primaryProfession VAL  COL id VAL nm7237903	0
COL primaryName VAL Helena TrestÃ­kovÃ¡ COL primaryProfession VAL directwriter-actress COL id VAL nm0872281	COL primaryName VAL Singh COL primaryProfession VAL cinematographproducer-director COL id VAL nm21964299	0
COL primaryName VAL Run Run Shaw COL primaryProfession VAL producer-miscellaneous-production_manager COL id VAL nm0788411	COL primaryName VAL Matt Geddesx COL primaryProfession VAL or COL id VAL nm21955378	0
COL primaryName VAL Frank Qutuq Irelanv COL primaryProfession VAL animation_department COL id VAL nm21958695	COL primaryName VAL Matthew AmosA COL primaryProfession VAL writer-assistant_director-producer COL id VAL nm21961152	0
COL primaryName VAL Simon COL primaryProfession VAL editorial_department-camera_department COL id VAL nm21963981	COL primaryName VAL Simon Beaufils COL primaryProfession VAL cinematographer-camera_department COL id VAL nm21963983	1
COL primaryName VAL Paul Sloane COL primaryProfession VAL writer-director-prodr COL id VAL nm0806061	COL primaryName VAL Paul Sloane_ COL primaryProfession VAL writer-director-producer COL id VAL nm21969490	1
COL primaryName VAL Ismali Dahlan COL primaryProfession VAL  COL id VAL nm9277892	COL primaryName VAL Jake Bernnan COL primaryProfession VAL  COL id VAL nm3967248	0
COL primaryName VAL ChungHsien Wu COL primaryProfession VAL art_director-art_department-production_designer COL id VAL nm21958310	COL primaryName VAL Tamara Bruketta COL primaryProfession VAL  COL id VAL nm4705487	0
COL primaryName VAL Zygmunt Zintel COL primaryProfession VAL actor COL id VAL nm0957088	COL primaryName VAL Edward Woo dJr COL primaryProfession VAL  COL id VAL nm0000248	0
COL primaryName VAL Duchaussoy Michel COL primaryProfession VAL actor COL id VAL nm0239816	COL primaryName VAL Max Pross COL primaryProfession VAL producer-writer-miscellaneosu COL id VAL nm0698795	0
COL primaryName VAL John oDman COL primaryProfession VAL actor COL id VAL nm0231283	COL primaryName VAL Arden Belle COL primaryProfession VAL actress-writer-producer COL id VAL nm6245202	0
COL primaryName VAL  COL primaryProfession VAL editor-director-wrietr COL id VAL nm21963366	COL primaryName VAL Santosh Dhanoa COL primaryProfession VAL writer-costume_department-producer COL id VAL nm21959455	0
COL primaryName VAL Christopher Bevins COL primaryProfession VAL actor-sound_department-miscellaneous COL id VAL nm1215197	COL primaryName VAL Christopher Bevins COL primaryProfession VAL actoound_department-miscellaneous COL id VAL nm21967535	1
COL primaryName VAL Sophia Huybens COL primaryProfession VAL  COL id VAL nm21957327	COL primaryName VAL Affleck Ben COL primaryProfession VAL  COL id VAL nm0000255	0
COL primaryName VAL Ansara COL primaryProfession VAL actor-director-producer COL id VAL nm21965306	COL primaryName VAL Michael Ansara COL primaryProfession VAL actor-director-producer COL id VAL nm0030516	1
COL primaryName VAL Julie COL primaryProfession VAL actress COL id VAL nm4468741	COL primaryName VAL Nuraddin Mehdixanlih COL primaryProfession VAL actor-director COL id VAL nm21958322	0
COL primaryName VAL MM Keeravani COL primaryProfession VAL composer-music_department-soundtrack COL id VAL nm0444807	COL primaryName VAL Mahendra Sonin COL primaryProfession VAL assisatnt_director-miscelalneous-camera_department COL id VAL nm21966023	0
COL primaryName VAL Guy Dufaux COL primaryProfession VAL cinematographer-camera_department-director COL id VAL nm21967425	COL primaryName VAL Guy Dufaux COL primaryProfession VAL  COL id VAL nm0240338	1
COL primaryName VAL Scott Masters COL primaryProfession VAL producer-director-writer COL id VAL nm21963004	COL primaryName VAL Scott Masters COL primaryProfession VAL  COL id VAL nm0557712	1
COL primaryName VAL David Rimawi COL primaryProfession VAL producer-actor-writer COL id VAL nm21962188	COL primaryName VAL David Rimawi COL primaryProfession VAL producer-actor-writer COL id VAL nm0727235	1
COL primaryName VAL Axel Milberg COL primaryProfession VAL actor COL id VAL nm21963306	COL primaryName VAL Axel Milberg COL primaryProfession VAL actor COL id VAL nm21963301	1
COL primaryName VAL Alberto Castellanos COL id VAL nm2255752	COL primaryName VAL Bodega Bamz COL primaryProfession VAL actor-composer COL id VAL nm6391700	0
COL primaryName VAL Jacques Tourneur COL primaryProfession VAL director-assistant_director-editor COL id VAL nm21969126	COL primaryName VAL Jacques Tourneur COL primaryProfession VAL director-assistant_director-editor COL id VAL nm0869664	1
COL primaryName VAL Larry Fine COL primaryProfession VAL actor-soundtrack-writer COL id VAL nm0004310	COL primaryName VAL Jerry Watson COL primaryProfession VAL camera_department-cinematographer-miscellaneous COL id VAL nm21961191	0
COL primaryName VAL Dorottya Mathet COL primaryProfession VAL producer-production_manager-imscellaneous COL id VAL nm21965056	COL primaryName VAL Nehal Mehta COL primaryProfession VAL actress-miscellaneous COL id VAL nm5538862	0
COL primaryName VAL  COL primaryProfession VAL editor COL id VAL nm1637890	COL primaryName VAL Andrew Strahorn COL primaryProfession VAL cinematographer-camera_department-producer COL id VAL nm21960924	0
COL primaryName VAL Christopher Nickel COL primaryProfession VAL composer-music_department-miscellaneous COL id VAL nm1459644	COL primaryName VAL Ail COL primaryProfession VAL  COL id VAL nm21964154	0
COL primaryName VAL Harvey Berger COL primaryProfession VAL editor-writer-assistant_director COL id VAL nm2988594	COL primaryName VAL  COL primaryProfession VAL edi COL id VAL nm0377473	0
COL primaryName VAL Jelena Büsesr COL primaryProfession VAL  COL id VAL nm7237903	COL primaryName VAL Que Minh Luu COL primaryProfession VAL  COL id VAL nm2120365	0
COL primaryName VAL Giulia Gulaano_ COL primaryProfession VAL stunts COL id VAL nm21964084	COL primaryName VAL Giulia Gualano COL primaryProfession VAL actress COL id VAL nm5816469	1
COL primaryName VAL Santini Gino COL primaryProfession VAL cinematographer-camerad_epartment-writer COL id VAL nm0763727	COL primaryName VAL André COL primaryProfession VAL actor-miscellans-soundtrack COL id VAL nm0812220	0
COL primaryName VAL Bryan Smith COL primaryProfession VAL writer COL id VAL nm7754516	COL primaryName VAL Lachlan Milne COL primaryProfession VAL cinematographer-camera_department COL id VAL nm1681893	0
COL primaryName VAL Jerry Watson COL primaryProfession VAL camera_department-cinematographer-miscellaneous COL id VAL nm21961191	COL primaryName VAL Jerry Watson COL primaryProfession VAL camera_department-cinematographer-miscellaneous COL id VAL nm0914697	1
COL primaryName VAL Marcius Barbieri COL primaryProfession VAL editor-director-actor COL id VAL nm21962614	COL primaryName VAL Alisha Boe COL primaryProfession VAL actress COL id VAL nm2647981	0
COL primaryName VAL Max Klevent COL primaryProfession VAL stunts-actor-assistant_director COL id VAL nm21957751	COL primaryName VAL aMx Kleven COL primaryProfession VAL stunts-actor-assistant_director COL id VAL nm0459369	1
COL primaryName VAL Mahendra Soni COL primaryProfession VAL producer-miscellaneous-camera_department COL id VAL nm1192808	COL primaryName VAL José Luis ColinaI COL primaryProfession VAL writer-directo-rsoundtrack COL id VAL nm21962887	0
COL primaryName VAL Giulia Boverio COL primaryProfession VAL actress COL id VAL nm2686873	COL primaryName VAL Giulia Boverioq COL primaryProfession VAL make_up_department COL id VAL nm21964850	1
COL primaryName VAL Patrick Van HornA COL primaryProfession VAL scirpt_department COL id VAL nm21967781	COL primaryName VAL MacLeod COL primaryProfession VAL composer-music_departm-soundtrack COL id VAL nm21958133	0
COL primaryName VAL Lisa De LeeuwY COL primaryProfession VAL actress-producer-script_department COL id VAL nm21964653	COL primaryName VAL Doman John COL primaryProfession VAL ar COL id VAL nm21965247	0
COL primaryName VAL Brooke Satchwell COL primaryProfession VAL actress-camera_department-producer COL id VAL nm0766120	COL primaryName VAL Harry Manfredini COL primaryProfession VAL composre-music_department-soundtrack COL id VAL nm0006185	0
COL primaryName VAL Peskok COL primaryProfession VAL assistant-editor-cra_department COL id VAL nm21969641	COL primaryName VAL Cheyenne Pesko COL primaryProfession VAL miscellaneous-editor-camera_department COL id VAL nm1743585	1
COL primaryName VAL William H Pineb COL primaryProfession VAL producer-director-miscellaneous COL id VAL nm21965007	COL primaryName VAL Camille Parent COL primaryProfession VAL art_director-art_department-set_decorator COL id VAL nm0661267	0
COL primaryName VAL Giulia Gualanoh COL primaryProfession VAL  COL id VAL nm21964081	COL primaryName VAL Douglas E Porter COL primaryProfession VAL cinematographer-camera_department-editor COL id VAL nm5981065	0
COL primaryName VAL Ramsay COL primaryProfession VAL idrector-writer-producer COL id VAL nm21965245	COL primaryName VAL Don Barry Red COL primaryProfession VAL actwriter-producer COL id VAL nm0057983	0
COL primaryName VAL Wolfgang Preiss COL primaryProfession VAL actor COL id VAL nm0007234	COL primaryName VAL Klara Rumyanova COL primaryProfession VAL actress-music_department COL id VAL nm21964911	0
COL primaryName VAL Charlie Petersson COL primaryProfession VAL actor COL id VAL nm5099517	COL primaryName VAL Krishan Kumar COL primaryProfession VAL producer-director-actor COL id VAL nm0474824	0
COL primaryName VAL Terry Prewitt_ COL primaryProfession VAL sound_department COL id VAL nm21959111	COL primaryName VAL Terry Prewitt COL id VAL nm6577319	1
COL primaryName VAL Douglas E Porter COL primaryProfession VAL cinematographer-camera_department-editor COL id VAL nm21969584	COL primaryName VAL  COL primaryProfession VAL actress-editorial_department-sound_department COL id VAL nm21962307	0
COL primaryName VAL Mirjana Bohanec COL primaryProfession VAL actress COL id VAL nm21967548	COL primaryName VAL Josh CovittP COL primaryProfession VAL editor-writer-miscellaneous COL id VAL nm21958902	0
COL primaryName VAL Echarri Pablo COL primaryProfession VAL  COL id VAL nm0248371	COL primaryName VAL Dagmar WeaverMadsen COL primaryProfession VAL cinematographer-camera_department-producer COL id VAL nm2353188	0
COL primaryName VAL  COL primaryProfession VAL cinematographer-eidtor COL id VAL nm7839145	COL primaryName VAL Adam George COL primaryProfession VAL actor COL id VAL nm21969570	0
COL primaryName VAL Krishan Kumran COL primaryProfession VAL art_driector-director-atcor COL id VAL nm21964303	COL primaryName VAL Chandrashekhar Mahamuni COL primaryProfession VAL producer COL id VAL nm21964214	0
COL primaryName VAL MouShanHu ang COL primaryProfession VAL  COL id VAL nm1350644	COL primaryName VAL Robert Foster COL primaryProfession VAL camera_department-cinematographer-director COL id VAL nm21959529	0
COL primaryName VAL Nigel Davenportd COL primaryProfession VAL actor-assistant_director-soundtrack COL id VAL nm21961488	COL primaryName VAL Giulia Boverioq COL primaryProfession VAL make_up_department COL id VAL nm21964850	0
COL primaryName VAL Chris COL primaryProfession VAL music_department-composer-soundtrack COL id VAL nm21961290	COL primaryName VAL Paul Cross COL primaryProfession VAL actor-producer-director COL id VAL nm21958909	0
COL primaryName VAL Jake Brennan COL primaryProfession VAL actor-cinematographer-camera_department COL id VAL nm21964356	COL primaryName VAL Molly Rome COL primaryProfession VAL actress COL id VAL nm1007991	0
COL primaryName VAL  COL primaryProfession VAL acts COL id VAL nm21954987	COL primaryName VAL Maralyn Thoma COL primaryProfession VAL writer-actress-producer COL id VAL nm21969506	0
COL primaryName VAL F COL primaryProfession VAL aess COL id VAL nm3849670	COL primaryName VAL Leo Tolstoyu COL primaryProfession VAL  COL id VAL nm21961524	0
COL primaryName VAL Emmanuèle Bernheim COL primaryProfession VAL writer-actress COL id VAL nm0076814	COL primaryName VAL Yuan Huangm COL primaryProfession VAL miscellaneous COL id VAL nm21956150	0
COL primaryName VAL Shad Moss COL primaryProfession VAL actor-producer-soundtrack COL id VAL nm0510168	COL primaryName VAL Rajan P Dev COL primaryProfession VAL actor-director COL id VAL nm21969057	0
COL primaryName VAL Adam Georgep COL primaryProfession VAL editorial_department COL id VAL nm21969567	COL primaryName VAL ChakravortyS COL primaryProfession VAL art_department-composer-actor COL id VAL nm21964301	0
COL primaryName VAL  COL primaryProfession VAL producer-director-writer COL id VAL nm21961868	COL primaryName VAL Mcihael COL primaryProfession VAL editorial_department-director-writer COL id VAL nm21961866	1
COL primaryName VAL José Luis ColinaI COL primaryProfession VAL writer-directo-rsoundtrack COL id VAL nm21962887	COL primaryName VAL José Luis Colina COL primaryProfession VAL writer-director-soundtrack COL id VAL nm0171534	1
COL primaryName VAL Ray COL primaryProfession VAL actor-producer-writer COL id VAL nm21958900	COL primaryName VAL Joe Siracusa COL primaryProfession VAL music_department-sound_department-editorial_department COL id VAL nm0802733	0
COL primaryName VAL  COL primaryProfession VAL actor COL id VAL nm21956814	COL primaryName VAL Dhumal COL primaryProfession VAL actor COL id VAL nm21956818	1
COL primaryName VAL  COL primaryProfession VAL acts COL id VAL nm21960610	COL primaryName VAL Nadezhda Kamenkovich COL primaryProfession VAL actress COL id VAL nm2778763	1
COL primaryName VAL Tianna COL primaryProfession VAL  COL id VAL nm0853259	COL primaryName VAL Kazuaki Yoshiga COL primaryProfession VAL cinematographer COL id VAL nm21959574	0
COL primaryName VAL Jmaes Blnut COL primaryProfession VAL  COL id VAL nm1955540	COL primaryName VAL Mike Deisinger COL primaryProfession VAL editorial_department-editor-director COL id VAL nm21960664	0
COL primaryName VAL Christopher Walken COL primaryProfession VAL actor-soundtrack-miscellaneous COL id VAL nm0000686	COL primaryName VAL Chris Candy COL primaryProfession VAL actor-sound_department-writer COL id VAL nm1101505	0
COL primaryName VAL Michael Dougherty COL primaryProfession VAL writer-director-actor COL id VAL nm21955560	COL primaryName VAL Vandemataram Srinivas COL primaryProfession VAL composer-music_department-actor COL id VAL nm0820258	0
COL primaryName VAL Vincent Martin COL primaryProfession VAL actor COL id VAL nm0553181	COL primaryName VAL Jeffrey Schwarz COL primaryProfession VAL producer-director-editor COL id VAL nm0777593	0
COL primaryName VAL Ivy Latimerm COL primaryProfession VAL actress COL id VAL nm21960116	COL primaryName VAL  COL primaryProfession VAL actor-producer COL id VAL nm0001740	0
COL primaryName VAL JB Rogres COL primaryProfession VAL  COL id VAL nm21968544	COL primaryName VAL Megan Gallagher COL primaryProfession VAL actress COL id VAL nm0302446	0
COL primaryName VAL Mkie LaneN COL primaryProfession VAL producn_manager-producer-soundtrack COL id VAL nm21959174	COL primaryName VAL Chertok Jack COL primaryProfession VAL producer-miscellaneous COL id VAL nm21969127	0
COL primaryName VAL Chris Cook COL primaryProfession VAL actor COL id VAL nm3827979	COL primaryName VAL BoyYoo Krodanq COL primaryProfession VAL actor COL id VAL nm21964349	0
COL primaryName VAL P James Hogan COL primaryProfession VAL  COL id VAL nm0003373	COL primaryName VAL Kevin COL primaryProfession VAL porducer-miscellaneous-production_manager COL id VAL nm21965473	0
COL primaryName VAL Nadia COL primaryProfession VAL actress COL id VAL nm2551613	COL primaryName VAL Agnès Godard COL primaryProfession VAL cinematographer-camera_department-editorial_department COL id VAL nm0323707	0
COL primaryName VAL Fregni Stefano COL primaryProfession VAL actor-producer-writer COL id VAL nm2308815	COL primaryName VAL Stefano Fregnih COL primaryProfession VAL  COL id VAL nm21964083	1
COL primaryName VAL Ulrich Noethen COL primaryProfession VAL actor-soundtrack COL id VAL nm21963304	COL primaryName VAL Reizes Stehpen COL primaryProfession VAL  COL id VAL nm21957666	0
COL primaryName VAL  COL primaryProfession VAL actress-soundtrack COL id VAL nm0051916	COL primaryName VAL Lius Aguilar COL primaryProfession VAL  COL id VAL nm0013566	0
COL primaryName VAL Marcius Barbieri COL primaryProfession VAL editor-director-actor COL id VAL nm21962614	COL primaryName VAL AJ Walsha COL primaryProfession VAL actor COL id VAL nm21965880	0
COL primaryName VAL  COL primaryProfession VAL director-wrr-producer COL id VAL nm0820232	COL primaryName VAL Kasprowicz Adam COL primaryProfession VAL  COL id VAL nm6942136	0
COL primaryName VAL Ceyda Ates COL primaryProfession VAL actress COL id VAL nm21961179	COL primaryName VAL Nripati Chatterjee COL primaryProfession VAL actor COL id VAL nm21966952	0
COL primaryName VAL Thopmson COL id VAL nm21960591	COL primaryName VAL CharlesT hompson COL primaryProfession VAL  COL id VAL nm21960592	1
COL primaryName VAL Layla Fawziy COL primaryProfession VAL art_director COL id VAL nm21967239	COL primaryName VAL Barbara Pogenmiller COL primaryProfession VAL actress COL id VAL nm21962451	0
COL primaryName VAL  COL primaryProfession VAL producer-prction_manager-miscellaneous COL id VAL nm0604558	COL primaryName VAL  COL primaryProfession VAL producer-production_manager-assistant_director COL id VAL nm1692647	0
COL primaryName VAL  COL primaryProfession VAL cinematographer-producer-camera_department COL id VAL nm0665951	COL primaryName VAL Rakuto Tochihara COL primaryProfession VAL actor COL id VAL nm1204432	0
COL primaryName VAL Jack Cunninghamu COL primaryProfession VAL production_manager-producer-miscellaneous COL id VAL nm21956061	COL primaryName VAL Kjetil AlvestadZ COL primaryProfession VAL transportation_department COL id VAL nm21962150	0
COL primaryName VAL Roy Pomeroyk COL primaryProfession VAL camera_department-director-miscellaneous COL id VAL nm21955924	COL primaryName VAL Hubbard Tom COL primaryProfession VAL actor-ter-producer COL id VAL nm0399235	0
COL primaryName VAL Ricardo Mosquera COL primaryProfession VAL miscellaneous-actor-producer COL id VAL nm1468359	COL primaryName VAL Mosquerai COL primaryProfession VAL special_effects-actor-producer COL id VAL nm21965823	1
COL primaryName VAL Ramon Nomar COL primaryProfession VAL ac COL id VAL nm0634553	COL primaryName VAL Dylan Williams COL primaryProfession VAL producer-director-editor COL id VAL nm21962153	0
COL primaryName VAL Igor Bolgarin COL primaryProfession VAL writer-director COL id VAL nm21960731	COL primaryName VAL Katrin KalketenidisC COL primaryProfession VAL set_decorator-camera_department-producer COL id VAL nm21968967	0
COL primaryName VAL Catherine COL primaryProfession VAL produ COL id VAL nm0935687	COL primaryName VAL Jelena Büsser COL primaryProfession VAL actress COL id VAL nm21958095	0
COL primaryName VAL Doirs Kenyon COL primaryProfession VAL actress-soundtrack COL id VAL nm21955923	COL primaryName VAL Lodnon Nick COL primaryProfession VAL director-producer-cinematographer COL id VAL nm4123264	0
COL primaryName VAL Sean S Cunninghamc COL primaryProfession VAL costume_edpartment-writer-director COL id VAL nm21960221	COL primaryName VAL Rüstü Rebçer COL id VAL nm3082840	0
COL primaryName VAL Carterp Richard COL primaryProfession VAL camera_department COL id VAL nm21960114	COL primaryName VAL Marcus Bryant COL primaryProfession VAL coser COL id VAL nm2536511	0
COL primaryName VAL Nathalie Boltt COL primaryProfession VAL actress-producer-director COL id VAL nm21957325	COL primaryName VAL Catherine Stepien COL primaryProfession VAL production_designer-costume_department-actress COL id VAL nm21955058	0
COL primaryName VAL Andrew Taggarti COL primaryProfession VAL soundtrack-compoesr-actor COL id VAL nm21963175	COL primaryName VAL DelgrásM Gonzalo COL primaryProfession VAL  COL id VAL nm21956748	0
