pokemon,version,item,rarity
1208,22,0,5
555,10,0,50
581,18,0,5
246,22,1620,1
192,28,1085,5
121,28,698,5
1439,25,1390,100
608,8,1388,5
1317,28,0,5
1261,27,0,5
1002,22,1392,5
1190,16,0,100
1290,22,702,50
757,14,1209,5
1286,30,0,5
851,17,1167,5
1337,9,0,100
1330,16,1474,5
1214,12,396,5
389,21,0,5
1448,7,0,5
1432,14,0,5
997,15,0,5
1582,21,0,5
586,29,1057,5
142,30,1388,5
703,17,0,5
273,15,0,5
1317,29,0,5
776,21,0,50
1307,30,0,5
1541,27,571,5
1338,22,0,5
556,30,0,5
1445,21,0,5
1097,18,584,5
1154,24,1304,100
384,12,0,5
1541,12,571,5
755,25,0,5
1348,24,0,5
368,24,0,5
389,21,0,50
116,24,0,5
1201,12,0,5
106,22,0,5
608,25,1388,5
489,27,1313,5
1520,28,1391,5
364,14,0,5
1432,15,0,5
1516,15,0,5
134,27,806,5
1214,11,396,5
655,29,1276,5
1535,15,0,5
989,16,565,5
249,24,0,5
25,28,1288,5
86,13,0,5
855,28,1391,5
855,23,1278,50
1264,13,0,5
317,22,1481,5
397,27,920,5
790,24,0,5
1505,27,0,5
581,27,0,5
1420,23,1283,5
393,28,0,5
581,21,0,5
385,8,0,5
1527,22,0,5
1289,14,703,5
1337,29,0,5
1510,16,0,5
460,10,1391,5
1221,28,564,50
116,16,558,50
793,14,0,5
112,10,0,5
691,12,0,5
480,8,1173,100
756,26,1048,5
116,8,0,5
88,9,1209,5
2,28,0,50
1510,26,0,5
368,15,0,5
554,13,0,5
1074,12,0,5
1535,30,0,5
1162,8,1216,5
1634,13,0,5
2,22,0,50
785,28,0,5
496,8,1278,5
997,12,0,5
1190,12,0,100
1108,30,0,5
2,17,0,50
731,28,1279,5
0,12,0,5
848,28,0,5
1164,30,0,5
757,27,1209,5
1324,28,1392,5
754,10,0,5
1154,17,1304,100
1008,14,570,5
1308,28,0,5
112,10,0,50
1319,28,1039,5
761,30,0,5
88,27,1209,5
989,18,1216,50
176,25,0,5
820,26,1206,5
1199,24,0,5
987,26,556,5
1238,21,0,100
1000,15,0,5
116,11,0,5
989,12,1216,50
1035,30,0,50
159,25,0,5
974,26,1392,5
497,29,703,5
841,18,0,1
1063,23,0,5
368,25,0,5
1524,13,1588,5
1267,17,762,50
971,22,1312,5
368,17,0,5
87,12,0,5
1459,23,0,5
841,18,1391,5
176,30,0,5
793,23,0,50
1207,17,1481,5
1448,29,0,5
555,11,0,5
861,22,1085,5
791,30,0,5
1290,23,702,50
409,28,1057,5
1624,29,0,5
1530,28,0,5
1036,27,0,5
1035,27,0,50
385,11,0,5
759,28,0,5
1306,9,0,5
994,28,584,5
493,18,0,5
1307,14,0,5
1289,9,702,50
854,30,1391,5
987,7,1085,5
1236,16,0,100
1238,30,0,5
655,25,1276,5
848,17,0,5
1530,13,0,5
623,30,1390,5
2,13,874,50
1308,13,0,5
862,22,0,50
1024,12,0,5
1520,27,1391,5
862,21,0,50
1542,28,1389,50
581,16,0,5
1349,17,0,5
116,21,0,5
860,15,1085,5
1154,7,1304,100
0,23,0,5
968,24,1313,5
555,13,0,5
1349,18,0,5
861,21,1085,5
1634,16,0,5
489,27,1312,5
790,16,0,5
106,28,0,5
460,16,1278,5
249,15,0,5
1414,17,1528,5
1510,18,0,5
848,29,0,5
1534,17,0,5
968,29,1312,5
1593,29,0,5
763,11,1084,100
1154,18,1304,100
691,13,0,5
1313,25,1388,5
1286,28,0,5
1337,17,0,100
1236,22,0,100
1201,12,0,5
731,11,1279,5
861,12,1085,5
25,22,0,1
981,7,1046,5
1308,29,0,5
1214,7,396,5
768,29,1085,5
258,15,570,5
122,27,698,5
569,29,0,5
1236,14,0,100
86,28,0,5
249,12,0,5
384,9,0,5
759,27,0,5
1210,16,1481,5
0,21,0,5
841,18,0,1
25,18,0,1
997,22,0,50
2,25,0,50
536,27,0,5
266,29,703,5
1317,28,0,5
1235,13,0,100
106,25,0,5
13,25,0,5
1447,24,0,100
385,21,0,5
1221,23,0,5
1210,11,1481,5
1435,13,1476,5
459,18,1278,5
1534,22,0,50
905,28,0,5
1535,12,0,5
269,30,1390,5
460,11,1391,5
1524,29,564,50
0,13,0,5
1338,12,0,5
261,29,570,5
496,18,1278,5
87,27,0,5
273,15,0,5
757,18,1209,5
1338,14,0,5
1541,17,571,5
140,27,1168,5
86,12,0,5
1337,21,0,100
855,25,1391,5
1254,17,0,1
1621,28,1046,50
1201,17,0,5
118,21,1168,50
1634,16,0,5
1524,29,0,5
1289,13,703,5
1063,27,0,5
811,22,1390,5
1067,29,0,5
1349,27,0,5
496,30,1278,5
848,27,0,5
1623,30,1085,5
1349,17,0,5
581,24,0,5
1208,26,0,5
1161,21,0,50
501,29,1389,5
1530,7,0,5
1024,30,0,5
77,30,1571,5
1432,29,0,5
690,15,0,5
1216,30,0,5
1420,27,1283,5
703,30,0,5
989,15,1216,50
86,29,0,5
498,17,0,50
754,29,0,5
1035,26,0,50
0,12,0,5
459,17,1278,5
848,28,0,50
782,22,0,5
989,13,1216,50
116,30,0,5
971,24,1313,5
2,10,0,50
1474,22,1216,50
1459,24,0,5
273,14,0,5
1516,22,0,5
1348,28,0,5
115,22,0,5
989,24,565,5
476,29,1209,5
1289,7,703,5
89,10,1312,5
1447,25,0,100
1221,18,0,1
1002,26,1392,5
853,18,1283,5
1208,30,0,5
854,23,1391,5
87,16,0,5
486,18,0,100
1348,24,0,5
1582,10,0,5
476,13,1209,5
1335,15,1216,5
159,13,0,5
443,13,0,5
87,17,0,5
489,23,1312,5
1212,15,1075,5
1264,28,0,5
793,25,0,5
755,28,0,5
1527,10,0,5
989,30,565,5
556,27,0,50
1267,23,763,50
880,18,978,5
460,12,1278,5
159,30,0,5
1210,14,1481,5
1432,24,0,5
1535,29,0,5
1190,18,0,100
1235,28,0,5
621,25,922,5
489,22,1312,5
1447,9,0,100
13,28,0,5
497,7,703,5
853,12,1283,5
105,26,0,5
968,16,1313,5
497,27,703,5
106,17,0,5
1533,30,0,5
1036,10,0,5
1289,18,702,50
1238,17,0,100
837,29,0,5
1303,15,1085,5
1092,13,1479,5
1172,14,1477,5
1420,18,1283,5
1459,22,0,1
2,9,874,50
1162,22,0,50
913,15,1388,5
1063,21,0,5
1325,23,1392,5
1432,8,0,5
418,28,1057,5
1377,23,396,5
1338,15,0,5
1582,18,0,5
763,10,1084,100
1008,21,570,5
1612,21,0,1
1171,12,1477,5
852,28,1283,5
971,12,1312,5
385,18,0,5
1380,27,0,5
274,13,0,5
368,22,0,5
274,7,0,5
386,12,1076,100
1414,13,1528,5
1542,30,1389,50
1000,27,0,5
881,18,978,5
115,9,558,50
384,10,0,5
1199,17,0,5
1524,18,1588,5
703,8,0,5
1024,26,0,5
459,7,1278,5
388,22,0,5
1036,8,0,5
945,28,0,5
1315,30,0,5
608,22,1388,5
36,12,1312,5
1624,27,0,5
1036,16,0,5
1154,11,1167,100
497,8,703,5
754,18,0,5
1308,30,0,5
1337,30,0,5
1289,29,703,5
115,28,0,5
1273,29,0,5
336,29,0,5
317,18,1481,5
1324,14,1392,5
1533,28,558,50
1431,26,1245,5
756,8,1048,5
159,25,0,5
1154,25,1304,100
1238,12,0,100
1306,16,0,5
498,17,0,50
1534,7,0,5
493,18,0,5
1044,26,1481,5
1035,24,0,5
1598,28,0,50
142,26,1388,5
412,29,0,5
149,16,0,100
754,25,0,5
1107,30,0,5
317,25,1481,5
298,22,0,1
1238,18,0,100
1207,13,1481,5
1165,13,0,5
1524,27,564,50
989,18,0,1
12,17,0,5
581,28,0,5
0,21,0,5
660,30,920,5
1044,25,1481,5
159,10,616,5
1459,17,0,5
660,27,920,5
1624,28,0,5
1308,15,0,5
526,21,0,50
1629,11,1279,5
2,12,0,50
655,8,441,5
1212,10,1075,5
443,14,0,5
989,25,565,5
496,16,1278,5
486,28,0,5
1520,21,1391,5
1507,8,0,50
811,17,1390,5
115,11,0,5
1330,18,1474,5
384,22,0,5
1056,30,0,5
790,25,0,5
486,26,0,100
1036,26,0,50
1527,15,0,5
756,25,1048,5
1221,21,0,5
754,8,0,5
12,26,0,5
1074,11,0,5
361,13,1478,5
486,23,0,100
1318,25,920,5
784,27,0,5
1204,15,978,5
1217,29,0,5
1210,7,1481,5
1063,26,0,5
1207,18,1481,5
1612,22,1216,50
1267,29,762,50
459,10,1391,5
1238,26,0,100
1337,10,0,100
1207,27,1481,5
84,29,1057,5
1535,28,558,50
1324,29,1392,5
493,13,0,5
1546,25,556,5
782,21,0,50
981,10,1046,5
149,14,0,100
1546,10,1085,5
554,23,0,5
1330,29,0,5
1157,21,1475,5
1306,9,0,5
1024,29,0,5
989,17,0,1
1036,10,0,5
1000,28,0,5
1541,26,571,5
306,28,0,5
1348,18,0,5
1535,10,439,5
761,29,0,5
1198,27,0,5
1634,21,0,5
326,18,1478,5
1524,21,1588,5
1264,16,0,5
1035,25,0,50
486,15,0,100
1330,17,1474,5
759,29,0,5
36,22,1312,5
1035,21,0,5
755,8,0,5
1074,15,0,5
1035,29,0,5
89,13,1209,5
1120,30,0,50
1533,25,0,5
1637,17,920,5
769,13,1085,5
1547,23,556,5
527,18,0,1
1236,15,0,100
87,17,0,1
1634,21,0,5
642,25,1288,5
1097,21,584,5
1459,25,0,5
1530,9,0,5
1000,23,0,50
556,27,0,5
1307,30,0,5
25,18,1288,5
1264,14,0,5
881,21,0,50
555,21,0,5
0,16,0,5
317,12,1481,5
1267,26,762,50
2,7,874,50
793,28,0,5
1313,26,1388,5
1416,15,1474,5
551,15,762,5
1208,14,0,50
1208,25,0,5
1036,18,0,5
1097,22,584,5
1154,28,1304,5
1236,26,0,100
267,27,1283,5
86,29,0,5
159,24,0,5
1474,18,0,1
860,30,1085,5
1438,30,1390,5
2,24,0,50
1210,27,1481,5
1264,21,0,5
116,29,0,5
854,26,1391,5
1254,21,0,1
1263,17,0,1
1414,16,1528,5
115,14,558,50
1325,29,1392,5
2,30,0,50
1035,11,0,5
1337,13,0,100
365,27,1046,5
77,27,1571,5
703,23,0,5
492,22,0,5
497,26,703,5
115,16,558,50
115,15,0,5
1304,22,1085,5
497,13,702,50
1074,23,0,5
481,29,1206,5
258,30,570,5
974,25,1392,5
106,9,571,5
8,13,1167,5
393,30,0,5
1290,17,702,50
754,22,0,5
393,30,0,5
1440,18,571,5
1337,25,0,100
422,17,1216,5
1221,21,564,50
1505,12,0,5
84,25,1057,5
480,29,1162,5
1416,26,0,5
1290,30,703,5
389,22,0,50
989,10,565,5
1524,27,0,5
88,16,1209,5
476,8,1209,5
1524,28,0,5
1319,17,616,1
105,26,0,5
2,16,0,50
837,28,0,5
1399,22,0,100
1204,13,978,5
1438,26,1390,100
1036,25,0,5
613,17,0,50
994,27,584,5
1092,22,1479,5
851,22,1167,5
608,14,1388,5
1612,16,1216,50
1063,29,0,50
971,24,1312,5
1267,18,762,50
769,21,1085,5
989,15,1216,50
1337,24,0,100
387,9,1076,100
642,27,1288,5
781,18,0,5
756,23,1048,5
1593,30,0,5
317,15,1481,5
1318,27,1039,5
545,16,1304,100
493,15,0,5
460,15,1278,5
1000,27,0,5
968,17,1312,5
1210,9,1481,5
1210,21,1481,5
974,12,1392,5
703,14,0,5
1399,15,0,100
1208,25,0,5
662,28,0,5
971,27,1312,5
1074,29,0,5
811,18,1390,5
1307,29,0,5
86,15,0,5
1373,21,0,5
1337,9,0,100
1426,17,1475,5
317,16,1481,5
841,17,0,1
1098,17,571,5
1541,29,571,5
1236,30,0,5
87,24,0,5
1289,24,703,5
1431,13,1477,5
1190,13,0,100
36,15,1312,5
1337,26,0,100
111,10,0,50
489,28,1313,5
1527,11,0,5
837,29,0,5
274,18,0,50
968,10,1209,5
1036,30,0,50
476,25,1209,5
264,29,703,5
1306,22,0,5
1206,12,0,100
496,14,1278,5
1214,12,396,5
608,9,1388,5
1527,8,0,5
1533,28,0,5
971,15,1313,5
1201,12,0,5
1238,7,0,100
759,30,0,5
501,27,1389,5
1533,15,0,5
13,27,0,5
116,10,0,5
841,17,0,1
1338,17,0,5
89,22,1209,5
116,18,0,5
417,29,1057,5
1289,12,702,50
88,24,1209,5
1221,22,0,5
336,28,0,5
655,10,441,5
1074,17,0,5
1206,28,586,5
790,22,0,5
1190,22,0,100
1511,29,806,5
1533,22,0,5
1524,12,1588,5
460,9,1278,5
762,11,1084,100
1628,30,1279,5
853,28,1283,5
1236,8,0,100
1432,9,0,5
116,12,558,50
115,18,558,50
1348,25,0,5
1235,23,0,100
59,30,0,5
492,21,0,5
159,13,0,5
1290,16,703,5
0,17,0,5
1056,29,0,5
756,13,1048,5
691,14,0,5
1338,14,0,5
1414,12,1528,5
1207,15,1481,5
192,30,1085,5
1459,24,0,5
1008,12,570,5
1221,18,0,5
989,22,1216,50
1235,7,0,100
1214,26,396,5
1330,11,0,5
1547,18,556,5
1206,25,586,100
86,13,0,5
1221,21,0,1
111,11,0,50
791,29,0,5
683,14,1528,5
880,22,0,50
1044,28,1481,5
848,17,0,5
1238,28,0,5
388,22,0,5
389,17,0,5
1210,21,1481,5
1510,15,0,5
793,13,0,5
790,25,0,5
385,14,0,5
1198,24,0,5
1420,12,1283,5
982,22,1477,5
459,27,1278,5
306,27,0,5
374,11,1391,5
26,21,0,1
855,26,1278,50
1264,8,0,5
1637,13,920,5
87,22,0,1
1547,28,556,5
1612,18,0,1
88,14,1209,5
1324,15,1392,5
1448,10,0,5
621,13,922,5
1134,17,0,5
1197,21,1586,5
1530,27,0,5
836,29,1174,5
1193,10,1312,5
1612,13,1216,50
1199,18,0,5
997,17,0,5
246,22,1620,1
881,17,978,5
621,30,922,5
848,27,0,50
1533,16,0,5
874,10,0,5
1637,14,920,5
89,30,1209,5
579,18,0,5
556,25,0,5
841,17,0,1
1533,25,558,50
115,25,558,50
1008,24,570,5
851,10,1167,5
555,7,0,5
1337,18,0,100
1171,21,1477,5
1064,26,0,5
971,12,1313,5
861,28,1085,5
1262,29,0,5
1063,25,0,5
1224,30,808,5
556,30,0,50
36,21,1313,5
1036,7,0,5
913,23,1388,5
769,17,1085,5
1267,30,762,50
498,24,1085,5
1306,7,0,50
443,15,0,5
1000,13,0,50
703,16,0,5
26,22,0,1
1197,15,1586,5
8,9,1167,5
0,26,0,5
860,23,1085,5
754,13,0,5
1593,28,0,5
989,7,1216,50
1002,13,1392,5
556,30,0,5
1426,13,1475,5
1527,12,0,5
105,24,0,5
326,13,1478,5
1289,30,702,50
1063,8,0,5
1204,22,0,50
1637,24,920,5
1064,28,0,5
1547,9,1085,5
1207,22,1481,5
2,10,0,50
555,8,0,5
848,17,0,50
87,15,0,5
1474,17,0,1
149,24,0,100
387,12,1076,100
1190,14,0,100
116,10,558,50
1207,29,1481,5
1290,8,702,50
261,23,570,5
1107,29,0,5
389,17,0,5
361,10,0,50
1338,13,0,5
2,10,874,50
1312,25,1388,5
476,30,1209,5
1267,29,763,50
1415,27,1206,5
857,30,920,50
2,26,874,50
2,26,874,50
1236,25,0,100
1533,26,558,50
1307,15,0,5
1373,14,0,5
755,18,0,5
1289,16,703,5
1190,28,0,5
397,30,920,5
781,21,0,50
848,24,0,50
621,24,922,5
1459,28,0,5
1435,17,1476,5
1207,29,1481,5
1530,10,0,5
914,15,1388,5
1431,16,1477,5
1162,21,0,50
1542,29,1389,50
1024,22,0,5
997,17,0,5
1517,26,1284,5
586,27,1057,5
87,28,0,5
1431,22,1477,5
852,23,1283,5
1133,13,0,5
1264,9,0,5
1235,18,0,100
86,16,0,5
1432,13,0,5
555,11,0,5
852,30,1283,5
1036,29,0,50
1447,16,0,100
116,29,558,50
1527,22,0,5
737,23,1388,5
498,18,0,50
989,14,1216,50
397,28,920,5
446,27,0,5
258,22,570,5
755,14,0,5
1535,16,0,5
1533,21,0,5
1541,14,571,5
1035,22,0,5
267,29,1283,5
757,13,1209,5
754,9,0,5
1235,17,0,100
1527,21,0,5
1530,18,0,5
1377,27,396,5
1238,14,0,100
1515,12,0,5
149,13,0,100
364,17,0,5
1273,28,0,5
579,18,0,5
116,25,558,50
778,18,1528,5
116,23,0,5
1637,27,920,5
1163,13,0,5
851,13,1167,5
105,22,0,5
143,28,1388,5
1064,27,0,5
368,26,0,5
755,24,0,5
88,13,1209,5
1580,27,396,5
1432,12,0,5
1210,17,1481,5
913,16,1388,5
386,22,1076,100
480,26,1162,5
149,23,0,100
1530,12,0,5
1347,28,0,5
1349,26,0,5
1154,15,1304,100
1623,23,1085,5
768,22,1085,5
1261,16,0,5
497,30,703,5
87,24,0,5
0,24,0,5
1432,11,0,5
1216,24,0,100
87,11,0,5
1158,22,1475,5
1238,24,0,100
1063,27,0,50
851,7,1167,5
142,29,1388,5
249,18,0,5
1002,10,1392,5
793,17,0,50
1533,23,0,5
115,17,558,50
492,16,0,5
89,11,1313,5
273,17,0,50
1324,23,1392,5
1207,9,1481,5
1000,26,0,5
1534,30,0,5
115,16,0,5
106,22,0,5
1348,26,0,5
1432,23,0,5
1510,23,0,5
1290,7,702,50
987,28,556,5
1306,15,0,50
112,10,0,5
257,25,570,5
1263,22,0,1
1236,22,0,100
1201,18,0,5
852,24,1283,5
1307,14,0,5
1063,30,0,5
361,11,0,5
1515,16,0,5
26,17,1288,5
422,8,1216,5
1338,18,0,5
455,27,1312,5
1035,23,0,5
989,12,1216,50
1415,29,1206,5
621,29,922,5
1210,8,1481,5
1036,22,0,5
971,28,1312,5
1459,23,0,5
557,21,0,1
497,28,703,5
608,23,1388,5
385,17,0,5
1074,14,0,5
1319,18,616,1
855,27,1278,50
790,22,0,5
1447,11,0,100
1466,30,0,5
1399,16,0,100
460,21,1278,5
489,21,1312,5
1063,11,0,5
854,18,1278,50
317,8,1481,5
1377,24,396,5
1505,26,0,5
1325,13,1392,5
874,10,0,5
106,13,0,5
258,18,570,5
1235,12,0,100
116,7,0,5
881,13,978,5
317,9,1481,5
398,30,0,50
459,29,1278,5
476,24,1209,5
105,8,571,5
613,7,0,5
1236,26,0,100
914,23,1388,5
881,12,978,5
1445,30,0,5
360,18,1478,5
87,9,0,5
1516,17,0,5
1373,22,0,5
997,15,0,50
997,12,0,5
989,13,1216,50
880,18,978,5
1214,7,396,5
1416,16,1474,5
478,17,1168,100
1210,22,1481,5
1312,29,1388,5
551,14,763,5
781,21,0,5
1206,23,586,100
86,9,0,5
1236,17,0,100
1634,12,0,5
364,15,0,5
336,30,0,5
989,21,0,1
1306,10,0,5
545,15,1304,100
1317,27,0,5
36,25,1313,5
258,8,570,5
1171,13,1477,5
1092,18,1479,5
1289,24,702,50
1008,30,570,5
1307,29,0,5
1205,12,978,5
421,7,1216,5
853,15,1283,5
1435,16,1476,5
1063,26,0,50
1204,17,978,5
1161,9,1216,5
932,28,0,5
360,11,0,5
1000,12,0,5
84,27,1057,5
608,13,1388,5
971,13,1313,5
87,10,0,5
1036,27,0,5
361,18,1478,5
115,10,558,50
1190,7,0,100
1447,13,0,100
36,30,1313,5
1171,15,1477,5
1416,8,0,5
115,23,558,50
1063,29,0,5
860,25,1085,5
1044,27,1481,5
267,26,1283,5
1432,11,0,5
836,30,0,5
1530,17,0,5
1204,21,0,50
768,28,1085,5
1134,12,503,5
0,28,0,5
1157,17,1475,5
1214,21,396,5
311,28,0,5
837,30,0,5
1628,28,1279,5
1214,27,396,5
364,13,0,5
1541,25,571,5
1216,28,0,5
737,29,1388,5
1541,21,571,5
791,13,0,5
752,29,396,5
1416,17,1474,5
971,10,1209,5
1329,28,0,5
586,27,1057,5
1439,27,1390,5
1289,8,702,50
971,27,1313,5
498,23,1085,5
1348,29,0,5
1549,16,1476,5
1534,8,0,5
159,16,0,5
968,29,1312,5
1505,22,0,5
1431,12,1477,5
1337,15,0,100
1546,9,1085,5
1414,14,1528,5
261,30,570,5
545,14,1304,100
586,25,1057,5
1510,17,0,5
1114,30,698,5
1221,17,0,5
1530,21,0,5
159,12,0,5
1008,17,570,5
790,26,0,5
1623,17,0,50
1505,7,0,5
459,11,1391,5
621,28,922,5
1306,7,0,5
968,25,1312,5
989,18,0,1
1303,18,1085,5
1459,18,0,1
486,30,0,5
498,18,0,50
1190,15,0,100
387,15,1076,100
996,27,0,5
1598,25,0,5
1035,9,0,5
497,15,703,5
1214,13,396,5
608,21,1388,5
388,18,0,50
1432,16,0,5
1612,17,0,1
913,22,1388,5
989,21,0,1
497,21,703,5
642,29,1288,5
1063,7,0,5
854,22,1391,5
527,21,0,1
1399,25,0,100
1535,29,558,50
1290,29,702,50
1289,25,703,5
1438,28,1390,5
1162,7,1216,5
8,7,1167,5
1435,14,1476,5
1035,14,0,5
258,29,570,5
86,8,0,5
1024,16,0,5
1306,17,0,5
810,23,1390,5
881,22,0,50
524,22,0,50
411,18,0,50
1598,30,0,5
368,12,0,5
0,15,0,5
655,16,1276,5
1002,24,1392,5
989,12,565,5
460,24,1278,5
1197,17,1586,5
1273,26,0,5
1533,27,0,5
1208,22,0,5
1399,26,0,100
1325,12,1392,5
1348,27,0,5
1236,13,0,100
1505,16,0,5
861,30,1085,5
1290,27,702,50
1217,28,0,5
1172,18,1477,5
853,22,1283,5
13,30,0,5
1097,23,584,5
422,15,1216,5
1546,16,556,5
1432,25,0,5
77,25,1571,5
880,13,978,5
1520,24,1391,5
1024,24,0,5
1161,18,1216,5
852,17,1283,5
1154,23,1304,100
1289,28,702,50
115,29,558,50
1304,25,1085,5
848,21,0,5
1515,13,0,5
1214,24,396,5
361,15,1478,5
761,30,0,5
1221,23,0,5
1432,28,0,5
968,25,1313,5
1448,26,0,5
159,18,0,5
1535,8,439,5
1208,26,0,5
1214,8,396,5
793,15,0,5
1530,11,0,5
1212,8,1075,5
1145,18,0,5
1161,13,1216,5
555,17,0,5
555,22,0,5
1447,7,0,100
388,18,0,50
12,23,0,5
790,28,0,5
982,12,1477,5
115,17,0,5
1520,30,1391,5
1337,21,0,100
1303,23,1085,5
1000,28,0,5
1210,29,1481,5
987,13,556,5
498,21,1085,5
914,26,1388,5
756,15,1048,5
1098,16,571,5
1164,27,0,5
620,28,0,5
1221,27,564,50
836,30,0,5
1337,13,0,100
492,12,0,5
950,27,0,5
968,26,1313,5
1399,27,0,5
1620,30,1046,50
1390,10,0,50
1628,25,1279,5
2,8,874,50
962,25,1206,5
1479,11,0,50
1304,29,1085,5
1002,30,1392,5
386,18,1076,100
1199,23,0,5
769,22,1085,5
551,13,762,5
586,28,1057,5
1208,27,0,5
1212,9,1075,5
1035,27,0,50
1205,14,978,5
971,28,1313,5
1290,11,703,5
385,21,0,5
1199,29,0,5
326,16,1478,5
757,12,1209,5
1547,30,556,5
703,29,0,5
526,21,0,50
1199,22,0,5
880,15,978,5
997,21,0,5
0,26,0,5
914,24,1388,5
2,15,874,50
987,14,556,5
26,17,0,1
974,18,1392,5
134,28,806,5
1000,21,0,50
115,11,558,50
1154,14,1304,100
116,22,0,5
1541,24,571,5
115,29,0,5
1524,16,1588,5
703,18,0,5
811,29,1390,5
880,16,978,5
848,28,0,5
662,27,0,5
971,26,1313,5
1541,23,571,5
1445,14,0,5
1162,18,1216,5
1533,11,439,5
1236,23,0,100
855,21,1391,5
1261,29,0,5
1221,28,0,5
613,18,0,50
2,22,874,50
149,29,0,5
1307,24,0,5
1628,29,1279,5
1338,16,0,5
1308,13,0,5
1515,26,1281,5
1235,11,0,100
2,23,874,50
1201,22,0,5
0,18,0,5
268,25,1283,5
1319,22,920,5
1000,22,0,5
971,18,1313,5
1221,25,0,5
1000,14,0,5
497,18,702,50
1064,25,0,5
0,14,0,5
709,25,1057,5
422,15,1216,5
1208,29,0,5
987,17,556,5
1598,26,0,5
1162,22,0,50
