pokemon,version_group,move,pokemon_move_method,level,order
737,20,1293,1,20,
739,20,802,1,42,
1418,20,698,1,36,
972,20,315,4,0,
548,20,0,4,0,
751,20,0,4,0,
469,20,0,4,0,
1442,20,1402,4,0,
1142,20,0,4,0,
971,20,1528,4,0,
814,20,0,1,55,
1192,20,802,1,0,
1108,20,1522,4,0,
856,20,0,1,1,2.0
1294,20,170,1,50,
1359,20,1270,4,0,
1093,20,1131,4,0,
1410,20,560,4,0,
212,20,0,4,0,
979,20,0,1,28,
1002,20,0,1,40,
1082,20,730,4,0,
968,20,999,4,0,
1220,20,0,2,0,
240,20,0,4,0,
623,20,1560,1,40,
630,20,1451,1,40,
1233,20,1518,4,0,
47,20,0,4,0,
123,20,536,4,0,
1070,20,0,1,5,
1304,20,171,1,12,
1082,20,381,2,0,
612,20,1276,4,0,
1125,20,698,4,0,
949,20,655,4,0,
465,20,0,1,32,
1529,20,1131,4,0,
134,20,1260,4,0,
1461,20,0,4,0,
42,20,0,4,0,
658,20,1426,4,0,
726,20,0,4,0,
1214,20,730,4,0,
1481,20,1303,4,0,
1545,20,1132,4,0,
1192,20,93,4,0,
1163,20,0,4,0,
539,20,0,4,0,
502,20,0,4,0,
248,20,561,4,0,
976,20,37,4,0,
1184,20,655,4,0,
1438,20,288,3,0,
1092,20,1550,1,1,1.0
1313,20,1304,4,0,
1019,20,0,4,0,
1539,20,1205,4,0,
689,20,0,4,0,
1264,20,0,3,0,
812,20,93,4,0,
504,20,325,4,0,
155,20,1128,4,0,
1327,20,1474,4,0,
123,20,1528,4,0,
248,20,807,1,20,
968,20,1052,1,1,7.0
1213,20,808,4,0,
762,20,0,4,0,
501,20,0,4,0,
996,20,0,4,0,
1294,20,0,4,0,
443,20,0,1,5,
121,20,0,4,0,
661,20,0,1,36,
1299,20,1535,1,25,
1337,20,1128,4,0,
1346,20,1533,1,20,
1512,20,0,4,0,
1028,20,807,1,48,
1354,20,475,4,0,
1309,20,1528,4,0,
260,20,0,4,0,
1174,20,0,4,0,
8,20,79,1,36,
549,20,0,4,0,
430,20,378,4,0,
859,20,1050,4,0,
1630,20,0,2,0,
1327,20,0,1,1,2.0
1101,20,976,3,0,
1090,20,249,4,0,
1247,20,1207,4,0,
862,20,1256,1,48,
1386,20,0,1,4,
1309,20,0,4,0,
858,20,0,4,0,
811,20,0,4,0,
623,20,1528,4,0,
631,20,0,4,0,
695,20,0,1,1,3.0
751,20,0,4,0,
495,20,11,4,0,
827,20,1207,4,0,
461,20,703,4,0,
1144,20,1207,4,0,
270,20,0,4,0,
1224,20,0,4,0,
248,20,924,1,24,1.0
272,20,0,4,0,
625,20,380,2,0,
165,20,0,2,0,
983,20,1474,4,0,
1318,20,0,4,0,
587,20,0,4,0,
1230,20,0,1,1,1.0
1442,20,539,4,0,
46,20,0,4,0,
555,20,587,4,0,
1096,20,0,4,0,
902,20,1207,4,0,
885,20,0,4,0,
271,20,1575,4,0,
377,20,0,4,0,
830,20,0,1,42,
1148,20,0,4,0,
628,20,0,1,40,
1299,20,698,1,45,
501,20,0,4,0,
654,20,0,1,24,
103,20,0,1,56,
1309,20,0,4,0,
1304,20,584,4,0,
1383,20,0,4,0,
808,20,0,4,0,
1318,20,1047,1,37,
1109,20,0,4,0,
281,20,0,4,0,
1154,20,1272,1,1,7.0
1591,20,1303,4,0,
501,20,1522,4,0,
977,20,0,3,0,
1203,20,0,4,0,
655,20,0,4,0,
1215,20,93,4,0,
1165,20,0,4,0,
658,20,1277,2,0,
1442,20,709,4,0,
381,20,1426,4,0,
1091,20,0,1,1,2.0
1154,20,113,1,40,
117,20,1518,4,0,
1190,20,0,4,0,
1481,20,582,2,0,
1383,20,1084,2,0,
308,20,0,1,1,2.0
130,20,0,4,0,
501,20,1109,4,0,
606,20,709,4,0,
10,20,1019,3,0,
486,20,0,4,0,
1233,20,0,4,0,
830,20,0,4,0,
494,20,0,1,16,
1539,20,1209,1,50,
880,20,1367,4,0,
1376,20,1522,4,0,
1217,20,709,4,0,
844,20,709,4,0,
1269,20,0,4,0,
127,20,1339,1,1,2.0
446,20,0,4,0,
1141,20,0,1,1,2.0
815,20,0,4,0,
974,20,0,4,0,
107,20,1530,4,0,
957,20,988,4,0,
1513,20,587,4,0,
913,20,615,4,0,
1555,20,0,3,0,
407,20,0,4,0,
1181,20,0,4,0,
876,20,584,4,0,
412,20,0,4,0,
1191,20,928,4,0,
858,20,82,1,1,2.0
1253,20,1207,4,0,
914,20,0,1,24,
493,20,366,4,0,
951,20,0,4,0,
495,20,697,4,0,
592,20,0,4,0,
1051,20,988,1,30,
860,20,1025,4,0,
476,20,1503,1,25,
1313,20,1127,1,52,
1439,20,213,3,0,
964,20,0,4,0,
1214,20,11,4,0,
487,20,0,4,0,
587,20,731,1,12,
632,20,0,4,0,
378,20,0,1,24,
748,20,35,4,0,
1513,20,1336,4,0,
260,20,0,4,0,
1432,20,0,2,0,
1534,20,0,2,0,
586,20,1474,4,0,
1337,20,1131,4,0,
398,20,0,1,16,
1126,20,1303,4,0,
1267,20,112,2,0,
844,20,0,4,0,
130,20,999,4,0,
1009,20,1132,1,48,
490,20,537,4,0,
627,20,1528,4,0,
23,20,1522,4,0,
8,20,0,1,57,
1091,20,1004,4,0,
1290,20,0,4,0,
42,20,475,4,0,
630,20,709,4,0,
706,20,0,1,48,
664,20,11,4,0,
254,20,0,4,0,
889,20,0,4,0,
1432,20,0,4,0,
120,20,1336,4,0,
990,20,1504,1,1,5.0
739,20,1392,4,0,
23,20,0,1,72,
11,20,0,4,0,
672,20,1627,1,1,6.0
1102,20,1366,2,0,
1216,20,0,4,0,
994,20,0,4,0,
409,20,1528,4,0,
1350,20,1207,4,0,
709,20,1026,4,0,
716,20,1432,4,0,
655,20,1076,2,0,
622,20,1339,2,0,
972,20,1278,4,0,
858,20,652,4,0,
1163,20,0,1,1,2.0
1421,20,0,4,0,
1385,20,0,1,16,
621,20,1205,1,24,
275,20,1509,1,21,
911,20,0,4,0,
227,20,0,2,0,
957,20,1145,4,0,
1558,20,0,4,0,
695,20,987,4,0,
478,20,1530,4,0,
271,20,0,1,24,
498,20,1554,1,12,
789,20,1205,4,0,
985,20,1537,1,20,
1519,20,0,4,0,
919,20,0,4,0,
386,20,698,1,32,
751,20,0,1,15,
1511,20,180,4,0,
506,20,153,4,0,
862,20,0,4,0,
25,20,800,4,0,
917,20,1269,4,0,
565,20,11,1,24,
1321,20,584,4,0,
499,20,1207,1,48,
127,20,503,1,28,
612,20,1528,4,0,
1201,20,0,4,0,
1201,20,1530,4,0,
248,20,174,1,1,1.0
241,20,561,4,0,
887,20,11,4,0,
531,20,0,4,0,
1581,20,0,4,0,
1635,20,325,4,0,
586,20,566,1,40,
1072,20,0,1,5,
1199,20,1325,1,12,
1420,20,82,1,1,4.0
1269,20,0,4,0,
876,20,1339,1,1,2.0
1172,20,1528,4,0,
378,20,560,4,0,
1635,20,0,1,45,
907,20,998,4,0,
785,20,1004,4,0,
989,20,563,4,0,
1056,20,0,4,0,
1480,20,0,4,0,
110,20,0,4,0,
624,20,1269,1,30,2.0
1101,20,1093,1,45,
289,20,1205,4,0,
979,20,0,4,0,
1204,20,1522,4,0,
1135,20,1256,4,0,
236,20,0,1,35,
809,20,615,4,0,
769,20,1426,4,0,
1294,20,997,1,40,
1009,20,1128,4,0,
543,20,0,1,1,9.0
81,20,1528,4,0,
241,20,0,4,0,
1479,20,0,4,0,
260,20,6,4,0,
500,20,756,1,1,1.0
1510,20,0,1,31,
1171,20,807,4,0,
1322,20,326,4,0,
1544,20,472,4,0,
110,20,1569,1,0,
4,20,1530,4,0,
923,20,0,1,21,
585,20,0,1,1,13.0
1031,20,0,4,0,
1411,20,698,4,0,
1476,20,0,1,1,8.0
381,20,1207,4,0,
1135,20,0,4,0,
1018,20,0,4,0,
845,20,0,4,0,
1474,20,615,4,0,
130,20,1145,4,0,
1325,20,1130,1,36,
214,20,1232,4,0,
374,20,0,1,28,
1144,20,0,1,42,
1310,20,587,4,0,
109,20,1269,4,0,
1348,20,0,4,0,
1463,20,0,4,0,
240,20,1517,4,0,
608,20,0,4,0,
1415,20,378,4,0,
261,20,315,4,0,
498,20,709,4,0,
1002,20,1528,4,0,
974,20,0,4,0,
809,20,1303,4,0,
211,20,0,2,0,
1529,20,1082,1,53,
110,20,0,4,0,
588,20,36,4,0,
531,20,1260,4,0,
393,20,0,2,0,
1526,20,0,1,20,
1210,20,0,4,0,
330,20,0,4,0,
1207,20,0,2,0,
1152,20,0,4,0,
1055,20,1508,1,21,
1452,20,0,1,12,
1544,20,782,4,0,
977,20,0,4,0,
882,20,113,4,0,
721,20,0,4,0,
1224,20,496,1,9,
1217,20,584,4,0,
1046,20,0,1,1,2.0
1054,20,1218,4,0,
133,20,545,4,0,
491,20,93,4,0,
492,20,800,4,0,
1416,20,0,4,0,
365,20,1259,1,24,
1319,20,0,4,0,
1289,20,1004,4,0,
1115,20,0,4,0,
130,20,1263,4,0,
493,20,1392,4,0,
372,20,1092,4,0,
907,20,503,1,0,
530,20,1530,4,0,
1322,20,0,3,0,
492,20,0,4,0,
1183,20,963,1,1,1.0
1361,20,0,4,0,
1240,20,0,4,0,
185,20,0,1,81,
514,20,0,4,0,
1376,20,475,1,1,3.0
1545,20,0,4,0,
1542,20,1231,4,0,
688,20,1103,3,0,
518,20,0,4,0,
1176,20,0,1,47,
262,20,378,4,0,
474,20,0,4,0,
1438,20,0,4,0,
507,20,0,2,0,
649,20,0,4,0,
543,20,1528,4,0,
586,20,218,1,4,
670,20,0,4,0,
1411,20,0,4,0,
1513,20,380,1,44,
586,20,0,4,0,
1430,20,1132,4,0,
1056,20,16,4,0,
812,20,1132,4,0,
720,20,0,4,0,
421,20,0,4,0,
681,20,1517,1,16,
785,20,299,3,0,
692,20,0,4,0,
344,20,0,4,0,
623,20,1342,4,0,
855,20,1092,4,0,
1289,20,1392,4,0,
1599,20,0,4,0,
1322,20,1372,4,0,
842,20,709,4,0,
1290,20,1375,1,1,2.0
1006,20,561,4,0,
116,20,0,2,0,
1031,20,0,1,48,
1512,20,0,1,36,1.0
1392,20,1518,4,0,
1555,20,987,4,0,
1214,20,0,4,0,
814,20,0,1,70,
979,20,1277,1,1,1.0
695,20,1426,4,0,
374,20,1002,4,0,
1350,20,367,4,0,
1090,20,0,1,54,
1252,20,0,4,0,
493,20,1432,4,0,
1176,20,1402,4,0,
1416,20,288,3,0,
241,20,0,1,44,
1313,20,1030,4,0,
909,20,0,1,0,
875,20,1345,3,0,
24,20,288,3,0,
734,20,0,1,28,
214,20,731,1,28,
948,20,1103,3,0,
255,20,0,4,0,
1439,20,0,4,0,
133,20,0,4,0,
130,20,1392,4,0,
876,20,582,1,84,
874,20,699,1,1,4.0
1327,20,11,1,21,
917,20,0,4,0,
127,20,1145,4,0,
654,20,1270,1,1,3.0
1101,20,976,3,0,
621,20,1325,1,15,
1348,20,1268,1,4,
872,20,0,4,0,
655,20,208,4,0,
1171,20,0,4,0,
877,20,0,4,0,
379,20,1207,1,72,
1421,20,0,4,0,
1002,20,0,4,0,
240,20,0,1,40,
101,20,655,4,0,
410,20,0,4,0,
274,20,0,4,0,
1526,20,1528,4,0,
43,20,615,1,48,
272,20,0,4,0,
529,20,211,4,0,
1299,20,1474,4,0,
1215,20,539,4,0,
595,20,1097,4,0,
1314,20,0,4,0,
481,20,167,1,16,
971,20,1528,4,0,
1101,20,539,4,0,
1119,20,1207,4,0,
632,20,0,4,0,
1135,20,0,4,0,
909,20,0,4,0,
1329,20,658,1,55,
492,20,1575,4,0,
256,20,807,1,36,2.0
10,20,1128,4,0,
1590,20,0,4,0,
117,20,503,1,11,
994,20,0,1,20,
721,20,0,1,1,7.0
1201,20,0,4,0,
133,20,1075,1,52,
1387,20,0,4,0,
1174,20,1426,4,0,
757,20,82,1,1,2.0
260,20,1268,1,8,
1318,20,1096,4,0,
4,20,378,4,0,
10,20,1530,4,0,
971,20,0,1,60,
424,20,0,4,0,
379,20,0,4,0,
655,20,1421,4,0,
11,20,1269,4,0,
1023,20,998,4,0,
838,20,0,4,0,
1550,20,1402,4,0,
993,20,1338,4,0,
1126,20,161,3,0,
963,20,0,1,56,
854,20,1063,4,0,
1205,20,0,4,0,
1295,20,1388,1,1,4.0
486,20,0,4,0,
731,20,0,4,0,
141,20,0,1,36,
1202,20,0,4,0,
732,20,0,4,0,
1192,20,802,4,0,
627,20,1293,1,20,
739,20,1293,1,6,
248,20,582,1,36,
878,20,0,1,39,
1210,20,1019,3,0,
134,20,1063,1,9,
872,20,1167,4,0,
328,20,1528,4,0,
1204,20,871,4,0,
443,20,0,4,0,
331,20,1293,1,20,
122,20,0,1,1,6.0
622,20,1560,4,0,
477,20,0,4,0,
811,20,396,1,32,
543,20,0,1,1,3.0
1321,20,0,4,0,
478,20,0,4,0,
501,20,1003,3,0,
102,20,326,4,0,
1620,20,803,1,38,
211,20,0,1,4,
1217,20,380,2,0,
919,20,1002,4,0,
862,20,391,1,37,
512,20,0,4,0,
1070,20,0,4,0,
824,20,0,1,1,4.0
261,20,0,4,0,
1609,20,0,4,0,
973,20,1551,4,0,
930,20,1281,4,0,
1354,20,0,4,0,
1526,20,366,4,0,
103,20,1052,1,8,
386,20,0,4,0,
337,20,0,1,35,
983,20,0,4,0,
1529,20,1575,4,0,
253,20,1562,1,33,
985,20,30,1,1,7.0
1320,20,1426,4,0,
591,20,208,4,0,
1542,20,1092,4,0,
1469,20,0,4,0,
1324,20,1281,4,0,
1175,20,1096,1,30,
1505,20,0,2,0,
911,20,1511,1,1,2.0
730,20,1096,4,0,
1175,20,1063,4,0,
1198,20,1575,4,0,
792,20,0,4,0,
184,20,325,4,0,
241,20,0,4,0,
296,20,0,1,1,1.0
376,20,1475,1,42,
1290,20,0,1,1,7.0
812,20,1207,4,0,
1094,20,0,4,0,
1234,20,0,4,0,
1205,20,655,4,0,
123,20,1205,4,0,
1142,20,0,4,0,
505,20,0,4,0,
769,20,1611,1,1,5.0
768,20,899,4,0,
1057,20,1528,4,0,
492,20,1530,4,0,
816,20,1518,4,0,
1269,20,998,4,0,
1176,20,1335,1,75,
692,20,1205,1,50,
1420,20,1132,4,0,
24,20,367,4,0,
1093,20,0,4,0,
379,20,1528,4,0,
1213,20,698,4,0,
930,20,1207,4,0,
117,20,0,4,0,
543,20,0,1,56,
481,20,378,4,0,
227,20,0,1,45,
1135,20,0,4,0,
868,20,730,4,0,
1290,20,222,1,1,15.0
11,20,1501,1,1,1.0
624,20,561,4,0,
1384,20,1551,4,0,
1410,20,536,4,0,
1085,20,1212,2,0,
512,20,0,4,0,
1525,20,93,4,0,
1530,20,0,1,36,
4,20,1003,3,0,
1542,20,0,3,0,
1290,20,1530,4,0,
1012,20,367,4,0,
241,20,1049,1,1,14.0
874,20,189,1,36,
874,20,367,1,42,
1289,20,0,1,1,3.0
184,20,0,4,0,
1459,20,0,4,0,
1239,20,0,1,1,1.0
595,20,0,4,0,
1181,20,1517,4,0,
1324,20,697,4,0,
879,20,692,4,0,
626,20,655,4,0,
1442,20,1474,4,0,
203,20,0,4,0,
1410,20,0,1,56,
469,20,0,4,0,
26,20,0,4,0,
1002,20,0,4,0,
768,20,783,1,1,1.0
603,20,0,1,24,
524,20,1372,4,0,
89,20,0,4,0,
494,20,0,4,0,
240,20,539,4,0,
1346,20,1377,1,10,
1375,20,998,1,0,
747,20,0,4,0,
130,20,709,4,0,
718,20,0,4,0,
23,20,0,4,0,
1473,20,1337,4,0,
1144,20,1092,4,0,
550,20,0,4,0,
1317,20,0,4,0,
337,20,115,1,75,
1353,20,1627,1,1,12.0
1107,20,0,4,0,
1430,20,1075,4,0,
1319,20,0,3,0,
1618,20,1528,4,0,
1175,20,0,4,0,
13,20,1421,4,0,
4,20,0,4,0,
109,20,0,4,0,
275,20,0,1,40,
884,20,0,4,0,
290,20,0,4,0,
1337,20,615,4,0,
1439,20,0,4,0,
664,20,0,4,0,
1523,20,808,4,0,
951,20,0,4,0,
599,20,0,4,0,
1289,20,698,1,1,8.0
518,20,1528,4,0,
949,20,0,4,0,
85,20,0,4,0,
801,20,0,4,0,
655,20,645,4,0,
1429,20,1011,2,0,
628,20,0,4,0,
612,20,153,1,18,
1330,20,800,4,0,
480,20,707,1,24,
1234,20,249,4,0,
241,20,211,4,0,
758,20,0,4,0,
1544,20,0,4,0,
658,20,153,4,0,
1528,20,1132,4,0,
428,20,0,4,0,
486,20,1304,4,0,
1480,20,0,2,0,
5,20,1530,4,0,
1432,20,0,4,0,
5,20,0,2,0,
861,20,0,4,0,
787,20,563,4,0,
1532,20,1047,1,44,
1615,20,0,4,0,
401,20,0,4,0,
421,20,0,4,0,
103,20,0,4,0,
855,20,0,4,0,
1410,20,0,1,49,
80,20,655,4,0,
1512,20,1281,4,0,
1520,20,1096,4,0,
606,20,1474,4,0,
806,20,0,4,0,
973,20,1132,4,0,
1614,20,0,1,43,
1532,20,0,4,0,
670,20,0,4,0,
23,20,1528,4,0,
544,20,113,4,0,
856,20,0,1,56,
497,20,1269,4,0,
1452,20,0,1,32,
854,20,0,2,0,
1523,20,916,4,0,
1452,20,0,1,44,
1107,20,378,1,12,
1419,20,0,4,0,
638,20,0,1,10,
241,20,1557,4,0,
102,20,1528,4,0,
1313,20,1127,4,0,
407,20,0,4,0,
1442,20,0,1,1,1.0
270,20,0,4,0,
1148,20,0,4,0,
1181,20,0,4,0,
427,20,0,1,33,
921,20,1518,4,0,
25,20,1508,1,10,
531,20,326,4,0,
1534,20,85,2,0,
668,20,1474,4,0,
277,20,0,2,0,
154,20,11,4,0,
1255,20,0,1,12,
302,20,0,4,0,
956,20,0,4,0,
984,20,0,4,0,
261,20,976,3,0,
75,20,0,4,0,
599,20,1528,4,0,
68,20,1092,4,0,
1220,20,1528,4,0,
739,20,1293,1,6,
1213,20,0,4,0,
1352,20,0,1,44,
1023,20,0,1,10,
381,20,800,4,0,
1491,20,0,1,36,
10,20,1282,4,0,
155,20,0,1,56,
1205,20,1522,4,0,
1203,20,149,4,0,
273,20,1463,4,0,
989,20,561,4,0,
963,20,1263,4,0,
1094,20,0,4,0,
1216,20,1250,4,0,
241,20,381,2,0,
274,20,6,4,0,
976,20,0,1,0,
273,20,1528,4,0,
154,20,1132,4,0,
670,20,0,4,0,
1072,20,0,4,0,
812,20,1325,1,60,
545,20,0,4,0,
739,20,0,4,0,
721,20,0,4,0,
1201,20,0,3,0,
257,20,920,4,0,
1538,20,897,4,0,
741,20,615,4,0,
1383,20,0,3,0,
480,20,1507,4,0,
503,20,93,4,0,
1618,20,1535,2,0,
809,20,0,4,0,
1246,20,0,1,38,
257,20,0,1,1,4.0
1256,20,1207,4,0,
877,20,0,4,0,
654,20,0,4,0,
486,20,0,4,0,
1108,20,730,4,0,
135,20,0,4,0,
1090,20,655,1,36,
1637,20,0,3,0,
811,20,0,2,0,
902,20,703,4,0,
982,20,82,1,1,5.0
1255,20,0,4,0,
628,20,0,4,0,
1512,20,1338,4,0,
364,20,1250,1,0,
20,20,0,1,66,
154,20,37,4,0,
11,20,987,1,1,9.0
1175,20,645,4,0,
598,20,1205,4,0,
808,20,0,4,0,
245,20,93,4,0,
624,20,0,1,33,
1337,20,0,4,0,
1438,20,698,4,0,
655,20,1480,1,40,
299,20,1096,1,40,
588,20,0,4,0,
421,20,916,4,0,
240,20,587,4,0,
154,20,0,1,56,
1205,20,561,4,0,
1093,20,1304,1,1,1.0
1006,20,707,1,36,
1312,20,0,1,36,
260,20,1528,4,0,
1263,20,0,4,0,
1410,20,0,4,0,
107,20,208,4,0,
380,20,1421,1,33,
461,20,1109,4,0,
103,20,1092,4,0,
1151,20,1518,4,0,
591,20,645,1,12,
1580,20,249,4,0,
1505,20,1002,4,0,
640,20,0,4,0,
1545,20,1528,4,0,
1317,20,999,1,40,
376,20,0,1,36,
654,20,707,1,36,
1175,20,1231,4,0,
372,20,0,1,8,
154,20,0,4,0,
374,20,647,2,0,
1635,20,16,4,0,
631,20,0,4,0,
1415,20,0,4,0,
592,20,1501,1,16,
141,20,0,2,0,
882,20,1207,4,0,
809,20,0,4,0,
1000,20,1507,4,0,
693,20,0,2,0,
1459,20,496,1,4,
1465,20,1522,4,0,
982,20,584,4,0,
26,20,1528,4,0,
620,20,1522,4,0,
480,20,0,1,1,4.0
130,20,0,4,0,
103,20,93,4,0,
1558,20,0,4,0,
812,20,0,4,0,
730,20,1051,1,1,1.0
600,20,756,1,1,1.0
236,20,0,4,0,
24,20,0,1,40,
508,20,0,4,0,
1434,20,0,1,30,
1029,20,0,4,0,
1101,20,37,4,0,
1302,20,0,3,0,
1622,20,1278,4,0,
582,20,0,1,40,
1530,20,0,1,27,
585,20,1511,1,1,2.0
1087,20,0,4,0,
1594,20,1303,1,40,
1294,20,539,4,0,
1181,20,587,4,0,
212,20,0,4,0,
342,20,0,1,80,
1320,20,1426,4,0,
1125,20,180,4,0,
494,20,0,4,0,
1538,20,0,4,0,
730,20,0,4,0,
1012,20,1575,4,0,
399,20,0,1,35,
946,20,0,4,0,
1201,20,709,4,0,
331,20,0,4,0,
289,20,1296,1,8,
1517,20,552,4,0,
812,20,1551,4,0,
989,20,0,4,0,
491,20,153,4,0,
869,20,0,4,0,
36,20,0,1,55,
653,20,730,4,0,
789,20,1207,4,0,
610,20,0,4,0,
1380,20,987,4,0,
661,20,0,4,0,
1289,20,1528,4,0,
1443,20,709,4,0,
860,20,1517,4,0,
918,20,0,4,0,
474,20,0,1,33,
843,20,0,4,0,
272,20,0,1,1,1.0
811,20,93,4,0,
1525,20,1557,4,0,
768,20,920,4,0,
843,20,29,1,1,1.0
1172,20,1474,4,0,
474,20,1019,3,0,
985,20,0,4,0,
1481,20,0,2,0,
622,20,0,1,5,
1048,20,0,4,0,
663,20,0,4,0,
1431,20,1392,4,0,
495,20,561,4,0,
1438,20,1007,4,0,
879,20,807,4,0,
1637,20,0,4,0,
585,20,0,4,0,
1213,20,1007,4,0,
508,20,707,4,0,
941,20,0,1,51,
1214,20,1145,4,0,
286,20,11,4,0,
802,20,249,4,0,
487,20,11,1,28,
393,20,0,4,0,
1511,20,1367,4,0,
120,20,730,4,0,
1324,20,645,1,16,
1010,20,1480,1,1,3.0
580,20,85,1,1,7.0
110,20,0,4,0,
1122,20,1528,4,0,
320,20,1207,4,0,
1526,20,0,4,0,
861,20,0,4,0,
