track,artist_credit
t1205,ac4324
t1206,ac2371
t1207,ac2587
t1208,ac4199
t1209,ac3746
t1210,ac3746
t1211,ac282
t1212,ac784
t1213,ac1145
t1214,ac265
t1215,ac3066
t1216,ac2663
t1217,ac4619
t1218,ac2738
t1219,ac2313
t1220,ac103
t1221,ac3796
t1222,ac917
t1223,ac3641
t1224,ac373
t1225,ac3986
t1226,ac394
t1227,ac3339
t1228,ac4596
t1229,ac1095
t1230,ac1964
t1231,ac1794
t1232,ac3312
t1233,ac236
t1234,ac3934
t1235,ac240
t1236,ac3288
t1237,ac3964
t1238,ac1878
t1239,ac1155
t1240,ac3394
t1241,ac4039
t1242,ac2898
t1243,ac1729
t1244,ac1277
t1245,ac4003
t1246,ac491
t1247,ac1909
t1248,ac1038
t1249,ac756
t1250,ac1062
t1251,ac389
t1252,ac511
t1253,ac2001
t1254,ac4094
t1255,ac4035
t1256,ac1609
t1257,ac246
t1258,ac1548
t1259,ac3503
t1260,ac2189
t1261,ac4231
t1262,ac1460
t1263,ac3354
t1264,ac995
t1265,ac1253
t1266,ac375
t1267,ac3054
t1268,ac1251
t1269,ac3340
t1270,ac891
t1271,ac3239
t1272,ac908
t1273,ac681
t1274,ac521
t1275,ac3181
t1276,ac3710
t1277,ac2686
t1278,ac3768
t1279,ac3349
t1280,ac2540
t1281,ac3159
t1282,ac3571
t1283,ac1642
t1284,ac152
t1285,ac1297
t1286,ac4449
t1287,ac1800
t1288,ac3510
t1289,ac3922
t1290,ac2690
t1291,ac2342
t1292,ac1067
t1293,ac1505
t1294,ac388
t1295,ac1584
t1296,ac3272
t1297,ac3412
t1298,ac69
t1299,ac3857
t1300,ac871
t1301,ac3691
t1302,ac3406
t1303,ac2082
t1304,ac3226
t1305,ac695
t1306,ac1381
t1307,ac1381
t1308,ac3799
t1309,ac1049
t1310,ac3602
t1311,ac715
t1312,ac589
t1313,ac224
t1314,ac1069
t1315,ac1641
t1316,ac4268
t1317,ac1667
t1318,ac662
t1319,ac2871
t1320,ac1886
t1321,ac2709
t1322,ac1594
t1323,ac1594
t1324,ac4541
t1325,ac3912
t1326,ac4123
t1327,ac3388
t1328,ac3151
t1329,ac2325
t1330,ac1323
t1331,ac4577
t1332,ac2766
t1333,ac598
t1334,ac2341
t1335,ac3367
t1336,ac3301
t1337,ac1712
t1338,ac3787
t1339,ac3844
t1340,ac394
t1341,ac4014
t1342,ac3176
t1343,ac82
t1344,ac312
t1345,ac166
t1346,ac1312
t1347,ac1501
t1348,ac4386
t1349,ac906
t1350,ac4261
t1351,ac386
t1352,ac2901
t1353,ac2768
t1354,ac674
t1355,ac674
t1356,ac3607
t1357,ac4242
t1358,ac4242
t1359,ac3061
t1360,ac3851
t1361,ac2363
t1362,ac2363
t1363,ac2363
t1364,ac3141
t1365,ac1139
t1366,ac1487
t1367,ac884
t1368,ac4540
t1369,ac3992
t1370,ac165
t1371,ac2466
t1372,ac1774
t1373,ac2286
t1374,ac877
t1375,ac2285
t1376,ac631
t1377,ac3572
t1378,ac1344
t1379,ac1769
t1380,ac1264
t1381,ac3251
t1382,ac3063
t1383,ac941
t1384,ac114
t1385,ac1587
t1386,ac3034
t1387,ac2410
t1388,ac4366
t1389,ac4273
t1390,ac3380
t1391,ac4110
t1392,ac4508
t1393,ac1470
t1394,ac2575
t1395,ac2540
t1396,ac1844
t1397,ac4569
t1398,ac3101
t1399,ac220
t1400,ac3382
t1401,ac1653
t1402,ac3129
t1403,ac2992
t1404,ac209
t1405,ac2910
t1406,ac2910
t1407,ac1159
t1408,ac4175
t1409,ac2138
t1410,ac4192
t1411,ac3640
t1412,ac609
t1413,ac609
t1414,ac4093
t1415,ac4431
t1416,ac3167
t1417,ac4084
t1418,ac323
t1419,ac3641
t1420,ac2558
t1421,ac3753
t1422,ac2926
t1423,ac3974
t1424,ac4463
t1425,ac3052
t1426,ac2110
t1427,ac2493
t1428,ac2091
t1429,ac212
t1430,ac212
t1431,ac921
t1432,ac3446
t1433,ac1474
t1434,ac2245
t1435,ac1511
t1436,ac4017
t1437,ac1510
t1438,ac1845
t1439,ac3346
t1440,ac2428
t1441,ac3729
t1442,ac3259
t1443,ac3333
t1444,ac338
t1445,ac3652
t1446,ac2287
t1447,ac3449
t1448,ac3711
t1449,ac3593
t1450,ac1824
t1451,ac1877
t1452,ac1296
t1453,ac1296
t1454,ac1296
t1455,ac1557
t1456,ac833
t1457,ac911
t1458,ac2232
t1459,ac2411
t1460,ac221
t1461,ac162
t1462,ac1797
t1463,ac3952
t1464,ac4459
t1465,ac4310
t1466,ac1175
t1467,ac693
t1468,ac2975
t1469,ac1321
t1470,ac4561
t1471,ac597
t1472,ac2817
t1473,ac1326
t1474,ac1588
t1475,ac4043
t1476,ac622
t1477,ac3140
t1478,ac135
t1479,ac2296
t1480,ac3346
t1481,ac3824
t1482,ac591
t1483,ac614
t1484,ac3019
t1485,ac1110
t1486,ac1244
t1487,ac1015
t1488,ac3447
t1489,ac3085
t1490,ac525
t1491,ac949
t1492,ac4094
t1493,ac3619
t1494,ac2331
t1495,ac3833
t1496,ac1012
t1497,ac1373
t1498,ac3591
t1499,ac1076
t1500,ac2098
t1501,ac1003
t1502,ac3118
t1503,ac489
t1504,ac2592
t1505,ac4562
t1506,ac4526
t1507,ac4414
t1508,ac2365
t1509,ac4161
t1510,ac576
t1511,ac4379
t1512,ac2185
t1513,ac2485
t1514,ac489
t1515,ac4435
t1516,ac2223
t1517,ac215
t1518,ac1515
t1519,ac2425
t1520,ac3882
t1521,ac1520
t1522,ac3016
t1523,ac1696
t1524,ac2232
t1525,ac1401
t1526,ac793
t1527,ac1938
t1528,ac2627
t1529,ac3792
t1530,ac4302
t1531,ac2390
t1532,ac201
t1533,ac259
t1534,ac259
t1535,ac3829
t1536,ac2235
t1537,ac466
t1538,ac1796
t1539,ac3498
t1540,ac2574
t1541,ac2208
t1542,ac1360
t1543,ac3293
t1544,ac3653
t1545,ac3302
t1546,ac459
t1547,ac4601
t1548,ac563
t1549,ac866
t1550,ac4198
t1551,ac4194
t1552,ac506
t1553,ac1825
t1554,ac4461
t1555,ac2314
t1556,ac1488
t1557,ac4033
t1558,ac883
t1559,ac118
t1560,ac1366
t1561,ac3808
t1562,ac1210
t1563,ac1473
t1564,ac1786
t1565,ac1530
t1566,ac4561
t1567,ac2800
t1568,ac2622
t1569,ac893
t1570,ac760
t1571,ac2904
t1572,ac425
t1573,ac4033
t1574,ac3117
t1575,ac3251
t1576,ac690
t1577,ac2692
t1578,ac2542
t1579,ac376
t1580,ac2656
t1581,ac1849
t1582,ac2445
t1583,ac4365
t1584,ac801
t1585,ac2065
t1586,ac1076
t1587,ac2065
t1588,ac4173
t1589,ac4029
t1590,ac1569
t1591,ac154
t1592,ac4113
t1593,ac3700
t1594,ac3573
t1595,ac2962
t1596,ac3700
t1597,ac2435
t1598,ac2474
t1599,ac2281
t1600,ac1295
t1601,ac3599
t1602,ac3998
t1603,ac1311
t1604,ac3658
t1605,ac1165
t1606,ac305
t1607,ac4386
t1608,ac814
t1609,ac473
t1610,ac3011
t1611,ac551
t1612,ac2414
t1613,ac2414
t1614,ac3228
t1615,ac184
t1616,ac2865
t1617,ac326
t1618,ac606
t1619,ac1911
t1620,ac2234
t1621,ac184
t1622,ac3483
t1623,ac305
t1624,ac3521
t1625,ac1583
t1626,ac214
t1627,ac3281
t1628,ac812
t1629,ac1687
t1630,ac1500
t1631,ac2674
t1632,ac44
t1633,ac4136
t1634,ac3346
t1635,ac3533
t1636,ac4292
t1637,ac3785
t1638,ac3505
t1639,ac1537
t1640,ac45
t1641,ac107
t1642,ac3730
t1643,ac2551
t1644,ac325
t1645,ac4197
t1646,ac364
t1647,ac364
t1648,ac3917
t1649,ac1593
t1650,ac2103
t1651,ac1395
t1652,ac53
t1653,ac2386
t1654,ac914
t1655,ac3793
t1656,ac149
t1657,ac2901
t1658,ac4460
t1659,ac1585
t1660,ac1585
t1661,ac1101
t1662,ac2540
t1663,ac4517
t1664,ac3950
t1665,ac172
t1666,ac104
t1667,ac104
t1668,ac2065
t1669,ac1633
t1670,ac4264
t1671,ac1302
t1672,ac1836
t1673,ac528
t1674,ac528
t1675,ac998
t1676,ac1666
t1677,ac2961
t1678,ac3754
t1679,ac2202
t1680,ac1968
t1681,ac368
t1682,ac1952
t1683,ac2111
t1684,ac1146
t1685,ac608
t1686,ac4034
t1687,ac226
t1688,ac4480
t1689,ac4479
t1690,ac4415
t1691,ac3384
t1692,ac2190
t1693,ac144
t1694,ac1820
t1695,ac2190
t1696,ac1606
t1697,ac1606
t1698,ac4467
t1699,ac3277
t1700,ac3277
t1701,ac4604
t1702,ac3771
t1703,ac2022
t1704,ac226
t1705,ac1756
t1706,ac3712
t1707,ac2347
