COL primaryName VAL Dan Robinson COL primaryProfession VAL editor-producer COL id VAL nm21969140	COL primaryName VAL Váradi Edit COL primaryProfession VAL actress COL id VAL nm21955846	0
COL primaryName VAL Marcius Barbieri COL primaryProfession VAL editor-director-actor COL id VAL nm21962614	COL primaryName VAL AJ Walsha COL primaryProfession VAL actor COL id VAL nm21965880	0
COL primaryName VAL Sylvie Breneto COL primaryProfession VAL producer-production_manager-miscellaneous COL id VAL nm21956507	COL primaryName VAL Ugo Liberatore COL primaryProfession VAL writer-director-actor COL id VAL nm0508792	0
COL primaryName VAL Bickram Ghosh COL primaryProfession VAL composer-music_department-actor COL id VAL nm1901403	COL primaryName VAL Tony Martinelli COL primaryProfession VAL editor-editorial_department COL id VAL nm0553390	0
COL primaryName VAL Lisa De LeeuwY COL primaryProfession VAL actress-producer-script_department COL id VAL nm21964653	COL primaryName VAL John Doman COL primaryProfession VAL actor COL id VAL nm21965247	0
COL primaryName VAL Noel Cunningham COL primaryProfession VAL actor-editorial_department-writer COL id VAL nm21956443	COL primaryName VAL Madhuri Dixit COL primaryProfession VAL actress-music_department-soundtrack COL id VAL nm0002043	0
COL primaryName VAL Nicolas Comeau COL primaryProfession VAL producer-production_manager COL id VAL nm2827276	COL primaryName VAL Jabr AlHajjv COL primaryProfession VAL composer COL id VAL nm21965501	0
COL primaryName VAL Stanley Wilson COL primaryProfession VAL music_department-composer-soundtrack COL id VAL nm0934161	COL primaryName VAL Peter North COL primaryProfession VAL actor-director-producer COL id VAL nm0000561	0
COL primaryName VAL Terry Prewitt_ COL primaryProfession VAL sound_department COL id VAL nm21959111	COL primaryName VAL Terry Prewitt COL id VAL nm6577319	1
COL primaryName VAL Jen Thompson COL primaryProfession VAL producer COL id VAL nm21963904	COL primaryName VAL Saray Pavon COL primaryProfession VAL actress COL id VAL nm21955408	0
COL primaryName VAL Rirkoo COL primaryProfession VAL actor COL id VAL nm21962547	COL primaryName VAL Oskar Franzenh COL primaryProfession VAL editor-editorial_department-camera_department COL id VAL nm21963560	0
COL primaryName VAL Jeremiah Bitsui COL primaryProfession VAL actor-producer-casting_department COL id VAL nm0084497	COL primaryName VAL Jeremiah BitsuiV COL primaryProfession VAL actor-producer-casting_department COL id VAL nm21956799	1
COL primaryName VAL Sophia Huybens COL primaryProfession VAL actress COL id VAL nm21957327	COL primaryName VAL Ben Affleck COL primaryProfession VAL producer-actor-writer COL id VAL nm0000255	0
COL primaryName VAL Felix Adler COL primaryProfession VAL writer-miscellaneous-actor COL id VAL nm21967403	COL primaryName VAL Chad Tepper COL primaryProfession VAL actor-miscellaneous COL id VAL nm21965217	0
COL primaryName VAL Kent Hovind COL primaryProfession VAL writer-producer-camera_department COL id VAL nm2379457	COL primaryName VAL Luis LuciaY COL primaryProfession VAL casting_department-director-production_manager COL id VAL nm21962883	0
COL primaryName VAL Diana Chihade COL primaryProfession VAL actress COL id VAL nm8073311	COL primaryName VAL Kanchan COL primaryProfession VAL actress COL id VAL nm0437146	0
COL primaryName VAL Oktay Yavuzr COL primaryProfession VAL script_department COL id VAL nm21957316	COL primaryName VAL PaoChang Han COL primaryProfession VAL director-production_manager-miscellaneous COL id VAL nm0156476	0
COL primaryName VAL John A Bushelman COL primaryProfession VAL editor-editorial_department-sound_department COL id VAL nm0124253	COL primaryName VAL Ali Mansuri COL primaryProfession VAL producer-miscellaneous-camera_department COL id VAL nm21966152	0
COL primaryName VAL Valley Keene COL primaryProfession VAL actress COL id VAL nm0444742	COL primaryName VAL Valley KeeneR COL primaryProfession VAL animation_department COL id VAL nm21960201	1
COL primaryName VAL Vladimir Gerasimov COL primaryProfession VAL director-assistant_director-producer COL id VAL nm7624726	COL primaryName VAL Ingrid Bisu COL primaryProfession VAL actress-writer-producer COL id VAL nm21956335	0
COL primaryName VAL Yuka Hôshaku COL primaryProfession VAL actress COL id VAL nm2488101	COL primaryName VAL Greg Pruss COL primaryProfession VAL writer-actor-art_department COL id VAL nm21958076	0
COL primaryName VAL Bickram Ghosh COL primaryProfession VAL composer-music_department-actor COL id VAL nm1901403	COL primaryName VAL Axel Milberg COL primaryProfession VAL actor COL id VAL nm21963301	0
COL primaryName VAL Harvey Berger COL primaryProfession VAL editor-writer-assistant_director COL id VAL nm2988594	COL primaryName VAL Laurence Hennion COL primaryProfession VAL editor COL id VAL nm0377473	0
COL primaryName VAL John Dennis COL primaryProfession VAL actor COL id VAL nm21961304	COL primaryName VAL John Dennis COL primaryProfession VAL actor COL id VAL nm0112392	1
COL primaryName VAL Donald Novis COL primaryProfession VAL actor-soundtrack-music_department COL id VAL nm0637161	COL primaryName VAL Mike Ryan COL primaryProfession VAL actor COL id VAL nm0752744	0
COL primaryName VAL Linda Sorensen COL primaryProfession VAL actress COL id VAL nm21958608	COL primaryName VAL Stan Freberg COL primaryProfession VAL actor-soundtrack-writer COL id VAL nm0292677	0
COL primaryName VAL Miogo Chen COL primaryProfession VAL composer-music_department COL id VAL nm7595770	COL primaryName VAL Anna Mikhaylovskaya COL primaryProfession VAL actress COL id VAL nm3361981	0
COL primaryName VAL André Sogliuzzo COL primaryProfession VAL actor-miscellaneous-soundtrack COL id VAL nm0812220	COL primaryName VAL José María Pemán COL primaryProfession VAL writer-soundtrack COL id VAL nm21962888	0
COL primaryName VAL Gerard CorderoR COL primaryProfession VAL transportation_department-stunts-writer COL id VAL nm21956797	COL primaryName VAL Ayano Takeda COL primaryProfession VAL writer COL id VAL nm7075214	0
COL primaryName VAL Ivo Uukkivi COL primaryProfession VAL actor-producer COL id VAL nm21962872	COL primaryName VAL Ivo Uukkivi COL primaryProfession VAL actor-producer COL id VAL nm0882616	1
COL primaryName VAL Kitarô Muro COL primaryProfession VAL producer-writer-director COL id VAL nm3496977	COL primaryName VAL Kitarô Muro COL primaryProfession VAL producer-writer-director COL id VAL nm21959575	1
COL primaryName VAL Peter Bose COL primaryProfession VAL producer COL id VAL nm1010170	COL primaryName VAL Juliana Montañésg COL primaryProfession VAL special_effects COL id VAL nm21957235	0
COL primaryName VAL MariaTeresa DaherCusack COL primaryProfession VAL actress COL id VAL nm8474275	COL primaryName VAL Gerard Damiano COL primaryProfession VAL director-writer-producer COL id VAL nm0198790	0
COL primaryName VAL Gabriel Diniz COL primaryProfession VAL camera_department-cinematographer-visual_effects COL id VAL nm21969647	COL primaryName VAL Jun Umeda COL primaryProfession VAL sound_department-producer-miscellaneous COL id VAL nm3803908	0
COL primaryName VAL Charles Jordan COL primaryProfession VAL actor-soundtrack COL id VAL nm21967586	COL primaryName VAL Danijela Nela Mihajlovicr COL primaryProfession VAL transportation_department COL id VAL nm21956110	0
COL primaryName VAL Sebastián Schjaerr COL primaryProfession VAL editor-director-writer COL id VAL nm21963857	COL primaryName VAL Sebastián Schjaer COL primaryProfession VAL editor-director-writer COL id VAL nm4398028	1
COL primaryName VAL Gordy Haab COL primaryProfession VAL composer-music_department-soundtrack COL id VAL nm21969632	COL primaryName VAL Gordy Haab COL primaryProfession VAL composer-music_department-soundtrack COL id VAL nm1571576	1
COL primaryName VAL Guy Maddin COL primaryProfession VAL director-writer-cinematographer COL id VAL nm21958107	COL primaryName VAL Guy Maddinn COL primaryProfession VAL director-writer-cinematographer COL id VAL nm21955271	1
COL primaryName VAL Sophie Gardinerr COL primaryProfession VAL producer COL id VAL nm21958030	COL primaryName VAL Leonel Vieira COL primaryProfession VAL producer-director-writer COL id VAL nm21968855	0
COL primaryName VAL Giulia Gualano_ COL primaryProfession VAL stunts COL id VAL nm21964084	COL primaryName VAL Giulia Gualano COL primaryProfession VAL actress COL id VAL nm5816469	1
COL primaryName VAL Naama Amitr COL primaryProfession VAL actress COL id VAL nm21958292	COL primaryName VAL Richard G Wray COL primaryProfession VAL editorial_department-editor COL id VAL nm21966521	0
COL primaryName VAL Christopher Lennertz COL primaryProfession VAL composer-soundtrack-music_department COL id VAL nm0501999	COL primaryName VAL Lisa Maria Falcone COL primaryProfession VAL producer COL id VAL nm11396650	0
COL primaryName VAL Timothy Bottoms COL primaryProfession VAL actor-producer COL id VAL nm0000961	COL primaryName VAL Gabriel Diniz COL primaryProfession VAL camera_department-cinematographer-visual_effects COL id VAL nm21969647	0
COL primaryName VAL Boman Irani COL primaryProfession VAL actor-music_department-soundtrack COL id VAL nm1224082	COL primaryName VAL Jus Riddick COL primaryProfession VAL actor-producer-director COL id VAL nm3283332	0
COL primaryName VAL Simon BeaufilsS COL primaryProfession VAL editorial_department-camera_department COL id VAL nm21963981	COL primaryName VAL Simon Beaufils COL primaryProfession VAL cinematographer-camera_department COL id VAL nm21963983	1
COL primaryName VAL Sandra Caruso COL primaryProfession VAL actress COL id VAL nm1711934	COL primaryName VAL Zach Holmes COL primaryProfession VAL writer-producer-actor COL id VAL nm21965214	0
COL primaryName VAL Ulrich Noethen COL primaryProfession VAL actor-soundtrack COL id VAL nm21963304	COL primaryName VAL Stephen Reizes COL primaryProfession VAL writer-camera_department-director COL id VAL nm21957666	0
COL primaryName VAL Carol Castro COL primaryProfession VAL actress COL id VAL nm21959640	COL primaryName VAL Carol Castro COL primaryProfession VAL actress COL id VAL nm1365217	1
COL primaryName VAL Judith Woodhouse COL primaryProfession VAL actress COL id VAL nm21966917	COL primaryName VAL Bülent Oran COL primaryProfession VAL writer-actor COL id VAL nm0649320	0
COL primaryName VAL Michel Duchaussoy COL primaryProfession VAL actor COL id VAL nm0239816	COL primaryName VAL Max Pross COL primaryProfession VAL producer-writer-miscellaneous COL id VAL nm0698795	0
COL primaryName VAL Ege Aydan COL primaryProfession VAL actor COL id VAL nm21961182	COL primaryName VAL Ege Aydan COL primaryProfession VAL actor COL id VAL nm0043709	1
COL primaryName VAL Mark Dexter COL primaryProfession VAL actor COL id VAL nm0223316	COL primaryName VAL Gordana Kovacic COL primaryProfession VAL actress COL id VAL nm9227686	0
COL primaryName VAL Katherine Walker COL primaryProfession VAL actor COL id VAL nm8338340	COL primaryName VAL Lothar Mendes COL primaryProfession VAL director-writer-actor COL id VAL nm0578985	0
COL primaryName VAL Terry Prewitt COL id VAL nm6577319	COL primaryName VAL Jelena Büsser COL primaryProfession VAL actress COL id VAL nm21958091	0
COL primaryName VAL Edward Clark COL primaryProfession VAL actor-writer-soundtrack COL id VAL nm0163902	COL primaryName VAL Walaa FaridR COL primaryProfession VAL actress COL id VAL nm21968332	0
COL primaryName VAL Cecil B DeMille COL primaryProfession VAL producer-director-editor COL id VAL nm0001124	COL primaryName VAL Enrique JarlegoN COL primaryProfession VAL composer-director-actor COL id VAL nm21967638	0
COL primaryName VAL Juan Peláez COL primaryProfession VAL actor COL id VAL nm0671436	COL primaryName VAL Jeffrey Dachp COL primaryProfession VAL sound_department COL id VAL nm21963605	0
COL primaryName VAL Ralf Moeller COL primaryProfession VAL actor-producer COL id VAL nm21960588	COL primaryName VAL SJ Thomass COL primaryProfession VAL cinematographer COL id VAL nm21961094	0
